"eigenvalue","component"
1.0025783383696,1
0.336172670717635,2
0.0969901756238128,3
0.0754354182983108,4
0.0372980308755899,5
0.00645977235543112,6
-9.0205620750794e-17,7
-0.00744129925249943,8
