"Dim1","Dim2","population","group"
-0.293691760787913,-0.238895066416918,"AEES","1"
-0.497280568812563,-0.107709187145032,"AESP","1"
0.352447164638347,-0.0190270214679573,"ANEA","2"
-0.338689123823652,-0.206911285633116,"ANWC","1"
-0.320597007253612,0.572703638208059,"ASAF","3"
0.307339520442849,0.0441444199083084,"ASEA","4"
0.369670087757594,-0.0310531040009786,"Han_NWCM","2"
0.42080168783895,-0.0132523934523664,"Han_noNWC","2"
