group1	group2	n_sites_used	shared_variant_sites	dxy	hudson_fst
Algerian	Kathodi	16569	17474	0.0027133243158458317	0.24143356721157339
Algerian	Kazak	16569	17474	0.002410909021346825	0.04071963700222016
Algerian	Ket	16569	17474	0.002612088891078459	0.09943973985502334
Algerian	Khamu	16569	17473	0.0027791558385575114	0.17127044482261453
Algerian	Khmer	16569	17473	0.0028849878231686304	0.10907069284711843
Algerian	Khon_Mueang	16569	17473	0.002878927746084082	0.1054490958606801
Algerian	Kinh	16569	17474	0.002842873966580695	0.10778905740110648
Algerian	Koryak	16569	17474	0.0028125924711837284	0.23465156610370874
Algerian	Kyrgyz	16569	17474	0.002718786102250194	0.09630021511767171
Algerian	Lachi	16569	17473	0.0028165058016769375	0.15668023079259033
Algerian	Lachungpa	16569	17474	0.003019225795327183	0.25005846998993775
Algerian	Lahu	16569	17474	0.00272804032093626	0.1178595169691396
Algerian	Lao	16569	17473	0.002795937928581209	0.09514478032466307
Algerian	Lao_Isan	16569	17473	0.0029057677385981545	0.10898961556153583
Algerian	Lawa	16569	17473	0.0029049830122582702	0.12461343220761135
Algerian	Lepcha	16569	17474	0.0029048070646484304	0.2634173147517936
Algerian	Lhoba	16569	17473	0.002744229861394063	0.12641697976570546
Algerian	Li	16569	17474	0.0028661159537346687	0.1109093143212648
Algerian	Libyan	16569	17474	0.002325713628843209	0.028255444084431754
Algerian	Lisu	16569	17473	0.002606560698072749	0.09728264411640106
Algerian	Lolo	16569	17473	0.0028142820193859074	0.18281911013858496
Algerian	Lue	16569	17473	0.0027210214518104034	0.09464646320264847
Algerian	Ma	16569	17473	0.0029695151817748593	0.12121125592228053
Algerian	Madia	16569	17474	0.0026387126969073687	0.2630479615688384
Algerian	Makatao	16569	17474	0.002703533555848411	0.08886464274650582
Algerian	Makrani	16569	17474	0.0027958610696252996	0.025785449252247412
Algerian	Malagasy	16569	17474	0.003148932882055617	0.10189364271783474
Algerian	Malaysian	16569	17474	0.002666652464048791	0.08555579827736863
Algerian	Mamanwas	16569	17473	0.002835995996477163	0.1445816370580429
Algerian	Man	16569	17473	0.002361094525711415	0.08820735363248744
Algerian	Mang	16569	17473	0.002736156525276277	0.1824883884711983
Algerian	Manobos	16569	17473	0.002771890920829181	0.1340674244381297
Algerian	Miao	16569	17474	0.0025895369394808997	0.10004435360494461
Algerian	Mishar	16569	17473	0.00256309822032462	0.052086731413488546
Algerian	Mnong	16569	17473	0.0029201560037822763	0.11509116713893851
Algerian	Moken	16569	17473	0.0029251623009705604	0.28633165546401235
Algerian	Moklen	16569	17474	0.003005002711873994	0.2507506819338898
Algerian	Mon	16569	17473	0.002884970071311566	0.10688247825823637
Algerian	Mongol	16569	17474	0.002616117861346912	0.049034215286032246
Algerian	Monpa	16569	17474	0.002851859401773099	0.2148058787237793
Algerian	Moroccan	16569	17474	0.0024978549053900376	0.010586168928805475
Algerian	Mosuo	16569	17474	0.0030575119952283005	0.14252038990466992
Algerian	Mozabite	16569	17474	0.002464762092439355	0.03358443749099425
Algerian	Munda	16569	17474	0.0029468468135594615	0.2230691571975474
Algerian	Native_American	16569	17473	0.00295542719199931	0.16875706417997147
Algerian	Nepali	16569	17473	0.002642674450588926	0.18004893583967685
Algerian	Ni-Vanuatu	16569	17474	0.002758893161972091	0.1324145577252294
Algerian	Nihal	16569	17474	0.002844580197800303	0.23883707284736574
Algerian	Nivkh	16569	17474	0.0023904127524379645	0.3084678990082276
Algerian	Nung	16569	17473	0.0028322572076343953	0.13275335775335773
Algerian	Nyahkur	16569	17473	0.0029990805589901466	0.16071756110546598
Algerian	Nyaw	16569	17473	0.0028219674109837053	0.11555096803477595
Algerian	PaThen	16569	17473	0.002788007176316514	0.1462045354145192
Algerian	Paiwan	16569	17474	0.0026183331393179847	0.10973240477870728
Algerian	Pakistani	16569	17473	0.002585126386100608	0.06578502097579053
Algerian	Palestinian	16569	17474	0.002586140068580238	0.040888568280292845
Algerian	Paluang	16569	17473	0.0028624635128644093	0.11576496336964814
Algerian	Papuan	16569	17474	0.0028939617109649918	0.1556633261823527
Algerian	Pathan	16569	17474	0.0026257301625867884	0.05766811649823034
Algerian	Peruvian	16569	17473	0.002860666917496066	0.1172184203179485
Algerian	PhuLa	16569	17473	0.002845706262503277	0.12057839718466404
Algerian	Phuan	16569	17473	0.002823051248260318	0.11231564467997789
Algerian	Phutai	16569	17473	0.0027503042694007433	0.09382269488788887
Algerian	Polish	16569	17473	0.002426241913085153	0.045531445275753916
Algerian	Portuguese	16569	17473	0.0024469034100406263	0.05781999297306555
Algerian	Puyuma	16569	17474	0.002791638915442691	0.14808421779011433
Algerian	Raglay	16569	17473	0.003018633279862696	0.19420873582991485
Algerian	Rukai	16569	17474	0.0027338071015974284	0.19796950884369677
Algerian	Russ	16569	17474	0.00286804661490775	0.1604802450965615
Algerian	Saek	16569	17473	0.002815892616737517	0.2470979409191844
Algerian	Saisiat	16569	17474	0.002958434429897487	0.16973709714034027
Algerian	Sardinian	16569	17474	0.0024963666818568105	0.07408777880563261
Algerian	Serbs	16569	17473	0.002552098087273534	0.10079244517321367
Algerian	Shan	16569	17473	0.002842420102528733	0.0960338755194098
Algerian	Shapirashti	16569	17473	0.0024341692017784784	0.04999581753005765
Algerian	Sherpa	16569	17474	0.0029914953856672965	0.20545038111772052
Algerian	Sila	16569	17473	0.0029226657470471594	0.2203314392652103
Algerian	Sindhi	16569	17474	0.003172407383977347	0.06811283463038453
Algerian	Soa	16569	17473	0.0028028614199835855	0.13134162904965446
Algerian	Southern_Thai	16569	17474	0.0029257660652757134	0.14051930614022357
Algerian	Suay	16569	17473	0.002901087532176419	0.12459031704790527
Algerian	Surigaonon	16569	17473	0.0027039276784944517	0.11643035751869894
Algerian	Tajik	16569	17474	0.002617211678167418	0.06455460673879967
Algerian	Tao	16569	17474	0.0024950153064645687	0.15866047209701226
Algerian	Thai	16569	17473	0.0028775271875046485	0.15059506342886547
Algerian	Tharu	16569	17473	0.0027911076491981394	0.16003601663397365
Algerian	Todzhi	16569	17474	0.002954781165492239	0.24116034357695842
Algerian	Tofalar	16569	17474	0.0031618225357217637	0.35328735198659095
Algerian	Toto	16569	17474	0.0027615857102389193	0.33402266750200865
Algerian	Tsou	16569	17474	0.002543177802201146	0.1136603234291466
Algerian	Tunisian	16569	17474	0.0024152690647773895	-0.003234027564736237
Algerian	Umbrians	16569	17473	0.002366928312430926	0.062274119102857114
Algerian	Uygur	16569	17474	0.002635411476949196	0.07199494472091418
Algerian	Vietnamese	16569	17473	0.002872017970786162	0.14906731167550596
Algerian	Wancho	16569	17474	0.0031276207196545155	0.2587111652078448
Algerian	Yakut	16569	17474	0.0028983263276860017	0.1502197677743123
Algerian	Yao	16569	17473	0.002794631870414265	0.13150664541673793
Algerian	Yemeni	16569	17473	0.0032701162459388214	0.09789504315620501
Algerian	Yuan	16569	17473	0.002785807831193517	0.09902087544438849
Algerian	Zang	16569	17474	0.0031418181565514053	0.13033681012072235
Ami	Arab	16569	17474	0.002472658301264216	0.12739291696330252
Ami	Atayal	16569	17474	0.0022729796455807317	0.09592319408351563
Ami	Australian	16569	17473	0.00241887985279657	0.08855852830966064
Ami	Balochi	16569	17474	0.002398439876905889	0.1113518514117416
Ami	Bamar	16569	17474	0.00229905701874701	0.0934085895757684
Ami	Bana	16569	17473	0.0025491791786299936	0.11793820654943389
Ami	Basque	16569	17474	0.0023635765123667684	0.20866751722013493
Ami	Bedouin	16569	17474	0.0029791468201519223	0.11467529611043574
Ami	Belarusian	16569	17473	0.0026376761440128974	0.24460113840155945
Ami	Betta	16569	17474	0.002383643313033778	0.30900821135644646
Ami	Bhuiya	16569	17474	0.002237443078948812	0.14610246798654736
Ami	Biaka	16569	17474	0.005630017739251294	0.5567396486692202
Ami	BlackTai	16569	17473	0.0024483239150710485	0.1282749201330208
Ami	Blang	16569	17473	0.002477138311296428	0.1300321473809936
Ami	Brahui	16569	17474	0.002258570062091355	0.10760510203921973
Ami	British	16569	17474	0.0022917963147293264	0.2094243939691155
Ami	Bru	16569	17473	0.0024011082460086686	0.13783082055326604
Ami	Bunun	16569	17474	0.0022612481061485288	0.14653247402321498
Ami	Burkinabe	16569	17474	0.003944148790256213	0.2398321656911169
Ami	Burusho	16569	17474	0.00250956373412071	0.10312581101197046
Ami	Buryat	16569	17473	0.002384659834596741	0.1152349407164111
Ami	Cambodian	16569	17474	0.002415604914096163	0.09731620925233561
Ami	Cao	16569	17473	0.0023558091476015433	0.09808272076395882
Ami	Caucasian	16569	17473	0.002447240376372198	0.15499177223879354
Ami	Central_Thai	16569	17473	0.0023584478285745636	0.04585453334274462
Ami	Chadian	16569	17474	0.0031080997055650044	0.16739628693591113
Ami	Cham	16569	17473	0.0025478315599219087	0.09795259499416184
Ami	Chukchi	16569	17474	0.00231634388544467	0.1653244907626717
Ami	Churu	16569	17473	0.00257784405751707	0.1205492641312489
Ami	Coho	16569	17473	0.0026234611338649544	0.13894756905822453
Ami	Czech	16569	17474	0.002521815340161749	0.1736384716626148
Ami	Dai	16569	17474	0.002402398891214349	0.06920113997348093
Ami	Dane	16569	17473	0.0023853565993768645	0.19348275622631275
Ami	Deng	16569	17474	0.0022236549350115775	0.1596547279491923
Ami	Dong	16569	17473	0.0023961089346036324	0.07743764163505565
Ami	Dongri	16569	17474	0.001962970854635533	0.1739429424317302
Ami	Druze	16569	17474	0.0023860207384649146	0.2132160545331679
Ami	Ede	16569	17473	0.002324070518095865	0.14500403946578505
Ami	Ewenki	16569	17474	0.00229186625082823	0.173751589375689
Ami	Finnish	16569	17474	0.002373883825522844	0.14044867611021639
Ami	Foulbe	16569	17474	0.003357281545603079	0.18256187847685384
Ami	French	16569	17474	0.0023810830087233224	0.16553568610781028
Ami	Gallong	16569	17474	0.0022812311406155703	0.15977185762760812
Ami	Gelao	16569	17473	0.002416905753907422	0.07754533810081946
Ami	Gende	16569	17473	0.002529265936937408	0.1750378594310513
Ami	German	16569	17473	0.0024780387949061337	0.17004418580892158
Ami	Giarai	16569	17473	0.0024784734259689	0.09035184165906639
Ami	Greek	16569	17473	0.002577113264841217	0.21152262612674694
Ami	Hakka	16569	17474	0.0021397316557244138	0.03504098672015072
Ami	Han	16569	17474	0.002105842985983814	0.10074969081336144
Ami	Hani	16569	17473	0.002440335765622428	0.07622443711697308
Ami	Hre	16569	17473	0.00256707082898996	0.11758769994025096
Ami	Huli	16569	17473	0.0025115695604530854	0.26994507200552775
Ami	Hungarian	16569	17474	0.002417567345147309	0.17131309530292171
Ami	Indian	16569	17473	0.0026452040013898795	0.1644622033913141
Ami	Indigenous_Papuans	16569	17474	0.002458071383561078	0.11605156941443293
Ami	Indonesian	16569	17473	0.0024636170420852008	0.07658289583154029
Ami	Iranian	16569	17473	0.0025184949942243843	0.15109320216536087
Ami	Italian	16569	17474	0.0022948702574742204	0.19387306014752118
Ami	IuMien	16569	17474	0.0023065964411770083	0.05796987841612488
Ami	Jalayir	16569	17473	0.0022595653722069283	0.08701086968021515
Ami	Japanese	16569	17474	0.0023233140140677543	0.07725493823769271
Ami	Jarai	16569	17473	0.0023030668788061666	0.10589120239166813
Ami	Jenu	16569	17474	0.0022827450999456226	0.2374365128274468
Ami	Kalash	16569	17474	0.002664597522774952	0.24159955900680657
Ami	Kalueng	16569	17473	0.0025005102320732977	0.23173550935921264
Ami	Kamar	16569	17474	0.002107634227058966	0.16908607463311695
Ami	Karen	16569	17474	0.0023633071816535904	0.10714954303210918
Ami	Kathodi	16569	17474	0.0020713614902261998	0.14856535796660128
Ami	Kazak	16569	17474	0.002258281786781126	0.10634276260447716
Ami	Ket	16569	17474	0.0024727784788134816	0.1678447339358804
Ami	Khamu	16569	17473	0.0025259669720743955	0.20483490649517302
Ami	Khmer	16569	17473	0.0025248974665303663	0.0986911689326612
Ami	Khon_Mueang	16569	17473	0.002456634288184107	0.07159986699509631
Ami	Kinh	16569	17474	0.0024056883565804943	0.06811061500806377
Ami	Koryak	16569	17474	0.0022643359456877865	0.17944798419571814
Ami	Kyrgyz	16569	17474	0.002426176551270094	0.10873815168322389
Ami	Lachi	16569	17473	0.002515590424461879	0.17291496099972706
Ami	Lachungpa	16569	17474	0.0023732265320678112	0.1700602671247749
Ami	Lahu	16569	17474	0.0023492742756472387	0.10103855900785594
Ami	Lao	16569	17473	0.002420571937558696	0.07653593121357333
Ami	Lao_Isan	16569	17473	0.0024697207439512807	0.0709632183476806
Ami	Lawa	16569	17473	0.002537240671217738	0.11385020909344634
Ami	Lepcha	16569	17474	0.0022620288582871568	0.1843504724837939
Ami	Lhoba	16569	17473	0.0022990442686855795	0.08540047668626458
Ami	Li	16569	17474	0.0023915431993601164	0.057667375263410266
Ami	Libyan	16569	17474	0.00237824838609389	0.17359694192485448
Ami	Lisu	16569	17473	0.0023030252580957013	0.1062278818862846
Ami	Lolo	16569	17473	0.0026619849673561197	0.2467389218213621
Ami	Lue	16569	17473	0.0022750286590454295	0.04665878904080033
Ami	Ma	16569	17473	0.002558081628691164	0.09503720568161124
Ami	Madia	16569	17474	0.0019991221813792726	0.17463930025281538
Ami	Makatao	16569	17474	0.0022404345202172602	0.03202830773751394
Ami	Makrani	16569	17474	0.002669331927551339	0.08997427689342186
Ami	Malagasy	16569	17474	0.0027845580727861832	0.09017202892188422
Ami	Malaysian	16569	17474	0.0024483132388986345	0.12433710222207864
Ami	Mamanwas	16569	17473	0.0024749746542460076	0.13883755106615786
Ami	Man	16569	17473	0.002087443138583229	0.10981009577741378
Ami	Mang	16569	17473	0.0022998254742370616	0.15548726030995533
Ami	Manobos	16569	17473	0.002232389720846023	0.056767370736941936
Ami	Miao	16569	17474	0.002323705591604862	0.12387327410457973
Ami	Mishar	16569	17473	0.0024658357783724346	0.13417308153886365
Ami	Mnong	16569	17473	0.0025159855118521046	0.09003290679639771
Ami	Moken	16569	17473	0.002344754366480378	0.23531950973296697
Ami	Moklen	16569	17474	0.002402175039471358	0.18536810091395686
Ami	Mon	16569	17473	0.0024224227793932084	0.05796398486485233
Ami	Mongol	16569	17474	0.002409404133994996	0.08972068003939525
Ami	Monpa	16569	17474	0.0022110952242860166	0.1205012804051684
Ami	Moroccan	16569	17474	0.002514419999634242	0.13427177106377555
Ami	Mosuo	16569	17474	0.0025821348235349445	0.09875102027881937
Ami	Mozabite	16569	17474	0.002466670324244253	0.15376748761980077
Ami	Munda	16569	17474	0.002311406155703078	0.1369373334800543
Ami	Native_American	16569	17473	0.002583267092902045	0.1630481558396585
Ami	Nepali	16569	17473	0.0020798553689320137	0.09981437284539907
Ami	Ni-Vanuatu	16569	17474	0.002305628326109618	0.08963309392398305
Ami	Nihal	16569	17474	0.0022150289863023718	0.15550487911042277
Ami	Nivkh	16569	17474	0.002158002580977575	0.37051079243898805
Ami	Nung	16569	17473	0.0022816759811328307	0.05260091579270658
Ami	Nyahkur	16569	17473	0.0026336943998511524	0.15614058039562978
Ami	Nyaw	16569	17473	0.002477204147692983	0.11138590308948208
Ami	PaThen	16569	17473	0.0025297025779826023	0.17548407381652356
Ami	Paiwan	16569	17474	0.002157540125690884	0.0561430098733454
Ami	Pakistani	16569	17473	0.0026112269344013453	0.18794649889926546
Ami	Palestinian	16569	17474	0.002507290950615172	0.1282269475145496
Ami	Paluang	16569	17473	0.0024681626158994897	0.09386735848484969
Ami	Papuan	16569	17474	0.002496712067273958	0.13931998205091392
Ami	Pathan	16569	17474	0.0024440265939141234	0.10815150833925577
Ami	Peruvian	16569	17473	0.0025237727794816976	0.1161105071777797
Ami	PhuLa	16569	17473	0.0024969550666593516	0.11573589221630332
Ami	Phuan	16569	17473	0.0023879212157787897	0.07393485412399785
Ami	Phutai	16569	17473	0.0024130236362638847	0.0892523969761859
Ami	Polish	16569	17473	0.002463378504416525	0.17951553516711832
Ami	Portuguese	16569	17473	0.002469648637421721	0.18578877040224967
Ami	Puyuma	16569	17474	0.0023131083360413474	0.09920629331780974
Ami	Raglay	16569	17473	0.002497305007866263	0.14396499362476875
Ami	Rukai	16569	17474	0.0021947660064739125	0.13522041597805448
Ami	Russ	16569	17474	0.0023673692555995726	0.10737458134851079
Ami	Saek	16569	17473	0.002546475853657507	0.2831333828068941
Ami	Saisiat	16569	17474	0.0023381521918033692	0.07547911254543303
Ami	Sardinian	16569	17474	0.002517144894936084	0.19877135199715842
Ami	Serbs	16569	17473	0.002549592833237975	0.21545980348624066
Ami	Shan	16569	17473	0.0024182214888310237	0.0592906082347618
Ami	Shapirashti	16569	17473	0.0021785332199484283	0.07375151054153531
Ami	Sherpa	16569	17474	0.0025190534854220596	0.17338646745548966
Ami	Sila	16569	17473	0.0025382762544753704	0.21832669919434847
Ami	Sindhi	16569	17474	0.00290847244597176	0.08483990975330963
Ami	Soa	16569	17473	0.002489762939096346	0.1404317322104137
Ami	Southern_Thai	16569	17474	0.0023651157907083656	0.06134336498049941
Ami	Suay	16569	17473	0.002484051132934657	0.09622138261308875
Ami	Surigaonon	16569	17473	0.002222051535268192	0.05740233265423297
Ami	Tajik	16569	17474	0.0025438817968368777	0.15339981916916576
Ami	Tao	16569	17474	0.0022469962144071984	0.19690688833183215
Ami	Thai	16569	17473	0.0025978871076802715	0.17256682420401145
Ami	Tharu	16569	17473	0.00223354032456237	0.0822542766902007
Ami	Todzhi	16569	17474	0.0024531510893542755	0.20608342691876458
Ami	Tofalar	16569	17474	0.0025405011403804405	0.31108757304228396
Ami	Toto	16569	17474	0.0020760018496892366	0.2559998601716393
Ami	Tsou	16569	17474	0.002267482951923294	0.13582081369727256
Ami	Tunisian	16569	17474	0.0024913912456956226	0.1456691931186089
Ami	Umbrians	16569	17473	0.002394589236323652	0.1961368199277467
Ami	Uygur	16569	17474	0.0022762853749178965	0.055009807322509194
Ami	Vietnamese	16569	17473	0.0024147625802940914	0.10993893477560499
Ami	Wancho	16569	17474	0.002470211524361961	0.18069263272889574
Ami	Yakut	16569	17474	0.002397646610078716	0.0956412874293896
Ami	Yao	16569	17473	0.002495049801243909	0.14530307628270273
Ami	Yemeni	16569	17473	0.0029520123450873124	0.10048470460527974
Ami	Yuan	16569	17473	0.0024366520624818757	0.09082346358647518
Ami	Zang	16569	17474	0.0026579969792876407	0.08287488634253813
Arab	Atayal	16569	17474	0.0026918872316579016	0.17872693672513715
Arab	Australian	16569	17473	0.0025346216848932597	0.06869978987858764
Arab	Balochi	16569	17474	0.0024256009530602167	0.05706029342071584
Arab	Bamar	16569	17474	0.0027137245648823326	0.1745176835169793
Arab	Bana	16569	17473	0.0028400915787759485	0.15342171677089617
Arab	Basque	16569	17474	0.0021564554938121624	0.060402048440223656
Arab	Bedouin	16569	17474	0.0028788531926733497	0.02970440509161124
Arab	Belarusian	16569	17473	0.0024808946836707853	0.1340527812658435
Arab	Betta	16569	17474	0.0028324855590999226	0.36349039965494884
Arab	Bhuiya	16569	17474	0.0026910186222950257	0.23212221540962927
Arab	Biaka	16569	17474	0.005550047417880851	0.5222761651726964
Arab	BlackTai	16569	17473	0.0025714630571601004	0.10942074439946832
Arab	Blang	16569	17473	0.0026343995171997587	0.12281452487528506
Arab	Brahui	16569	17474	0.0023317602342030988	0.06878817852224994
Arab	British	16569	17474	0.00208924414666289	0.058193098971337266
Arab	Bru	16569	17473	0.0026097795786993133	0.14705906995492174
Arab	Bunun	16569	17474	0.0023503020817444474	0.1125701935001628
Arab	Burkinabe	16569	17474	0.003963978085885148	0.2043242241534386
Arab	Burusho	16569	17474	0.002553119783053398	0.05739274374369854
Arab	Buryat	16569	17473	0.002376873062276976	0.04677703208850484
Arab	Cambodian	16569	17474	0.002751085968949578	0.15075220403183404
Arab	Cao	16569	17473	0.002573267810443429	0.11374507449516703
Arab	Caucasian	16569	17473	0.002267765283542505	0.019402684957531523
Arab	Central_Thai	16569	17473	0.002619692173791665	0.08152239301311785
Arab	Chadian	16569	17474	0.0031652153921315055	0.13318959048042
Arab	Cham	16569	17473	0.0027262714433925438	0.0998360974613542
Arab	Chukchi	16569	17474	0.0025942048295699476	0.19465811520248943
Arab	Churu	16569	17473	0.002741027831552877	0.1160567140940033
Arab	Coho	16569	17473	0.002855081210149301	0.15422234819240935
Arab	Czech	16569	17474	0.0023857273283948	0.0611846346111661
Arab	Dai	16569	17474	0.00267132977828784	0.10457463411770708
Arab	Dane	16569	17473	0.002174633929422228	0.04367466328288803
Arab	Deng	16569	17474	0.0026783258804668653	0.24413073819049216
Arab	Dong	16569	17473	0.0026207396485622434	0.09705406801861398
Arab	Dongri	16569	17474	0.0024223419420679815	0.26626699878733107
Arab	Druze	16569	17474	0.002179865102090606	0.06732343048676952
Arab	Ede	16569	17473	0.0026393798315946775	0.1881057913069376
Arab	Ewenki	16569	17474	0.0027017581091208134	0.2414283369647719
Arab	Finnish	16569	17474	0.0023047893811984073	0.04707072249219074
Arab	Foulbe	16569	17474	0.003402816474927401	0.14770713134967256
Arab	French	16569	17474	0.0022398801940141707	0.04336173882634639
Arab	Gallong	16569	17474	0.0027688505419344285	0.25146523185110214
Arab	Gelao	16569	17473	0.002690597059584244	0.11346358370145453
Arab	Gende	16569	17473	0.0026117728673482276	0.14143570282009507
Arab	German	16569	17473	0.0023419769086933722	0.05529000211101678
Arab	Giarai	16569	17473	0.002810680324259081	0.1424264575839621
Arab	Greek	16569	17473	0.0023909857296543556	0.08497078550252675
Arab	Hakka	16569	17474	0.0023986742152101235	0.07424708701371922
Arab	Han	16569	17474	0.0022480184379708146	0.08830540867857811
Arab	Hani	16569	17473	0.002741406652088607	0.12083497772226721
Arab	Hre	16569	17473	0.002816507170158347	0.1404100812803654
Arab	Huli	16569	17473	0.002888972255296938	0.3113779387093591
Arab	Hungarian	16569	17474	0.0022579532718337786	0.043721266544361564
Arab	Indian	16569	17473	0.0025213208035175447	0.06160524497902124
Arab	Indigenous_Papuans	16569	17474	0.00265597989626494	0.12324839510826406
Arab	Indonesian	16569	17473	0.002620165906356245	0.07228301699142396
Arab	Iranian	16569	17473	0.0024089174223763865	0.04779059902720247
Arab	Italian	16569	17474	0.0021076792514608516	0.048345220711215296
Arab	IuMien	16569	17474	0.0025555076587062105	0.08874872167268603
Arab	Jalayir	16569	17473	0.0022905963833934296	0.03135055350553507
Arab	Japanese	16569	17474	0.002658431045814713	0.13495863213417011
Arab	Jarai	16569	17473	0.002683047389142742	0.17443923591187924
Arab	Jenu	16569	17474	0.002740917211326598	0.3080548545036049
Arab	Kalash	16569	17474	0.0025186900348552217	0.1357974974831008
Arab	Kalueng	16569	17473	0.002564565910854384	0.1901633310183391
Arab	Kamar	16569	17474	0.002582363151019851	0.2614946805857412
Arab	Karen	16569	17474	0.0025244521079403398	0.10241664525456659
Arab	Kathodi	16569	17474	0.0025362226966827773	0.24318348451521815
Arab	Kazak	16569	17474	0.0022424163491717003	0.03052965231776788
Arab	Ket	16569	17474	0.002443371555019111	0.09405431062992262
Arab	Khamu	16569	17473	0.002609673247693767	0.1706290968431668
Arab	Khmer	16569	17473	0.002712345012149183	0.10352898761907366
