sample_id	pop_name
Kazak_Urumqi423	Kazakh_Xinjiang
Kazak_Urumqi429	Kazakh_Xinjiang
Kazak_Urumqi439	Kazakh_Xinjiang
Kazak_Urumqi440	Kazakh_Xinjiang
Kazak_Urumqi447	Kazakh_Xinjiang
Kazak_Urumqi471	Kazakh_Xinjiang
Kazak_Urumqi475	Kazakh_Xinjiang
Kazak_Urumqi480	Kazakh_Xinjiang
Kazak_Urumqi500	Kazakh_Xinjiang
Kazak_Urumqi511	Kazakh_Xinjiang
Kazak_Urumqi512	Kazakh_Xinjiang
Kazak_Urumqi516	Kazakh_Xinjiang
Kazak_Urumqi517	Kazakh_Xinjiang
Kazak_Urumqi524	Kazakh_Xinjiang
Kazak_Urumqi541	Kazakh_Xinjiang
Kazak_Urumqi579	Kazakh_Xinjiang
Kazak_Urumqi618	Kazakh_Xinjiang
Kazak_Urumqi621	Kazakh_Xinjiang
Kazak_Urumqi627	Kazakh_Xinjiang
Kazak_Urumqi641	Kazakh_Xinjiang
Kazak_Urumqi645	Kazakh_Xinjiang
Kazak_Urumqi664	Kazakh_Xinjiang
Kazak_Urumqi667	Kazakh_Xinjiang
Kazak_Urumqi680	Kazakh_Xinjiang
Kazak_Urumqi708	Kazakh_Xinjiang
Kazak_Urumqi709	Kazakh_Xinjiang
Kazak_Urumqi720	Kazakh_Xinjiang
Kazak_Urumqi725	Kazakh_Xinjiang
Kazak_Urumqi727	Kazakh_Xinjiang
Kazak_Urumqi737	Kazakh_Xinjiang
Kazak_Urumqi741	Kazakh_Xinjiang
Kazak_Xining272	Kazakh_Xinjiang
Kazak_Xinjiang368	Kazakh_Xinjiang
Kazak_Yangzhou261	Kazakh_Xinjiang
Kazak_Yantai275	Kazakh_Xinjiang
Manchu_Anqing776	Manchu_Anhui
Manchu_Anqing783	Manchu_Anhui
Manchu_Anqing786	Manchu_Anhui
Manchu_Bengbu771	Manchu_Anhui
Manchu_Bengbu775	Manchu_Anhui
Manchu_Bengbu782	Manchu_Anhui
Manchu_Bengbu789	Manchu_Anhui
Manchu_Bozhou792	Manchu_Anhui
Manchu_Bozhou793	Manchu_Anhui
Manchu_Hefei773	Manchu_Anhui
Manchu_Hefei779	Manchu_Anhui
Manchu_Hefei780	Manchu_Anhui
Manchu_Hefei784	Manchu_Anhui
Manchu_Hefei795	Manchu_Anhui
Manchu_Hefei796	Manchu_Anhui
Manchu_Hefei797	Manchu_Anhui
Manchu_Huainan791	Manchu_Anhui
Manchu_Huangshan785	Manchu_Anhui
Manchu_LuAn772	Manchu_Anhui
Manchu_LuAn778	Manchu_Anhui
Manchu_LuAn794	Manchu_Anhui
Manchu_MaAnshan790	Manchu_Anhui
Manchu_Suzhou777	Manchu_Anhui
Manchu_Suzhou787	Manchu_Anhui
Manchu_Tongling774	Manchu_Anhui
Manchu_Wuhu781	Manchu_Anhui
Manchu_Wuhu788	Manchu_Anhui
Manchu_Beijing1000	Manchu_Beijing
Manchu_Beijing1001	Manchu_Beijing
Manchu_Beijing1002	Manchu_Beijing
Manchu_Beijing1003	Manchu_Beijing
Manchu_Beijing1004	Manchu_Beijing
Manchu_Beijing1005	Manchu_Beijing
Manchu_Beijing1006	Manchu_Beijing
Manchu_Beijing1007	Manchu_Beijing
Manchu_Beijing1008	Manchu_Beijing
Manchu_Beijing1009	Manchu_Beijing
Manchu_Beijing1010	Manchu_Beijing
Manchu_Beijing1011	Manchu_Beijing
Manchu_Beijing1012	Manchu_Beijing
Manchu_Beijing1013	Manchu_Beijing
Manchu_Beijing1014	Manchu_Beijing
Manchu_Beijing1015	Manchu_Beijing
Manchu_Beijing1016	Manchu_Beijing
Manchu_Beijing1017	Manchu_Beijing
Manchu_Beijing1018	Manchu_Beijing
Manchu_Beijing1019	Manchu_Beijing
Manchu_Beijing1020	Manchu_Beijing
Manchu_Beijing1021	Manchu_Beijing
