"Dim1","Dim2","population","group"
-0.188555621183463,-0.206183931642329,"AEES","1"
-0.436349917232344,-0.15735689327002,"AESP","1"
0.283464767094167,-0.0492428633998674,"ANEA","2"
-0.339527537443844,-0.210975461552163,"ANWC","1"
-0.392751677572383,0.519301171617808,"ASAF","3"
0.363506272355626,0.0626888116220083,"ASEA","4"
0.322887609850144,0.0034579838854477,"Han_NWCM","2"
0.387326104132096,0.0383111827391144,"Han_noNWC","2"
