"Dim1","Dim2","population","group"
-0.212421722901188,-0.256974783681148,"AEES","1"
-0.390620990365404,-0.0507485271149368,"AESP","1"
0.278189376667965,-0.0151306633810607,"ANEA","2"
-0.268242431323987,-0.17342310029855,"ANWC","1"
-0.300557071248331,0.442458094090848,"ASAF","3"
0.291236691892331,0.0921093220922577,"ASEA","4"
0.27580249012599,-0.0382540459840963,"Han_NWCM","2"
0.326613657152623,-3.62957233151155e-05,"Han_noNWC","2"
