pop1,pop2,metric,diff,ci_low,ci_high,p_value
Chongqing,Jilin,pi,8.367958341068358e-05,1.8748183439473054e-05,0.0002846632524417166,0.6363636363636364
Chongqing,Liaoning,pi,3.17400839961406e-06,-9.9420767042557e-05,7.3355079083361e-05,1.0
Chongqing,Ningxia,pi,0.0002124885034283948,0.00013066541675132645,0.0003897395610826108,0.45454545454545453
Chongqing,Shaanxi,pi,9.075699659846992e-05,4.954150357889725e-05,0.00017606805681536752,0.6363636363636364
Chongqing,Shandong,pi,-4.493189220487802e-06,-5.4867043272795735e-05,4.025612022980865e-05,1.0
Chongqing,Shanghai,pi,0.00010783125591400442,6.83828907464844e-05,0.00019013844897302498,0.2727272727272727
Chongqing,Shanxi,pi,0.00011588181341511139,4.900735680351421e-05,0.00021454608701145533,0.36363636363636365
Chongqing,Sichuan,pi,-6.019584794389032e-06,-2.144958909138748e-05,2.371753141129402e-05,0.9090909090909091
Chongqing,Tianjin,pi,5.492759233530163e-05,-3.853296154748098e-05,9.827296176897009e-05,0.36363636363636365
Chongqing,Xinjiang,pi,5.147735340625575e-05,-7.48572680389957e-05,0.00011726610192155919,0.7272727272727273
Chongqing,Yunnan,pi,-1.5404201218325046e-05,-9.289968229983006e-05,7.303038331865966e-05,0.8181818181818182
Chongqing,Zhejiang,pi,1.1799605722228668e-05,-1.8854914828047825e-05,0.00017167864754461708,0.8181818181818182
Fujian,Gansu,pi,1.0873480261235351e-05,-0.0001558794528294694,0.0001628994743554043,1.0
Fujian,Guangdong,pi,6.187879491046909e-05,-0.00018166334121864924,0.0002417111050786339,0.8181818181818182
Fujian,Guizhou,pi,-1.81137543774907e-05,-0.0002335131151259604,0.00012903109552021968,1.0
Fujian,Hainan,pi,6.440446000885558e-05,-0.00019649029730306252,0.0002753697593129555,0.8181818181818182
Fujian,Hebei,pi,7.203130395727262e-06,-0.00021834783833344734,0.00016146664209128067,0.8181818181818182
Fujian,Heilongjiang,pi,-4.293630667257046e-05,-0.0002845045661640867,0.00011675116944387201,0.7272727272727273
Fujian,Henan,pi,8.168699854372663e-06,-0.0001623390062174564,0.00015457789287536005,0.9090909090909091
Fujian,Hubei,pi,4.9968977593077595e-05,-0.00016386211059928632,0.00020157054240766667,0.7272727272727273
Fujian,Hunan,pi,4.954189231450327e-06,-0.00013629035555415612,6.428060527806938e-05,0.8181818181818182
Fujian,Jiangsu,pi,7.998053865230164e-05,-0.0001054461162025553,0.00021614833596506107,0.5454545454545454
Fujian,Jilin,pi,9.660669001328341e-05,-1.6911823209348834e-05,0.00029405580141908256,0.45454545454545453
Fujian,Liaoning,pi,1.610111500221389e-05,-0.0002302048569195618,0.00012586538913550186,0.9090909090909091
Fujian,Ningxia,pi,0.00022541561003099463,4.017742141187838e-06,0.0003719900135846048,0.6363636363636364
Fujian,Shaanxi,pi,0.00010368410320106975,-6.278554159499418e-05,0.00025309812539513974,0.5454545454545454
Fujian,Shandong,pi,8.433917382112026e-06,-0.00016510097074456592,0.00016905890565540384,1.0
Fujian,Shanghai,pi,0.00012075836251660424,-8.490711261889573e-05,0.0003151778980318157,0.5454545454545454
Fujian,Shanxi,pi,0.00012880892001771122,-8.670530332959224e-05,0.0003193870093514323,0.5454545454545454
Fujian,Sichuan,pi,6.907521808210797e-06,-0.00017115488021971138,0.00015437773961574826,1.0
Fujian,Tianjin,pi,6.785469893790146e-05,-0.0001768760023521003,0.00012588164811547193,0.7272727272727273
Fujian,Xinjiang,pi,6.440446000885558e-05,-8.937912861641367e-05,0.0002359175061380761,0.6363636363636364
Fujian,Yunnan,pi,-2.4770946157252178e-06,-0.00018856290449755056,0.00012321855323163644,1.0
Fujian,Zhejiang,pi,2.4726712324828497e-05,-0.00010914391211264837,0.0002038948167690234,1.0
Gansu,Guangdong,pi,5.100531464923374e-05,-3.590515921167723e-05,0.00011123599546031094,0.45454545454545453
Gansu,Guizhou,pi,-2.898723463872605e-05,-0.00012157138284084765,7.298650132575066e-05,0.6363636363636364
Gansu,Hainan,pi,5.353097974762023e-05,-8.39988546292391e-05,0.00016221350601256407,0.8181818181818182
Gansu,Hebei,pi,-3.6703498655080895e-06,-0.0001152426453560057,7.058531267405096e-05,1.0
Gansu,Heilongjiang,pi,-5.380978693380581e-05,-0.00018841917983970633,7.433114258884975e-05,0.6363636363636364
Gansu,Henan,pi,-2.704780406862688e-06,-6.61270368844987e-05,6.769315735282378e-05,1.0
Gansu,Hubei,pi,3.9095497331842244e-05,-2.473900772330705e-05,7.831633810659963e-05,0.36363636363636365
Gansu,Hunan,pi,-5.919291029785024e-06,-0.00015657110228462856,9.551580328056598e-05,0.9090909090909091
Gansu,Jiangsu,pi,6.910705839106629e-05,1.355605239299186e-05,9.593314880017519e-05,0.36363636363636365
Gansu,Jilin,pi,8.573320975204806e-05,-6.724610523076756e-06,0.00026567579196099466,0.45454545454545453
Gansu,Liaoning,pi,5.227634740978537e-06,-0.00012648195604164956,8.132239293934743e-05,0.9090909090909091
Gansu,Ningxia,pi,0.00021454212976975928,0.00013441079691147234,0.000370295731450929,0.45454545454545453
Gansu,Shaanxi,pi,9.28106229398344e-05,4.341498525870154e-05,0.0001675135233884177,0.5454545454545454
Gansu,Shandong,pi,-2.4395628791233246e-06,-6.273078613630822e-05,3.433946134103115e-05,0.9090909090909091
Gansu,Shanghai,pi,0.0001098848822553689,4.3284266420593656e-05,0.0001874624633967493,0.45454545454545453
Gansu,Shanxi,pi,0.00011793543975647586,4.768347346277792e-05,0.00019850374638443708,0.45454545454545453
Gansu,Sichuan,pi,-3.965958453024554e-06,-4.838071874868563e-05,4.672548573635806e-05,0.9090909090909091
Gansu,Tianjin,pi,5.6981218676666105e-05,-4.456833898682133e-05,0.00011824256329750835,0.36363636363636365
Gansu,Xinjiang,pi,5.353097974762023e-05,-0.00010810748644343625,0.0001517728173348915,0.6363636363636364
Gansu,Yunnan,pi,-1.3350574876960569e-05,-0.00012632378288699987,6.135232557162274e-05,0.8181818181818182
Gansu,Zhejiang,pi,1.3853232063593146e-05,-2.7040936339686052e-05,0.00017775918482354898,0.9090909090909091
Guangdong,Guizhou,pi,-7.999254928795979e-05,-0.00015833298723097138,2.529354676248532e-05,0.6363636363636364
Guangdong,Hainan,pi,2.525665098386488e-06,-0.00013610501479604113,0.00013867479930828352,0.9090909090909091
Guangdong,Hebei,pi,-5.467566451474183e-05,-0.0002097660308998001,4.3660150658415545e-05,0.5454545454545454
Guangdong,Heilongjiang,pi,-0.00010481510158303955,-0.0002265854050565576,0.00010023147591631995,0.7272727272727273
Guangdong,Henan,pi,-5.371009505609643e-05,-0.00013538736598023678,3.340349197577978e-05,0.45454545454545453
Guangdong,Hubei,pi,-1.1909817317391498e-05,-7.772027500946573e-05,1.7801230619362916e-05,0.7272727272727273
Guangdong,Hunan,pi,-5.6924605679018766e-05,-0.00024715729980682755,7.11209514944185e-05,0.7272727272727273
Guangdong,Jiangsu,pi,1.8101743741832547e-05,-8.099938921404398e-05,8.326347008527425e-05,0.8181818181818182
Guangdong,Jilin,pi,3.472789510281432e-05,-3.0471354755643024e-05,0.00018600394459813172,0.7272727272727273
Guangdong,Liaoning,pi,-4.5777679908255204e-05,-0.00018828571382156092,8.25334354668566e-05,1.0
Guangdong,Ningxia,pi,0.00016353681512052553,0.00011433413676781733,0.00032224558647851704,0.6363636363636364
Guangdong,Shaanxi,pi,4.180530829060066e-05,-1.9343229184687353e-05,0.00012471723938082597,0.7272727272727273
Guangdong,Shandong,pi,-5.3444877528357066e-05,-0.00011624393300609895,3.297409263235457e-05,0.6363636363636364
Guangdong,Shanghai,pi,5.887956760613515e-05,8.030180191453197e-06,0.0001124088862129149,0.6363636363636364
Guangdong,Shanxi,pi,6.693012510724212e-05,9.154826739383544e-06,0.00012983869021942202,0.8181818181818182
Guangdong,Sichuan,pi,-5.4971273102258296e-05,-0.00010976369374027708,2.446198731554174e-05,0.6363636363636364
Guangdong,Tianjin,pi,5.975904027432364e-06,-0.00011854028001280428,4.21413748418715e-05,0.9090909090909091
Guangdong,Xinjiang,pi,2.525665098386488e-06,-0.0001415950995782929,0.0001324412425301134,0.9090909090909091
Guangdong,Yunnan,pi,-6.435588952619431e-05,-0.00012603155808607543,4.095189454539251e-05,0.6363636363636364
Guangdong,Zhejiang,pi,-3.7152082585640596e-05,-8.029743290113517e-05,9.06842761974434e-05,0.6363636363636364
Guizhou,Hainan,pi,8.251821438634628e-05,-3.9862567449357575e-05,0.0001886849414321942,0.5454545454545454
Guizhou,Hebei,pi,2.531688477321796e-05,-0.00010733448230920253,0.00012537419203121922,0.8181818181818182
Guizhou,Heilongjiang,pi,-2.482255229507976e-05,-8.845880956611887e-05,9.630985396771524e-05,0.6363636363636364
Guizhou,Henan,pi,2.6282454231863362e-05,-1.751190385338722e-05,0.00010790655282475927,0.5454545454545454
Guizhou,Hubei,pi,6.80827319705683e-05,-1.413720862993593e-05,0.0001566222771433137,0.5454545454545454
Guizhou,Hunan,pi,2.3067943608941026e-05,-0.0001410817773091264,0.0001229421360755961,0.7272727272727273
Guizhou,Jiangsu,pi,9.809429302979234e-05,1.1196400350724319e-05,0.0001929464339634036,0.45454545454545453
Guizhou,Jilin,pi,0.00011472044439077411,1.715775067423421e-05,0.00033758249162673835,0.6363636363636364
Guizhou,Liaoning,pi,3.421486937970459e-05,-8.458116974600483e-05,0.00011143177545155518,0.7272727272727273
Guizhou,Ningxia,pi,0.00024352936440848533,0.0001538484658834141,0.0004744002797134821,0.45454545454545453
Guizhou,Shaanxi,pi,0.00012179785757856045,5.027672685564246e-05,0.00022668414459957206,0.5454545454545454
Guizhou,Shandong,pi,2.6547671759602725e-05,-4.2938702671826684e-05,0.00010442838682813663,0.7272727272727273
Guizhou,Shanghai,pi,0.00013887211689409494,7.693847348666168e-05,0.00019792861887795156,0.7272727272727273
Guizhou,Shanxi,pi,0.00014692267439520191,5.829508591196984e-05,0.0002862554433079143,0.6363636363636364
Guizhou,Sichuan,pi,2.5021276185701496e-05,-3.381600622398359e-05,8.19749586009136e-05,0.6363636363636364
Guizhou,Tianjin,pi,8.596845331539216e-05,-3.1312605230703216e-05,0.0001708405551745794,0.36363636363636365
Guizhou,Xinjiang,pi,8.251821438634628e-05,-1.4591635470756377e-05,0.00015184423541374527,0.6363636363636364
