pop1,pop2,metric,diff,ci_low,ci_high,p_value
Anhui,Beijing,theta_w,-0.000260171632388159,-0.0005365730208195581,-2.7825566388391827e-05,0.5454545454545454
Anhui,Chongqing,theta_w,-0.0006379239834421709,-0.0008044451568231639,-0.00044334161397036065,0.36363636363636365
Anhui,Fujian,theta_w,-1.3942903170463924e-05,-0.00016338038977787382,0.00011078707218687259,0.8181818181818182
Anhui,Gansu,theta_w,-8.397156006505394e-05,-0.00015025012346047898,6.2580018532365e-05,0.5454545454545454
Anhui,Guangdong,theta_w,-4.815660161272423e-05,-0.00015824943863997917,7.785497013274557e-05,0.5454545454545454
Anhui,Guizhou,theta_w,-0.00011173092386522425,-0.0002448549440891056,5.50437695831648e-05,0.5454545454545454
Anhui,Hainan,theta_w,3.894397092439925e-05,-0.00012293197737408976,0.00024021458608769117,0.8181818181818182
Anhui,Hebei,theta_w,-9.171936530761143e-05,-0.00027439487576599034,5.602203430328792e-05,0.5454545454545454
Anhui,Heilongjiang,theta_w,-7.985675873686308e-05,-0.00019095973770380436,0.00010343275072702957,0.6363636363636364
Anhui,Henan,theta_w,-0.000305896231612605,-0.0004546770589351496,-0.00011003752601289545,0.36363636363636365
Anhui,Hubei,theta_w,-0.00010721346683996118,-0.0002352547111879027,7.2502912787540785e-06,0.5454545454545454
Anhui,Hunan,theta_w,-0.00013467441703184338,-0.0004062070617565798,-3.645193590770175e-05,0.5454545454545454
Anhui,Jiangsu,theta_w,-1.259039398671604e-05,-0.00013747741572709614,0.00013242894863970314,0.9090909090909091
Anhui,Jilin,theta_w,6.58681977363296e-05,-2.5528550801816107e-05,0.00023383747197827922,0.7272727272727273
Anhui,Liaoning,theta_w,-1.1976035952059928e-05,-0.00011791046191454653,0.0001481618614485748,0.9090909090909091
Anhui,Ningxia,theta_w,0.00017116115616155723,7.675645561744217e-05,0.0002964485074243786,0.5454545454545454
Anhui,Shaanxi,theta_w,2.6727305281247727e-05,-7.512092722707111e-05,0.00016350233253635126,0.6363636363636364
Anhui,Shandong,theta_w,-0.00025377068556110144,-0.0003710749003490681,-8.570188716027243e-05,0.6363636363636364
