"SampleID"	"Haplogroup"	"Rank"	"Quality"	"Range"
"111-1913-6207"	"D4e1a3"	"1"	"0.9506"	"1-16569"
"111-1913-6214"	"M12a1b1"	"1"	"0.8948"	"1-16569"
"111-1913-6221"	"D4"	"1"	"0.8303"	"1-16569"
"111-1913-6238"	"R35"	"1"	"0.7239"	"1-16569"
"111-1913-6245"	"M7b1a1"	"1"	"0.9752"	"1-16569"
"111-1913-6252"	"B4a1e1"	"1"	"0.8613"	"1-16569"
"111-1913-6269"	"B4d3a"	"1"	"0.9092"	"1-16569"
"111-1913-6283"	"D4e2"	"1"	"0.9012"	"1-16569"
"111-1913-6290"	"D6c"	"1"	"0.9945"	"1-16569"
"111-1913-6313"	"A_T152C_T16362C_A200G"	"1"	"0.8486"	"1-16569"
"111-1913-6320"	"B5b2c"	"1"	"0.9082"	"1-16569"
"111-1913-6337"	"M9b"	"1"	"0.9789"	"1-16569"
"111-1913-6344"	"B5a1c"	"1"	"0.8842"	"1-16569"
"111-1913-6351"	"R9b1d"	"1"	"0.8771"	"1-16569"
"111-1913-6368"	"D4a7"	"1"	"0.9341"	"1-16569"
"111-1913-6399"	"M12a1b2"	"1"	"0.9561"	"1-16569"
"111-1913-6405"	"B5a1c1a"	"1"	"0.9794"	"1-16569"
"111-1913-6436"	"D4b2"	"1"	"0.9285"	"1-16569"
"111-1913-6443"	"M33c"	"1"	"0.9261"	"1-16569"
"111-1913-6450"	"B4c1b2a"	"1"	"0.9185"	"1-16569"
"111-1913-6481"	"A15"	"1"	"0.8952"	"1-16569"
"111-1913-6498"	"F1f"	"1"	"0.9672"	"1-16569"
"111-1913-6535"	"G2a1"	"1"	"0.8751"	"1-16569"
"111-1913-6559"	"D4a"	"1"	"1.0000"	"1-16569"
"111-1913-6566"	"B4c1b2c1"	"1"	"1.0000"	"1-16569"
"111-1913-6580"	"N9a4b"	"1"	"0.9839"	"1-16569"
"111-1913-6603"	"F1a1"	"1"	"0.9105"	"1-16569"
"111-1913-6610"	"A14"	"1"	"0.9722"	"1-16569"
"111-1913-6665"	"D5b1e"	"1"	"0.9650"	"1-16569"
"111-1913-6672"	"B4h"	"1"	"0.7291"	"1-16569"
"111-1913-6702"	"R9b1a1a"	"1"	"0.8347"	"1-16569"
"111-1913-6733"	"Z3d"	"1"	"0.9837"	"1-16569"
"111-1913-6757"	"N9a8"	"1"	"0.9246"	"1-16569"
"111-1913-6764"	"D4a3a1"	"1"	"0.9514"	"1-16569"
"111-1913-6771"	"D5b3"	"1"	"0.9533"	"1-16569"
"111-1913-6788"	"B4b1a2j"	"1"	"0.9396"	"1-16569"
"111-1913-6795"	"B4g1a"	"1"	"0.9655"	"1-16569"
"111-1913-6801"	"G2b2"	"1"	"0.9583"	"1-16569"
"111-1913-6825"	"M7c1a1b"	"1"	"0.9511"	"1-16569"
"111-1913-6832"	"B4h"	"1"	"0.7542"	"1-16569"
"111-1913-6849"	"M7b1a1b"	"1"	"0.9265"	"1-16569"
"111-1913-6856"	"B4d1a"	"1"	"0.9296"	"1-16569"
"111-1913-6870"	"B4d1'2'3"	"1"	"0.9776"	"1-16569"
"111-1913-6887"	"B6a1"	"1"	"0.8351"	"1-16569"
"111-1913-6894"	"A6e"	"1"	"0.9611"	"1-16569"
"111-1913-6900"	"C7a1c"	"1"	"1.0000"	"1-16569"
"111-1913-6917"	"D6c"	"1"	"0.9491"	"1-16569"
"111-1913-6924"	"B4b1c1"	"1"	"0.8577"	"1-16569"
"111-1913-6931"	"B4a1e"	"1"	"0.8146"	"1-16569"
"111-1913-6948"	"C4a2d"	"1"	"0.9648"	"1-16569"
"111-1913-6955"	"M7b1a2a"	"1"	"0.9738"	"1-16569"
"111-1913-6962"	"D4b2b2a"	"1"	"0.9696"	"1-16569"
"111-1913-6979"	"R9b1a3"	"1"	"0.8328"	"1-16569"
"111-1913-6986"	"B4g1"	"1"	"0.8353"	"1-16569"
"111-1913-7013"	"D5b1d"	"1"	"0.9217"	"1-16569"
"111-1913-7020"	"D5b1c"	"1"	"0.9145"	"1-16569"
"111-1913-7037"	"M8a3a1"	"1"	"0.9773"	"1-16569"
"111-1913-7044"	"B4h1"	"1"	"0.8558"	"1-16569"
"111-1913-7051"	"F1a3b"	"1"	"0.9159"	"1-16569"
"111-1913-7068"	"C7"	"1"	"0.9271"	"1-16569"
"111-1913-7075"	"B5b4"	"1"	"0.8724"	"1-16569"
"111-1913-7099"	"B4a1c"	"1"	"0.8197"	"1-16569"
"111-1913-7105"	"F1a1a"	"1"	"0.9542"	"1-16569"
"111-1913-7129"	"D4_T195C!"	"1"	"0.9137"	"1-16569"
"111-1913-7136"	"D6a1"	"1"	"0.9619"	"1-16569"
"111-1913-7143"	"F1a3a"	"1"	"0.9654"	"1-16569"
"111-1913-7150"	"F2a1"	"1"	"0.9490"	"1-16569"
"111-1913-7167"	"A_T152C_T16362C_A200G"	"1"	"0.9209"	"1-16569"
"111-1913-7211"	"F1a1"	"1"	"0.9252"	"1-16569"
"111-1913-7235"	"A_T152C_T16362C_A200G"	"1"	"0.9481"	"1-16569"
"111-1913-7242"	"N9a10"	"1"	"0.9543"	"1-16569"
"111-1913-7259"	"M7b1a1"	"1"	"0.9214"	"1-16569"
"111-1913-7273"	"A6"	"1"	"0.8969"	"1-16569"
"111-1913-7280"	"B5a1c"	"1"	"0.9349"	"1-16569"
"111-1913-7297"	"N9a4b"	"1"	"0.9415"	"1-16569"
"111-1913-7303"	"D5a2a2"	"1"	"0.9877"	"1-16569"
"111-1913-7310"	"N9a"	"1"	"0.9154"	"1-16569"
"111-1913-7327"	"B5b4"	"1"	"0.9890"	"1-16569"
"111-1913-7334"	"M7c1a2"	"1"	"0.9558"	"1-16569"
"111-1913-7341"	"B4a1c"	"1"	"0.8302"	"1-16569"
"111-1913-7358"	"Y2"	"1"	"0.9678"	"1-16569"
"111-1913-7365"	"M7b1a1a3"	"1"	"0.9822"	"1-16569"
"111-1913-7372"	"F2d"	"1"	"0.9818"	"1-16569"
"111-1913-7389"	"F3a"	"1"	"0.9066"	"1-16569"
"111-1913-7402"	"D5a2a1"	"1"	"0.8856"	"1-16569"
"111-1913-7419"	"D4g2a1"	"1"	"0.9614"	"1-16569"
"111-1913-7426"	"D4e1a3"	"1"	"1.0000"	"1-16569"
"111-1913-7433"	"M8a2b"	"1"	"0.9799"	"1-16569"
"111-1913-7440"	"D4b2b4"	"1"	"0.9360"	"1-16569"
"111-1913-7464"	"D4u"	"1"	"0.9349"	"1-16569"
"111-1913-7488"	"B6a1"	"1"	"0.8057"	"1-16569"
"111-1913-7501"	"D5b3"	"1"	"0.9939"	"1-16569"
"111-1913-7518"	"D4e1a3"	"1"	"0.9876"	"1-16569"
"111-1913-7525"	"N9a7"	"1"	"0.8929"	"1-16569"
"111-1913-7532"	"F1g1"	"1"	"0.9898"	"1-16569"
"111-1913-7563"	"N9a1a"	"1"	"0.9658"	"1-16569"
"111-1913-7570"	"M8a2a"	"1"	"0.9197"	"1-16569"
"111-1913-7587"	"D4i1"	"1"	"0.9737"	"1-16569"
"111-1913-7594"	"M7c1c2"	"1"	"0.9707"	"1-16569"
"111-1913-7600"	"D4b2b5"	"1"	"0.9642"	"1-16569"
"111-1913-7617"	"D5a2a1_C16172T"	"1"	"0.8887"	"1-16569"
"111-1913-7624"	"B4c1b2a"	"1"	"0.9225"	"1-16569"
"111-1913-7631"	"B5a1a"	"1"	"0.8994"	"1-16569"
"111-1913-7648"	"G2a1"	"1"	"0.9621"	"1-16569"
"111-1913-7655"	"F1b1c"	"1"	"0.9612"	"1-16569"
"111-1913-7662"	"M9a1a1c1a"	"1"	"1.0000"	"1-16569"
"111-1913-7679"	"T1a1"	"1"	"0.9488"	"1-16569"
"111-1913-7686"	"D4r"	"1"	"0.9850"	"1-16569"
"111-1913-7709"	"M7b1a1"	"1"	"0.9894"	"1-16569"
"111-1913-7716"	"A25"	"1"	"0.9383"	"1-16569"
"111-1913-7723"	"B5b2c1"	"1"	"1.0000"	"1-16569"
"111-1913-7747"	"F1a1c"	"1"	"0.9013"	"1-16569"
"111-1913-7754"	"N10a1"	"1"	"0.9342"	"1-16569"
"111-1913-7778"	"N9a8"	"1"	"0.9660"	"1-16569"
"111-1913-7785"	"C7a"	"1"	"1.0000"	"1-16569"
"111-1913-7792"	"M7b1a1"	"1"	"1.0000"	"1-16569"
"111-1913-7808"	"B5a1"	"1"	"0.9058"	"1-16569"
"111-1913-7815"	"M8a2_T152C"	"1"	"0.9381"	"1-16569"
"111-1913-7822"	"B4c1a2"	"1"	"1.0000"	"1-16569"
"111-1913-7839"	"F4b2"	"1"	"0.9355"	"1-16569"
"111-1913-7846"	"F2i"	"1"	"0.9790"	"1-16569"
"111-1913-7853"	"B5a1"	"1"	"0.9110"	"1-16569"
"111-1913-7860"	"A15a"	"1"	"0.9487"	"1-16569"
"111-1913-7877"	"D5b1c1"	"1"	"0.9593"	"1-16569"
"111-1913-7907"	"B4h1"	"1"	"0.8570"	"1-16569"
"111-1913-7914"	"F1a4a"	"1"	"0.9116"	"1-16569"
"111-1913-7921"	"D4a"	"1"	"0.9509"	"1-16569"
"111-1913-7938"	"D4e1a2"	"1"	"0.9503"	"1-16569"
"111-1913-7969"	"D5a2a1_C16172T"	"1"	"0.9482"	"1-16569"
"111-1913-7976"	"C7a1c"	"1"	"0.9812"	"1-16569"
"111-1913-8003"	"D4"	"1"	"0.8868"	"1-16569"
"111-1913-8010"	"D5a2a1"	"1"	"0.9462"	"1-16569"
"111-1913-8027"	"B4c2c"	"1"	"0.9134"	"1-16569"
"111-1913-8041"	"F1a1d"	"1"	"0.9665"	"1-16569"
"111-1913-8058"	"B4a1"	"1"	"0.9022"	"1-16569"
"111-1913-8065"	"M9a4a1"	"1"	"0.9162"	"1-16569"
"111-1913-8096"	"A15"	"1"	"0.8964"	"1-16569"
"111-1913-8102"	"R11b"	"1"	"0.8017"	"1-16569"
"111-1913-8119"	"M8a3"	"1"	"0.9147"	"1-16569"
"111-1913-8133"	"G3a2d"	"1"	"0.9573"	"1-16569"
"111-1913-8157"	"B4k"	"1"	"0.9250"	"1-16569"
"111-1913-8188"	"B4a1c1a"	"1"	"0.8746"	"1-16569"
"111-1913-8201"	"D4b2"	"1"	"0.9070"	"1-16569"
"111-1913-8232"	"F2f"	"1"	"0.9806"	"1-16569"
"111-1913-8263"	"M7b1a1"	"1"	"0.9314"	"1-16569"
"111-1913-8287"	"A_T152C"	"1"	"0.8979"	"1-16569"
"111-1913-8300"	"D5b1c"	"1"	"0.9476"	"1-16569"
"111-1913-8317"	"N9a1"	"1"	"0.9469"	"1-16569"
"111-1913-8324"	"M8a2a1"	"1"	"0.9924"	"1-16569"
"111-1913-8331"	"D4a3b2"	"1"	"1.0000"	"1-16569"
"111-1913-8362"	"D4b2b6"	"1"	"0.9594"	"1-16569"
"111-1913-8379"	"B4b1c2"	"1"	"1.0000"	"1-16569"
"111-1913-8386"	"D4a3a1"	"1"	"0.9584"	"1-16569"
"111-1913-8409"	"F1a1a"	"1"	"0.9626"	"1-16569"
"111-1913-8416"	"D4b2b"	"1"	"0.9639"	"1-16569"
"111-1913-8430"	"Z4a"	"1"	"0.9299"	"1-16569"
"111-1913-8447"	"F2f"	"1"	"0.9652"	"1-16569"
"111-1913-8454"	"M7c1a3"	"1"	"0.9241"	"1-16569"
"111-1913-8492"	"F2c"	"1"	"0.9855"	"1-16569"
"111-1913-8515"	"M7b1a1"	"1"	"0.9639"	"1-16569"
"111-1913-8546"	"F3a1"	"1"	"0.9372"	"1-16569"
"111-1913-8553"	"M10a1a1c"	"1"	"0.9162"	"1-16569"
"111-1913-8577"	"M11a2"	"1"	"0.9111"	"1-16569"
"111-1913-8584"	"R39"	"1"	"0.7765"	"1-16569"
"111-1913-8591"	"M7c1a"	"1"	"0.9114"	"1-16569"
"111-1913-8607"	"A6"	"1"	"0.9471"	"1-16569"
"111-1913-8638"	"F1a8"	"1"	"0.9680"	"1-16569"
"111-1913-8652"	"M10a1a1a"	"1"	"0.9261"	"1-16569"
"111-1913-8669"	"D5a2a1_C16172T"	"1"	"0.9238"	"1-16569"
"111-1913-8676"	"D4b2b2"	"1"	"0.9690"	"1-16569"
"111-1913-8683"	"D4f"	"1"	"0.9413"	"1-16569"
"111-1913-8706"	"Z4"	"1"	"0.9602"	"1-16569"
"111-1913-8720"	"M9a1a"	"1"	"0.8706"	"1-16569"
"111-1913-8737"	"M7b1a1b"	"1"	"0.9712"	"1-16569"
"111-1913-8768"	"R9c1a"	"1"	"1.0000"	"1-16569"
"111-1913-8775"	"B4c1b2c"	"1"	"0.9351"	"1-16569"
"111-1913-8782"	"D4"	"1"	"0.9512"	"1-16569"
"111-1913-8799"	"B4b1c1"	"1"	"0.9863"	"1-16569"
"111-1913-8805"	"M8a2a1"	"1"	"0.9725"	"1-16569"
"111-1913-8812"	"B4c1b2c"	"1"	"0.8871"	"1-16569"
"111-1913-8836"	"G1a1a4"	"1"	"0.9765"	"1-16569"
"111-1913-8843"	"G1a2"	"1"	"0.9440"	"1-16569"
"111-1913-8867"	"C7a2a"	"1"	"0.9634"	"1-16569"
"111-1913-8874"	"M7b1a1"	"1"	"0.9665"	"1-16569"
"111-1913-8881"	"F1b1c"	"1"	"0.9512"	"1-16569"
"111-1913-8898"	"D5a2a2"	"1"	"0.9459"	"1-16569"
"111-1913-8911"	"G1c3"	"1"	"0.9329"	"1-16569"
"111-1913-8935"	"D4b2b"	"1"	"0.9531"	"1-16569"
"111-1913-8942"	"G2a4"	"1"	"0.9627"	"1-16569"
"111-1913-8959"	"D5a2a"	"1"	"0.9698"	"1-16569"
"111-1913-8966"	"A_T152C_T16362C"	"1"	"0.8496"	"1-16569"
"111-1913-8973"	"A25"	"1"	"0.9613"	"1-16569"
"111-1913-8980"	"B4g2"	"1"	"0.8855"	"1-16569"
"111-1913-8997"	"M9a1a2"	"1"	"0.9426"	"1-16569"
"111-1913-9000"	"Z4a"	"1"	"0.9287"	"1-16569"
"111-1913-9017"	"M8a2_T152C"	"1"	"0.9781"	"1-16569"
"111-1913-9031"	"D4a1"	"1"	"0.9703"	"1-16569"
"111-1913-9048"	"D5a2a1b1"	"1"	"0.9651"	"1-16569"
"111-1913-9055"	"D4n2"	"1"	"0.9594"	"1-16569"
"111-1913-9062"	"D4x"	"1"	"0.9042"	"1-16569"
"111-1913-9079"	"A_T152C_T16362C"	"1"	"0.8792"	"1-16569"
"111-1913-9086"	"F2d"	"1"	"0.9621"	"1-16569"
"111-1913-9093"	"G2a1"	"1"	"0.9836"	"1-16569"
"111-1913-9109"	"D4a1b"	"1"	"0.9238"	"1-16569"
"111-1913-9116"	"Z3d"	"1"	"0.9532"	"1-16569"
"111-1913-9123"	"A15i"	"1"	"0.9719"	"1-16569"
"111-1913-9130"	"F1a1"	"1"	"0.9008"	"1-16569"
"111-1913-9147"	"F1a1"	"1"	"0.9067"	"1-16569"
"111-1913-9154"	"M8a2"	"1"	"0.9248"	"1-16569"
"111-1913-9161"	"C4a2a1"	"1"	"0.9349"	"1-16569"
"111-1913-9178"	"C4a2b"	"1"	"0.9722"	"1-16569"
"111-1913-9185"	"D5b1b2"	"1"	"0.9785"	"1-16569"
"111-1913-9192"	"M7b1a1b"	"1"	"0.9477"	"1-16569"
"111-1913-9208"	"C4a1"	"1"	"0.9216"	"1-16569"
"111-1913-9246"	"M8a3a"	"1"	"0.9713"	"1-16569"
"111-1913-9260"	"M7b1a1"	"1"	"0.9605"	"1-16569"
"111-1913-9277"	"C7a"	"1"	"0.9652"	"1-16569"
"111-1913-9284"	"D5b1c1a"	"1"	"0.9163"	"1-16569"
"111-1913-9291"	"A5b1b"	"1"	"0.8697"	"1-16569"
"111-1913-9307"	"D5b7"	"1"	"0.9633"	"1-16569"
"111-1913-9314"	"D4a1"	"1"	"0.9413"	"1-16569"
"111-1913-9338"	"D4g2a1"	"1"	"0.9552"	"1-16569"
"111-1913-9345"	"F2b1"	"1"	"0.9485"	"1-16569"
"111-1913-9376"	"M7c1a3"	"1"	"0.9108"	"1-16569"
"111-1913-9390"	"M8a2b"	"1"	"0.9469"	"1-16569"
"111-1913-9406"	"B6a1"	"1"	"0.8743"	"1-16569"
"111-1913-9413"	"D5a2a1"	"1"	"0.9164"	"1-16569"
"111-1913-9420"	"M7c1b2b"	"1"	"0.9429"	"1-16569"
"111-1913-9437"	"B4a1c1a"	"1"	"0.8820"	"1-16569"
"111-1913-9451"	"M8a2a1"	"1"	"0.9453"	"1-16569"
"111-1913-9468"	"F1b1b"	"1"	"0.9432"	"1-16569"
"111-1913-9475"	"N10a1"	"1"	"0.9273"	"1-16569"
"111-1913-9505"	"D4b1b2"	"1"	"0.9418"	"1-16569"
"111-1913-9512"	"M7c1b4"	"1"	"0.9331"	"1-16569"
"111-1913-9529"	"D4j15"	"1"	"0.9459"	"1-16569"
"111-1913-9536"	"M9a1a1c1a"	"1"	"1.0000"	"1-16569"
"111-1913-9543"	"B4b1b"	"1"	"0.8168"	"1-16569"
"111-1913-9574"	"M10a1b"	"1"	"0.9403"	"1-16569"
"111-1913-9598"	"G2a_T152C"	"1"	"0.9227"	"1-16569"
"111-1913-9611"	"D5b1b2"	"1"	"0.9684"	"1-16569"
"111-1913-9635"	"B5b2b"	"1"	"0.9662"	"1-16569"
"111-1913-9666"	"M7c1a1b"	"1"	"0.9707"	"1-16569"
"111-1913-9673"	"A15a"	"1"	"0.8857"	"1-16569"
"111-1913-9680"	"D4h4a"	"1"	"0.9806"	"1-16569"
"111-1913-9697"	"F1a"	"1"	"0.8978"	"1-16569"
"111-1913-9703"	"B4b1b"	"1"	"0.8101"	"1-16569"
"111-1913-9710"	"W3a1"	"1"	"0.9510"	"1-16569"
"111-1913-9741"	"M8a2a"	"1"	"0.9336"	"1-16569"
"111-1913-9765"	"D4b1a2a3"	"1"	"0.9919"	"1-16569"
"111-1913-9772"	"F1e"	"1"	"0.8184"	"1-16569"
"111-1913-9789"	"M33c"	"1"	"0.8924"	"1-16569"
"111-1913-9796"	"G1c"	"1"	"0.9255"	"1-16569"
"111-1913-9802"	"Z3"	"1"	"0.9504"	"1-16569"
"111-1913-9826"	"M10a1b"	"1"	"0.9366"	"1-16569"
"111-1913-9840"	"D5a2a1_C16172T"	"1"	"0.9849"	"1-16569"
"111-1913-9857"	"G3a1a"	"1"	"0.9244"	"1-16569"
"111-1913-9871"	"F2d"	"1"	"0.8954"	"1-16569"
"111-1913-9918"	"B4b1a3a"	"1"	"1.0000"	"1-16569"
"111-1913-9932"	"F3a1"	"1"	"0.9716"	"1-16569"
"111-1913-9949"	"F1d"	"1"	"0.8554"	"1-16569"
"111-1913-9956"	"D5a"	"1"	"0.9388"	"1-16569"
"111-1913-9963"	"M11b2"	"1"	"0.9310"	"1-16569"
"111-1913-9970"	"R9b1a2b"	"1"	"0.9299"	"1-16569"
"111-1913-9987"	"B4b1c1"	"1"	"0.8799"	"1-16569"
"111-1913-9994"	"B4d1'2'3"	"1"	"0.8285"	"1-16569"
"111-1914-0006"	"F1a1a"	"1"	"0.9002"	"1-16569"
"111-1914-0013"	"B4m"	"1"	"0.8471"	"1-16569"
"111-1914-0020"	"D4a"	"1"	"0.9461"	"1-16569"
"111-1914-0075"	"D6c"	"1"	"0.9491"	"1-16569"
"111-1914-0082"	"M7b1a1c"	"1"	"0.9459"	"1-16569"
"111-1914-0099"	"D4e1a1"	"1"	"0.9390"	"1-16569"
"111-1914-0105"	"B4a1e1"	"1"	"0.9370"	"1-16569"
"111-1914-0129"	"D4h1b"	"1"	"0.9587"	"1-16569"
"111-1914-0136"	"N9a1"	"1"	"0.9444"	"1-16569"
"111-1914-0150"	"U3b"	"1"	"0.8729"	"1-16569"
"111-1914-0174"	"D4a3b"	"1"	"0.9071"	"1-16569"
"111-1914-0181"	"F2b2"	"1"	"0.9469"	"1-16569"
"111-1914-0198"	"R11a"	"1"	"0.8113"	"1-16569"
"111-1914-0204"	"M8a4"	"1"	"0.9422"	"1-16569"
"111-1914-0211"	"F1a1d"	"1"	"0.9392"	"1-16569"
"111-1914-0228"	"B4b1"	"1"	"0.8437"	"1-16569"
"111-1914-0235"	"B4b1a2e"	"1"	"1.0000"	"1-16569"
"111-1914-0266"	"B4c1b2c"	"1"	"0.9241"	"1-16569"
"111-1914-0273"	"D5a2a1_C16172T"	"1"	"0.9266"	"1-16569"
"111-1914-0297"	"C4a1a2"	"1"	"0.9314"	"1-16569"
"111-1914-0310"	"D4i"	"1"	"0.9352"	"1-16569"
"111-1914-0341"	"U4b1a1a1"	"1"	"1.0000"	"1-16569"
"111-1914-0358"	"R11a"	"1"	"0.7661"	"1-16569"
"111-1914-0365"	"B4a3"	"1"	"0.9508"	"1-16569"
"111-1914-0389"	"F2c1"	"1"	"0.9841"	"1-16569"
"111-1914-0402"	"G1a1a"	"1"	"0.9255"	"1-16569"
"111-1914-0426"	"B5a2a2"	"1"	"0.8451"	"1-16569"
"111-1914-0433"	"N9a9"	"1"	"0.9483"	"1-16569"
"111-1914-0440"	"D4b2b"	"1"	"0.8985"	"1-16569"
"111-1914-0457"	"F1a1d"	"1"	"1.0000"	"1-16569"
"111-1914-0464"	"D5a2a1c"	"1"	"0.9784"	"1-16569"
"111-1914-0488"	"M8a3a"	"1"	"0.9207"	"1-16569"
"111-1914-0495"	"R9c1b1"	"1"	"0.9307"	"1-16569"
"111-1914-0525"	"M7c1c2"	"1"	"0.9809"	"1-16569"
"111-1914-0532"	"F1a1'4'8"	"1"	"0.9527"	"1-16569"
"111-1914-0563"	"D4"	"1"	"0.9584"	"1-16569"
"111-1914-0587"	"D5a2a1"	"1"	"0.9620"	"1-16569"
"111-1914-0594"	"B4b1a2a"	"1"	"0.8244"	"1-16569"
"111-1914-0600"	"M7c1a1b"	"1"	"0.9515"	"1-16569"
"111-1914-0679"	"D4e1a1"	"1"	"1.0000"	"1-16569"
"111-1914-0686"	"B5b2c"	"1"	"0.9728"	"1-16569"
"111-1914-0723"	"A_T152C_T16362C_A200G"	"1"	"0.8686"	"1-16569"
"111-1914-0730"	"D4f1"	"1"	"0.9958"	"1-16569"
"111-1914-0747"	"D4b2"	"1"	"0.9042"	"1-16569"
"111-1914-0778"	"M8a3a"	"1"	"0.9846"	"1-16569"
"111-1914-0785"	"D4"	"1"	"0.8173"	"1-16569"
"111-1914-0815"	"D5b1b1"	"1"	"1.0000"	"1-16569"
"111-1914-0822"	"D4j3a"	"1"	"0.9048"	"1-16569"
"111-1914-0839"	"B4a5"	"1"	"0.8316"	"1-16569"
"111-1914-0846"	"M7b1a1b"	"1"	"0.9738"	"1-16569"
"111-1914-0853"	"D5a2a1_C16172T"	"1"	"0.9424"	"1-16569"
"111-1914-0860"	"F2a1"	"1"	"0.8832"	"1-16569"
"111-1914-0884"	"D4e1a"	"1"	"0.9275"	"1-16569"
"111-1914-0891"	"M8a3a"	"1"	"0.9782"	"1-16569"
"111-1914-0907"	"M7b1a1f"	"1"	"0.9395"	"1-16569"
"111-1914-0914"	"M7b1a1e2"	"1"	"0.9679"	"1-16569"
"111-1914-0938"	"C4a2d"	"1"	"0.9588"	"1-16569"
"111-1914-0945"	"F2a1"	"1"	"0.8620"	"1-16569"
"111-1914-0952"	"C7a1c"	"1"	"0.9969"	"1-16569"
"111-1914-0969"	"D5a2a1_C16172T"	"1"	"0.9661"	"1-16569"
"111-1914-0976"	"M9a1a1b"	"1"	"0.9413"	"1-16569"
"111-1914-0983"	"F1a1a"	"1"	"0.9749"	"1-16569"
"111-1914-0990"	"F2a1"	"1"	"0.9265"	"1-16569"
"111-1914-1003"	"M7c1a3"	"1"	"0.9247"	"1-16569"
"111-1914-1027"	"R11b5"	"1"	"0.8602"	"1-16569"
"111-1914-1034"	"A15a"	"1"	"0.8961"	"1-16569"
"111-1914-1041"	"A_T152C_T16362C"	"1"	"0.9171"	"1-16569"
"111-1914-1072"	"B4c1b2a"	"1"	"0.9113"	"1-16569"
"111-1914-1096"	"Z3d"	"1"	"0.9610"	"1-16569"
"111-1914-1102"	"F2h"	"1"	"0.9292"	"1-16569"
"111-1914-1119"	"B4d1'2'3"	"1"	"0.9291"	"1-16569"
"111-1914-1126"	"F1a1"	"1"	"0.8935"	"1-16569"
"111-1914-1133"	"D4a7"	"1"	"0.9504"	"1-16569"
"111-1914-1140"	"M7b1a1b"	"1"	"0.9422"	"1-16569"
"111-1914-1157"	"Y1b1"	"1"	"0.9274"	"1-16569"
"111-1914-1164"	"D4g2b1"	"1"	"0.9730"	"1-16569"
"111-1914-1188"	"D5a2a1"	"1"	"0.9783"	"1-16569"
"111-1914-1201"	"U5a1d2b"	"1"	"0.8782"	"1-16569"
"111-1914-1225"	"Z3"	"1"	"0.8429"	"1-16569"
"111-1914-1249"	"D4_T195C!"	"1"	"0.9963"	"1-16569"
"111-1914-1256"	"A5b1b"	"1"	"0.9326"	"1-16569"
"111-1914-1287"	"D5a2a1b1"	"1"	"0.9835"	"1-16569"
"111-1914-1294"	"F1a1"	"1"	"0.9789"	"1-16569"
"111-1914-1324"	"R9b1a1a"	"1"	"0.8484"	"1-16569"
"111-1914-1331"	"B4c1b2c1"	"1"	"0.9353"	"1-16569"
"111-1914-1348"	"D5a2a1_C16172T"	"1"	"0.9486"	"1-16569"
"111-1914-1355"	"F2a"	"1"	"0.9011"	"1-16569"
"111-1914-1362"	"M7b1a1a3"	"1"	"0.9604"	"1-16569"
"111-1914-1379"	"M11a"	"1"	"0.9401"	"1-16569"
"111-1914-1393"	"C4a1b"	"1"	"0.9235"	"1-16569"
"111-1914-1409"	"M65a"	"1"	"0.9242"	"1-16569"
"111-1914-1423"	"M7c1c2"	"1"	"0.9649"	"1-16569"
"111-1914-1447"	"D5a3"	"1"	"0.9532"	"1-16569"
"111-1914-1454"	"B5b2b"	"1"	"0.9701"	"1-16569"
"111-1914-1478"	"G3a2"	"1"	"0.9450"	"1-16569"
"111-1914-1492"	"B5a1d"	"1"	"0.8399"	"1-16569"
"111-1914-1508"	"C7a1c"	"1"	"0.9739"	"1-16569"
"111-1914-1515"	"C7a"	"1"	"0.9670"	"1-16569"
"111-1914-1539"	"F1d"	"1"	"0.9147"	"1-16569"
"111-1914-1546"	"D5c1a"	"1"	"0.9173"	"1-16569"
"111-1914-1553"	"B4b1b"	"1"	"0.8010"	"1-16569"
"111-1914-1584"	"Z4a"	"1"	"1.0000"	"1-16569"
"111-1914-1591"	"D5a2a1_C16172T"	"1"	"0.9084"	"1-16569"
"111-1914-1607"	"F1a4a"	"1"	"0.9568"	"1-16569"
"111-1914-1614"	"A6"	"1"	"0.8862"	"1-16569"
"111-1914-1621"	"D4h1a2"	"1"	"0.9474"	"1-16569"
"111-1914-1638"	"A14"	"1"	"0.8141"	"1-16569"
"111-1914-1652"	"D5a2"	"1"	"0.9107"	"1-16569"
"111-1914-1669"	"D4a1"	"1"	"0.9829"	"1-16569"
"111-1914-1676"	"D5a2c"	"1"	"0.9676"	"1-16569"
"111-1914-1683"	"Z4a"	"1"	"0.9738"	"1-16569"
"111-1914-1690"	"B4b1a"	"1"	"0.8619"	"1-16569"
"111-1914-1713"	"Z3d"	"1"	"0.9240"	"1-16569"
"111-1914-1720"	"N9a1"	"1"	"0.9634"	"1-16569"
"111-1914-1737"	"F3a1"	"1"	"0.9201"	"1-16569"
"111-1914-1744"	"D5a2a1b"	"1"	"0.9500"	"1-16569"
"111-1914-1751"	"F1a1b"	"1"	"0.9148"	"1-16569"
"111-1914-1782"	"C7"	"1"	"0.9486"	"1-16569"
"111-1914-1799"	"A34"	"1"	"0.9395"	"1-16569"
"111-1914-1805"	"B6a"	"1"	"0.7897"	"1-16569"
"111-1914-1812"	"D4"	"1"	"0.9755"	"1-16569"
