ID,Haplogroup,Population
Han_Hubei3247,O1b1a1b1b,Han_noNWC
Han_Hubei3263,O1b1a1b1b,Han_noNWC
Han_Hubei3189,O1b1a2,Han_noNWC
Han_Hubei3224,O1b1a2,Han_noNWC
Han_Hubei3252,O1b1a2,Han_noNWC
Han_Hubei3281,O1b1a2,Han_noNWC
Han_Hubei3305,O1b1a2,Han_noNWC
Han_Hubei3250,O1b1a2a1,Han_noNWC
Han_Hubei3255,O1b1a2a1,Han_noNWC
Han_Hubei3282,O1b1a2b1,Han_noNWC
Han_Hubei3186,O1b2a1,Han_noNWC
Han_Hubei3192,O1b2a1a2,Han_noNWC
Han_Hubei3153,O2a1a,Han_noNWC
Han_Hubei3232,O2a1a1a1,Han_noNWC
Han_Hubei3190,O2a1a1a1a1a,Han_noNWC
Han_Hubei3249,O2a1a1a1a1a3,Han_noNWC
Han_Hubei3290,O2a1a1a1b2,Han_noNWC
Han_Hubei3155,O2a1a1b1a1a,Han_noNWC
Han_Hubei3157,O2a1b1a1a1a1,Han_noNWC
Han_Hubei3320,O2a1b1a1a1a1,Han_noNWC
Han_Hubei3138,O2a1b1a1a1a1a1a1a1a2a,Han_noNWC
Han_Hubei3154,O2a1b1a1a1a1a1a1a2b,Han_noNWC
Han_Hubei3228,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hubei3167,O2a1b1a1a1a1a1a1b1d,Han_noNWC
Han_Hubei3194,O2a1b1a1a1a1a1a1b1d,Han_noNWC
Han_Hubei3166,O2a1b1a1a1a1a1b1a1,Han_noNWC
Han_Hubei3227,O2a1b1a1a1a1a1b1a1,Han_noNWC
Han_Hubei3236,O2a1b1a1a1a1c1a1,Han_noNWC
Han_Hubei3317,O2a1b1a1a1a1c1a1,Han_noNWC
Han_Hubei3258,O2a1b1a1a1a1d1,Han_noNWC
Han_Hubei3286,O2a1b1a1a1a1f1,Han_noNWC
Han_Hubei3295,O2a1b1a1a1a1f1,Han_noNWC
Han_Hubei3161,O2a1b1a1a1a1f1a2a1a,Han_noNWC
Han_Hubei3143,O2a1b1a1a1a1g,Han_noNWC
Han_Hubei3221,O2a1b1a1a1a1g,Han_noNWC
Han_Hubei3243,O2a1b1a1a1a1g,Han_noNWC
Han_Hubei3283,O2a1b1a1a1a1g,Han_noNWC
Han_Hubei3139,O2a1b1a1a1a1g1,Han_noNWC
Han_Hubei3233,O2a1b1a1a1a1h,Han_noNWC
Han_Hubei3262,O2a1b1a1a1a1h,Han_noNWC
Han_Hubei3312,O2a1b1a1b,Han_noNWC
Han_Hubei3279,O2a1b1a2a1a1a2,Han_noNWC
Han_Hubei3219,O2a1b1a2a2b,Han_noNWC
Han_Hubei3234,O2a1b1a2a2b,Han_noNWC
Han_Hubei3248,O2a1b1a2a2b,Han_noNWC
Han_Hubei3207,O2a2,Han_noNWC
Han_Hubei3140,O2a2a1a1a1,Han_noNWC
Han_Hubei3285,O2a2a1a1a1,Han_noNWC
Han_Hubei3217,O2a2a1a1a1b,Han_noNWC
Han_Hubei3196,O2a2a1a2a1a1a2a1,Han_noNWC
Han_Hubei3214,O2a2a1a2a1a1a2a1,Han_noNWC
Han_Hubei3200,O2a2a2a,Han_noNWC
Han_Hubei3191,O2a2a2a1a,Han_noNWC
Han_Hubei3206,O2a2a2a1a1a,Han_noNWC
Han_Hubei3302,O2a2a2a1a1a,Han_noNWC
Han_Hubei3209,O2a2b1a1a,Han_noNWC
Han_Hubei3141,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hubei3171,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hubei3220,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hubei3254,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hubei3237,O2a2b1a1a1a1a1a1a1b,Han_noNWC
Han_Hubei3267,O2a2b1a1a1a1a1b,Han_noNWC
Han_Hubei3308,O2a2b1a1a1a1a1b1a,Han_noNWC
Han_Hubei3299,O2a2b1a1a1a1a1b1a1a1,Han_noNWC
Han_Hubei3264,O2a2b1a1a1a1a1b1a1b2b,Han_noNWC
Han_Hubei3288,O2a2b1a1a1a1a1b1a2,Han_noNWC
Han_Hubei3146,O2a2b1a1a1a1a1c,Han_noNWC
Han_Hubei3165,O2a2b1a1a1a2,Han_noNWC
Han_Hubei3156,O2a2b1a1a1a3,Han_noNWC
Han_Hubei3188,O2a2b1a1a1a3,Han_noNWC
Han_Hubei3193,O2a2b1a1a1a3,Han_noNWC
Han_Hubei3212,O2a2b1a1a1a3,Han_noNWC
Han_Hubei3179,O2a2b1a1a1a3a1a1,Han_noNWC
Han_Hubei3318,O2a2b1a1a1b,Han_noNWC
Han_Hubei3222,O2a2b1a1a1b2,Han_noNWC
Han_Hubei3271,O2a2b1a1a1b2,Han_noNWC
Han_Hubei3293,O2a2b1a1a1b2,Han_noNWC
Han_Hubei3162,O2a2b1a1a1c,Han_noNWC
Han_Hubei3184,O2a2b1a1a1c1a1a,Han_noNWC
Han_Hubei3270,O2a2b1a1a1c1a1a1,Han_noNWC
Han_Hubei3145,O2a2b1a1a1c1a1a2,Han_noNWC
Han_Hubei3208,O2a2b1a1a1c1a1a2,Han_noNWC
Han_Hubei3230,O2a2b1a1a1c1a1a2,Han_noNWC
Han_Hubei3315,O2a2b1a1a1c1a1a2,Han_noNWC
Han_Hubei3284,O2a2b1a1a1c1b1,Han_noNWC
Han_Hubei3181,O2a2b1a1a1e2,Han_noNWC
Han_Hubei3177,O2a2b1a1a1e2a,Han_noNWC
Han_Hubei3256,O2a2b1a1a1e2a,Han_noNWC
Han_Hubei3316,O2a2b1a1b,Han_noNWC
Han_Hubei3231,O2a2b1a2a1a,Han_noNWC
Han_Hubei3172,O2a2b1a2a1a1a,Han_noNWC
Han_Hubei3159,O2a2b1a2a1a1a1a1a1a1a,Han_noNWC
Han_Hubei3183,O2a2b1a2a1a1a1a1a1a1a,Han_noNWC
Han_Hubei3313,O2a2b1a2a1a1a1a1a1a1a,Han_noNWC
Han_Hubei3178,O2a2b1a2a1a1a2a,Han_noNWC
Han_Hubei3277,O2a2b1a2a1a1a2a1,Han_noNWC
Han_Hubei3274,O2a2b1a2a1a1a2a1a,Han_noNWC
Han_Hubei3199,O2a2b1a2a1a1a2a1a1a,Han_noNWC
Han_Hubei3203,O2a2b1a2a1a1b,Han_noNWC
Han_Hubei3226,O2a2b1a2a1a1b,Han_noNWC
Han_Hubei3259,O2a2b1a2a1a1b,Han_noNWC
Han_Hubei3240,O2a2b1a2a1a1b1b2a1,Han_noNWC
Han_Hubei3213,O2a2b1a2a1a1b1b2b1,Han_noNWC
Han_Hubei3225,O2a2b1a2a1a1b1b2b1,Han_noNWC
Han_Hubei3265,O2a2b1a2a1a1b1b2b1,Han_noNWC
Han_Hubei3185,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hubei3187,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hubei3198,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hubei3215,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hubei3218,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hubei3244,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hubei3253,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hubei3289,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hubei3314,O2a2b1a2a1a3,Han_noNWC
Han_Hubei3298,O2a2b1a2a1a4,Han_noNWC
Han_Hubei3180,O2a2b2a1a,Han_noNWC
Han_Hubei3275,O2a2b2a1b1,Han_noNWC
Han_Hubei3276,O2a2b2a2a,Han_noNWC
Han_Hubei3168,Q1a1a1,Han_noNWC
Han_Hubei3174,Q1a1a1,Han_noNWC
Han_Hubei3197,Q1a1a1,Han_noNWC
Han_Hubei3278,Q1a1a1a1,Han_noNWC
Han_Hubei3280,Q1a1a1a1,Han_noNWC
Han_Hunan3000,C2b1a1a1a1,Han_noNWC
Han_Hunan3105,C2b1a1a1a1,Han_noNWC
Han_Hunan3007,C2b1a2a2b1a,Han_noNWC
Han_Hunan3074,C2b1a2a2b1a,Han_noNWC
Han_Hunan3005,C2b1a2b2,Han_noNWC
Han_Hunan3069,C2b1b1b2,Han_noNWC
Han_Hunan3128,C2b1b1b2,Han_noNWC
Han_Hunan2962,D1a1a1b1a,Han_noNWC
Han_Hunan2974,D1a1a1b1a,Han_noNWC
Han_Hunan3012,D1a1a1b1a,Han_noNWC
Han_Hunan3071,D1a1a1b1a,Han_noNWC
Han_Hunan3053,D1a1a1b2,Han_noNWC
Han_Hunan3056,N1a,Han_noNWC
Han_Hunan3107,N1a1a3,Han_noNWC
Han_Hunan2953,N1a2a1a2,Han_noNWC
Han_Hunan3114,N1a2a1a2,Han_noNWC
Han_Hunan2945,N1b,Han_noNWC
Han_Hunan3006,N1b,Han_noNWC
Han_Hunan3073,N1b,Han_noNWC
Han_Hunan2969,N1b1a2b1,Han_noNWC
Han_Hunan3119,N1b2,Han_noNWC
Han_Hunan2941,N1b2a1,Han_noNWC
Han_Hunan3023,N1b2a1,Han_noNWC
Han_Hunan3031,O1a1a1a1,Han_noNWC
Han_Hunan3090,O1a1a1a1,Han_noNWC
Han_Hunan2957,O1a1a1a1a1a1,Han_noNWC
Han_Hunan2967,O1a1a1a1a1a1,Han_noNWC
Han_Hunan2982,O1a1a1a1a1a1,Han_noNWC
Han_Hunan3027,O1a1a1a1a1a1,Han_noNWC
Han_Hunan3132,O1a1a1a1a1a1a,Han_noNWC
Han_Hunan3041,O1a1a1a1a1a1a3,Han_noNWC
Han_Hunan2959,O1a1a1a1a1a1c1,Han_noNWC
Han_Hunan3043,O1a1a1a1a1a1c3,Han_noNWC
Han_Hunan2954,O1a1a1a1a1a1d1a,Han_noNWC
Han_Hunan2942,O1a1a1a1a1a1e1,Han_noNWC
Han_Hunan2950,O1a1a1a1a1a1e1,Han_noNWC
Han_Hunan2991,O1a1a1a1a1a1e2a,Han_noNWC
Han_Hunan3057,O1a1a1a1a1a2,Han_noNWC
Han_Hunan3013,O1a1a1a1a1b,Han_noNWC
Han_Hunan3036,O1a1a1a1a1b,Han_noNWC
Han_Hunan3004,O1a1a1a1a3,Han_noNWC
Han_Hunan2988,O1a1a1b,Han_noNWC
Han_Hunan2999,O1a1a1b1,Han_noNWC
Han_Hunan2947,O1a1a1b1b1a,Han_noNWC
Han_Hunan2997,O1a1a1b1b1a,Han_noNWC
Han_Hunan3033,O1a1a1b1b1a,Han_noNWC
Han_Hunan3061,O1a1a1b1b1a,Han_noNWC
Han_Hunan3097,O1a1a1b1b1a,Han_noNWC
Han_Hunan3077,O1a1a1b1b1b,Han_noNWC
Han_Hunan3113,O1a1a1b1b1b,Han_noNWC
Han_Hunan3135,O1a1a1b1b1b,Han_noNWC
Han_Hunan3032,O1a1a1b1b1b1,Han_noNWC
Han_Hunan2943,O1a1a2a1,Han_noNWC
Han_Hunan3115,O1a1a2a1,Han_noNWC
Han_Hunan3080,O1a1a2a1a,Han_noNWC
Han_Hunan3034,O1a1a2a1a1,Han_noNWC
Han_Hunan3049,O1a1a2a1a2,Han_noNWC
Han_Hunan2956,O1a1a2a2,Han_noNWC
Han_Hunan3026,O1a1a2a2,Han_noNWC
Han_Hunan2983,O1a2a2,Han_noNWC
Han_Hunan3020,O1b1a1a1,Han_noNWC
Han_Hunan2981,O1b1a1a1a1a1a,Han_noNWC
Han_Hunan2966,O1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan2984,O1b1a1a1a1a1b1a,Han_noNWC
Han_Hunan3081,O1b1a1a1a1a1b1a1,Han_noNWC
Han_Hunan3100,O1b1a1a1a1a1b1a1a1,Han_noNWC
Han_Hunan2994,O1b1a1a1a1a1b1a1b,Han_noNWC
Han_Hunan3002,O1b1a1a1a1a1b1a1b,Han_noNWC
Han_Hunan3123,O1b1a1a1a1a1b1a1b,Han_noNWC
Han_Hunan2958,O1b1a1a1a1b1a1a1,Han_noNWC
Han_Hunan2995,O1b1a1a1a1b1a1a1,Han_noNWC
Han_Hunan3108,O1b1a1a1a1b1a1a1,Han_noNWC
Han_Hunan3022,O1b1a1a1a1b1a1a1a1a,Han_noNWC
Han_Hunan3065,O1b1a1a1a1b1a1a1a1a,Han_noNWC
Han_Hunan3030,O1b1a1a1a1b1a1a1a1c1a,Han_noNWC
Han_Hunan3018,O1b1a1a1a1b2a1,Han_noNWC
Han_Hunan3092,O1b1a1a1a1b2a1,Han_noNWC
Han_Hunan2965,O1b1a1a1a1b2a1a1,Han_noNWC
Han_Hunan3104,O1b1a1a1a1b2a1a1,Han_noNWC
Han_Hunan3028,O1b1a1a1a1b2a1a1b,Han_noNWC
Han_Hunan3083,O1b1a1a1a1b2a1a1b,Han_noNWC
Han_Hunan2964,O1b1a1b1a1a,Han_noNWC
Han_Hunan3072,O1b1a1b1a1a,Han_noNWC
Han_Hunan3040,O1b1a1b1b,Han_noNWC
Han_Hunan3076,O1b1a2,Han_noNWC
Han_Hunan3019,O1b1a2a1,Han_noNWC
Han_Hunan3079,O1b1a2a1,Han_noNWC
Han_Hunan3068,O1b2a1a2,Han_noNWC
Han_Hunan3130,O1b2a1a2,Han_noNWC
Han_Hunan3059,O2a1a1a1,Han_noNWC
Han_Hunan3010,O2a1a1a2a2,Han_noNWC
Han_Hunan3052,O2a1a1a2a2,Han_noNWC
Han_Hunan2989,O2a1b1a1a1a1,Han_noNWC
Han_Hunan3106,O2a1b1a1a1a1,Han_noNWC
Han_Hunan3001,O2a1b1a1a1a1a1a1a1a2a,Han_noNWC
Han_Hunan3112,O2a1b1a1a1a1a1a1a1a2a1a,Han_noNWC
Han_Hunan3058,O2a1b1a1a1a1a1a1a2a,Han_noNWC
Han_Hunan2946,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan2955,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan2971,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan3008,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan3015,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan3016,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan3017,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan3062,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan3088,O2a1b1a1a1a1a1a1b,Han_noNWC
Han_Hunan2944,O2a1b1a1a1a1a1a1b1d,Han_noNWC
Han_Hunan3116,O2a1b1a1a1a1a1a1b1d,Han_noNWC
Han_Hunan2985,O2a1b1a1a1a1c,Han_noNWC
Han_Hunan3117,O2a1b1a1a1a1c1a,Han_noNWC
Han_Hunan3064,O2a1b1a1a1a1e,Han_noNWC
Han_Hunan3137,O2a1b1a1a1a1e,Han_noNWC
Han_Hunan2980,O2a1b1a1a1a1f1,Han_noNWC
Han_Hunan3011,O2a1b1a1a1a1f1a2a1a,Han_noNWC
Han_Hunan2990,O2a1b1a1a1a1g,Han_noNWC
Han_Hunan2975,O2a1b1a1a1a1h,Han_noNWC
Han_Hunan3045,O2a1b1a1a1a1ib,Han_noNWC
Han_Hunan2951,O2a1b1a2a1,Han_noNWC
Han_Hunan3099,O2a1b1a2a1a3b1,Han_noNWC
Han_Hunan3048,O2a1b1a2a2b,Han_noNWC
Han_Hunan2996,O2a1b2a1a,Han_noNWC
Han_Hunan2949,O2a2a1a1,Han_noNWC
Han_Hunan3110,O2a2a1a1,Han_noNWC
Han_Hunan3127,O2a2a1a2a,Han_noNWC
Han_Hunan2977,O2a2a1a2a1a1a1a,Han_noNWC
Han_Hunan3129,O2a2a1a2a1a1a2,Han_noNWC
Han_Hunan2998,O2a2a1a2a1a1a2a1,Han_noNWC
Han_Hunan3085,O2a2a1a2a1a1b,Han_noNWC
Han_Hunan3063,O2a2a2a,Han_noNWC
Han_Hunan3044,O2a2b1a1a,Han_noNWC
Han_Hunan3055,O2a2b1a1a,Han_noNWC
Han_Hunan2961,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan2968,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan2979,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan3009,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan3025,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan3035,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan3038,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan3125,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan3126,O2a2b1a1a1a1a1a1a1,Han_noNWC
Han_Hunan2973,O2a2b1a1a1a1a1a1a1b,Han_noNWC
Han_Hunan3050,O2a2b1a1a1a1a1a1a1b,Han_noNWC
Han_Hunan3118,O2a2b1a1a1a1a1a1a1b,Han_noNWC
Han_Hunan2963,O2a2b1a1a1a1a1a1a1b1,Han_noNWC
Han_Hunan2993,O2a2b1a1a1a1a1a1a1b1,Han_noNWC
Han_Hunan3024,O2a2b1a1a1a1a1a1a1b1,Han_noNWC
Han_Hunan3096,O2a2b1a1a1a1a1a1a1b1,Han_noNWC
Han_Hunan3111,O2a2b1a1a1a1a1a1a1b1,Han_noNWC
Han_Hunan3122,O2a2b1a1a1a1a1a1a1b1,Han_noNWC
Han_Hunan3037,O2a2b1a1a1a1a1a1a1c,Han_noNWC
Han_Hunan3134,O2a2b1a1a1a2a1a1,Han_noNWC
Han_Hunan3086,O2a2b1a1a1a3,Han_noNWC
Han_Hunan3029,O2a2b1a1a1a4a2a,Han_noNWC
Han_Hunan2976,O2a2b1a1a1b,Han_noNWC
Han_Hunan3067,O2a2b1a1a1b2,Han_noNWC
Han_Hunan3089,O2a2b1a1a1b2,Han_noNWC
Han_Hunan3098,O2a2b1a1a1b2,Han_noNWC
Han_Hunan3102,O2a2b1a1a1c1a1a2a,Han_noNWC
Han_Hunan3095,O2a2b1a2a1a1a1a1a1,Han_noNWC
Han_Hunan3131,O2a2b1a2a1a1a1a1a1,Han_noNWC
Han_Hunan3093,O2a2b1a2a1a1a1a1a1a,Han_noNWC
Han_Hunan3120,O2a2b1a2a1a1a1a1a1a1a,Han_noNWC
Han_Hunan3091,O2a2b1a2a1a1a2a1a1,Han_noNWC
Han_Hunan3103,O2a2b1a2a1a1a2a1a1,Han_noNWC
Han_Hunan3066,O2a2b1a2a1a1a2a1a1a,Han_noNWC
Han_Hunan3136,O2a2b1a2a1a1b1a,Han_noNWC
Han_Hunan3042,O2a2b1a2a1a1b1b2a1,Han_noNWC
Han_Hunan3084,O2a2b1a2a1a1b1b2b1a,Han_noNWC
Han_Hunan3121,O2a2b1a2a1a1b1b2b1a,Han_noNWC
Han_Hunan2952,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hunan3087,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_Hunan2960,O2a2b1a2a1a2a,Han_noNWC
Han_Hunan3075,O2a2b1a2a1a2a,Han_noNWC
Han_Hunan2987,O2a2b1a2a1a4a1,Han_noNWC
Han_Hunan3003,O2a2b1a2a1a4a1,Han_noNWC
Han_Hunan3054,O2a2b1a2a1a4a1,Han_noNWC
Han_Hunan3070,O2a2b1a2a1a4a1,Han_noNWC
Han_Hunan2948,O2a2b1a2a2b1a,Han_noNWC
Han_Hunan3051,O2b1b,Han_noNWC
Han_Hunan3101,O2b1b,Han_noNWC
Han_Hunan3124,Q1a1a1,Han_noNWC
Han_Hunan3133,Q1a1a1,Han_noNWC
Han_Hunan2972,Q1a1a1a1,Han_noNWC
Han_Hunan2992,Q1a1a1a1,Han_noNWC
Han_Hunan3046,Q1a1a1a1,Han_noNWC
Han_Hunan3047,Q1a1a1a1,Han_noNWC
Han_Hunan3060,Q1a1a1a1,Han_noNWC
Han_Hunan3082,Q1a1a1a1,Han_noNWC
Han_Hunan3094,Q1a1a1a1,Han_noNWC
Han_Hunan3109,Q1a1a1a1,Han_noNWC
Han_Hunan2940,T,Han_noNWC
Han_Hunan2970,T,Han_noNWC
Han_Hunan2978,T,Han_noNWC
Han_Hunan2986,T,Han_noNWC
Han_Hunan3014,T,Han_noNWC
Han_Hunan3021,T,Han_noNWC
Han_Hunan3039,T,Han_noNWC
Han_Hunan3078,T,Han_noNWC
Han_InnerMongolia1991,C2a1a,Han_noNWC
Han_InnerMongolia1987,C2a1a1b1a2a1,Han_noNWC
Han_InnerMongolia1988,C2a1a1b1a2a1,Han_noNWC
Han_InnerMongolia1982,C2a1a1b1b,Han_noNWC
Han_InnerMongolia2005,C2a1a2a2b,Han_noNWC
Han_InnerMongolia1993,C2b1a2b,Han_noNWC
Han_InnerMongolia1977,C2b1b1g2,Han_noNWC
Han_InnerMongolia2015,C2b1b1g2,Han_noNWC
Han_InnerMongolia1975,D1a1a1a1a1,Han_noNWC
Han_InnerMongolia2002,D1a1a1a1a1,Han_noNWC
Han_InnerMongolia1984,D1a1a1b1,Han_noNWC
Han_InnerMongolia2010,D1a1b1a,Han_noNWC
Han_InnerMongolia2008,N1a,Han_noNWC
Han_InnerMongolia1990,N1a1a3,Han_noNWC
Han_InnerMongolia2001,O1b1a2a,Han_noNWC
Han_InnerMongolia1989,O1b1a2b1a,Han_noNWC
Han_InnerMongolia1994,O2a1b1a1a1a1,Han_noNWC
Han_InnerMongolia1999,O2a1b1a1a1a1a1a1b1a,Han_noNWC
Han_InnerMongolia1985,O2a1b1a1a1a1e1a1,Han_noNWC
Han_InnerMongolia1998,O2a1b1a1a1a1h,Han_noNWC
Han_InnerMongolia1979,O2a1b1a1a1b,Han_noNWC
Han_InnerMongolia2000,O2a1b1a2a2a1b1a,Han_noNWC
Han_InnerMongolia1992,O2a2,Han_noNWC
Han_InnerMongolia2014,O2a2a1a2a1a1b1,Han_noNWC
Han_InnerMongolia2003,O2a2b1a1a1a1a1b1a1b,Han_noNWC
Han_InnerMongolia1983,O2a2b1a1a1a1a1c1,Han_noNWC
Han_InnerMongolia1997,O2a2b1a1a1a1a1c2,Han_noNWC
Han_InnerMongolia2004,O2a2b1a1a1a1a1c2,Han_noNWC
Han_InnerMongolia2012,O2a2b1a1a1a2a1a,Han_noNWC
Han_InnerMongolia1995,O2a2b1a1a1a4a1,Han_noNWC
Han_InnerMongolia2007,O2a2b1a1a1c1b1,Han_noNWC
Han_InnerMongolia1981,O2a2b1a1b,Han_noNWC
Han_InnerMongolia1986,O2a2b1a2a1a1a2a1a,Han_noNWC
Han_InnerMongolia2011,O2a2b1a2a1a1a2a1a1,Han_noNWC
Han_InnerMongolia1980,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_InnerMongolia1996,O2a2b1a2a1a1b1b2b2,Han_noNWC
Han_InnerMongolia1978,Q1a1a,Han_noNWC
Han_InnerMongolia2006,Q1a1a1a,Han_noNWC
Han_InnerMongolia2013,Q1a1a1a1,Han_noNWC
Han_InnerMongolia2009,R1b1a1b,Han_noNWC
Han_InnerMongolia1976,T,Han_noNWC
Han_Jiangsu2867,C2a1a1b1a2a1,Han_noNWC
Han_Jiangsu2678,C2a1a3a2a,Han_noNWC
Han_Jiangsu2754,C2b1a1,Han_noNWC
Han_Jiangsu2747,C2b1a1a1,Han_noNWC
Han_Jiangsu2535,C2b1a1a1a1,Han_noNWC
Han_Jiangsu2830,C2b1a1a1a1,Han_noNWC
Han_Jiangsu2417,C2b1a1a1a1d,Han_noNWC
Han_Jiangsu2428,C2b1a2a1a,Han_noNWC
Han_Jiangsu2453,C2b1a2a1a,Han_noNWC
Han_Jiangsu2499,C2b1a2a1a,Han_noNWC
Han_Jiangsu2500,C2b1a2a1a,Han_noNWC
Han_Jiangsu2553,C2b1a2a1a,Han_noNWC
Han_Jiangsu2685,C2b1a2a1a,Han_noNWC
Han_Jiangsu2720,C2b1a2a1a,Han_noNWC
Han_Jiangsu2756,C2b1a2a1a,Han_noNWC
Han_Jiangsu2820,C2b1a2a1a1,Han_noNWC
Han_Jiangsu2374,C2b1a2a2,Han_noNWC
Han_Jiangsu2386,C2b1a2a2,Han_noNWC
Han_Jiangsu2412,C2b1a2a2,Han_noNWC
Han_Jiangsu2517,C2b1a2a2,Han_noNWC
Han_Jiangsu2528,C2b1a2a2,Han_noNWC
Han_Jiangsu2539,C2b1a2a2,Han_noNWC
Han_Jiangsu2755,C2b1a2a2,Han_noNWC
Han_Jiangsu2481,C2b1a2a2b1,Han_noNWC
Han_Jiangsu2659,C2b1a2a2b1,Han_noNWC
Han_Jiangsu2592,C2b1a2a2b1a,Han_noNWC
Han_Jiangsu2735,C2b1a2a2b1a,Han_noNWC
Han_Jiangsu2778,C2b1a2a2b1a,Han_noNWC
Han_Jiangsu2520,C2b1a2a2b1c,Han_noNWC
Han_Jiangsu2631,C2b1a2a2b1c,Han_noNWC
Han_Jiangsu2752,C2b1a2a2b1c,Han_noNWC
Han_Jiangsu2401,C2b1a2b,Han_noNWC
Han_Jiangsu2643,C2b1a2b,Han_noNWC
Han_Jiangsu2557,C2b1a2b2,Han_noNWC
Han_Jiangsu2629,C2b1a2b2,Han_noNWC
Han_Jiangsu2731,C2b1b1,Han_noNWC
Han_Jiangsu2461,C2b1b1b,Han_noNWC
Han_Jiangsu2638,C2b1b1b,Han_noNWC
Han_Jiangsu2835,C2b1b1b,Han_noNWC
Han_Jiangsu2793,C2b1b1b5,Han_noNWC
Han_Jiangsu2550,C2b1b1d,Han_noNWC
Han_Jiangsu2865,C2b1b1d,Han_noNWC
Han_Jiangsu2734,D1a1a1a1,Han_noNWC
Han_Jiangsu2572,D1a1a1a1a1,Han_noNWC
Han_Jiangsu2733,D1a1a1a1a1,Han_noNWC
Han_Jiangsu2699,D1a1a1a1a1b,Han_noNWC
Han_Jiangsu2387,D1a1a1a1c,Han_noNWC
Han_Jiangsu2647,D1a1a1b2,Han_noNWC
Han_Jiangsu2489,J,Han_noNWC
Han_Jiangsu2800,J2a1a1b2a1a,Han_noNWC
Han_Jiangsu2441,N1a,Han_noNWC
Han_Jiangsu2654,N1a,Han_noNWC
Han_Jiangsu2739,N1a,Han_noNWC
Han_Jiangsu2792,N1a,Han_noNWC
Han_Jiangsu2651,N1a1a1a1a3a2c,Han_noNWC
Han_Jiangsu2862,N1a1a1a1a4a2,Han_noNWC
Han_Jiangsu2495,N1a1a3,Han_noNWC
Han_Jiangsu2601,N1a1a3,Han_noNWC
Han_Jiangsu2610,N1a1a3,Han_noNWC
Han_Jiangsu2718,N1a2a,Han_noNWC
Han_Jiangsu2663,N1a2a1,Han_noNWC
Han_Jiangsu2762,N1a2a1,Han_noNWC
Han_Jiangsu2829,N1a2a1,Han_noNWC
Han_Jiangsu2568,N1a2a1a2,Han_noNWC
Han_Jiangsu2721,N1a2a1b,Han_noNWC
Han_Jiangsu2827,N1a2a1b,Han_noNWC
Han_Jiangsu2405,N1b,Han_noNWC
Han_Jiangsu2438,N1b,Han_noNWC
Han_Jiangsu2849,N1b,Han_noNWC
Han_Jiangsu2737,N1b1a1,Han_noNWC
Han_Jiangsu2526,N1b1a1b,Han_noNWC
Han_Jiangsu2571,N1b1a1b,Han_noNWC
Han_Jiangsu2690,N1b1a1b,Han_noNWC
Han_Jiangsu2860,N1b1a1b,Han_noNWC
Han_Jiangsu2384,N1b1a2,Han_noNWC
Han_Jiangsu2616,N1b1a2b,Han_noNWC
Han_Jiangsu2469,N1b2,Han_noNWC
Han_Jiangsu2498,N1b2,Han_noNWC
Han_Jiangsu2511,N1b2,Han_noNWC
Han_Jiangsu2590,N1b2,Han_noNWC
Han_Jiangsu2630,N1b2,Han_noNWC
Han_Jiangsu2682,N1b2,Han_noNWC
Han_Jiangsu2742,N1b2,Han_noNWC
Han_Jiangsu2771,N1b2,Han_noNWC
Han_Jiangsu2773,N1b2,Han_noNWC
