sample_id,hap_level_1,hap_level_2,hap_level_3,hap_level_4,hap_level_5,hap_level_6,hap_level_7,hap_level_8,hap_level_9,hap_level_10,hap_level_11,hap_level_12,hap_level_13,hap_level_14,hap_level_15,hap_level_16,hap_level_17,hap_level_18,hap_level_19,hap_level_20,hap_level_21,hap_level_22,hap_level_23
Han_Jiangsu2811,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1a,O2a1b1a1a1a1a1,O2a1b1a1a1a1a1c,O2a1b1a1a1a1a1c,O2a1b1a1a1a1a1c,O2a1b1a1a1a1a1c,O2a1b1a1a1a1a1c,O2a1b1a1a1a1a1c,O2a1b1a1a1a1a1c,O2a1b1a1a1a1a1c,O2a1b1a1a1a1a1c
Han_Jiangsu2668,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1a,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3,O2a1b1a1a1a1a3
Han_Jiangsu2798,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1b,O2a1b1a1a1a1b1,O2a1b1a1a1a1b1a,O2a1b1a1a1a1b1a1,O2a1b1a1a1a1b1a1b,O2a1b1a1a1a1b1a1b1,O2a1b1a1a1a1b1a1b1,O2a1b1a1a1a1b1a1b1,O2a1b1a1a1a1b1a1b1,O2a1b1a1a1a1b1a1b1,O2a1b1a1a1a1b1a1b1
Han_Jiangsu2533,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c,O2a1b1a1a1a1c
Han_Jiangsu2609,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c1,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a
Han_Jiangsu2626,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c1,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a
Han_Jiangsu2637,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c1,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a
Han_Jiangsu2839,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c1,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a
Han_Jiangsu2373,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c1,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1
Han_Jiangsu2466,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c1,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1
Han_Jiangsu2698,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c1,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1
Han_Jiangsu2710,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1c,O2a1b1a1a1a1c1,O2a1b1a1a1a1c1a,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1,O2a1b1a1a1a1c1a1
Han_Jiangsu2656,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d
Han_Jiangsu2795,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d,O2a1b1a1a1a1d
Han_Jiangsu2491,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1d,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1
Han_Jiangsu2512,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1d,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1,O2a1b1a1a1a1d1
Han_Jiangsu2534,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e
Han_Jiangsu2843,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e,O2a1b1a1a1a1e
Han_Jiangsu2514,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1
Han_Jiangsu2666,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1
Han_Jiangsu2816,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1,O2a1b1a1a1a1e1a1
Han_Jiangsu2480,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2
Han_Jiangsu2573,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2
Han_Jiangsu2577,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2
Han_Jiangsu2589,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2
Han_Jiangsu2661,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2
Han_Jiangsu2548,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a2,O2a1b1a1a1a1e1a2a,O2a1b1a1a1a1e1a2a2,O2a1b1a1a1a1e1a2a2,O2a1b1a1a1a1e1a2a2,O2a1b1a1a1a1e1a2a2,O2a1b1a1a1a1e1a2a2,O2a1b1a1a1a1e1a2a2
Han_Jiangsu2632,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e1,O2a1b1a1a1a1e1a,O2a1b1a1a1a1e1a3,O2a1b1a1a1a1e1a3,O2a1b1a1a1a1e1a3,O2a1b1a1a1a1e1a3,O2a1b1a1a1a1e1a3,O2a1b1a1a1a1e1a3,O2a1b1a1a1a1e1a3,O2a1b1a1a1a1e1a3
Han_Jiangsu2600,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e2,O2a1b1a1a1a1e2a,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2
Han_Jiangsu2716,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1e,O2a1b1a1a1a1e2,O2a1b1a1a1a1e2a,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2,O2a1b1a1a1a1e2a2
Han_Jiangsu2527,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1f,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1
Han_Jiangsu2565,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1f,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1,O2a1b1a1a1a1f1
Han_Jiangsu2713,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g,O2a1b1a1a1a1g
Han_Jiangsu2408,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1g,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1,O2a1b1a1a1a1g1
Han_Jiangsu2454,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h
Han_Jiangsu2513,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h
Han_Jiangsu2725,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h,O2a1b1a1a1a1h
Han_Jiangsu2482,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a1,O2a1b1a1a1a1i,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib,O2a1b1a1a1a1ib
Han_Jiangsu2570,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1a,O2a1b1a1a1,O2a1b1a1a1a,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2,O2a1b1a1a1a2
Han_Jiangsu2781,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b
Han_Jiangsu2789,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b,O2a1b1a1b
Han_Jiangsu2672,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a1,O2a1b1a1b,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1,O2a1b1a1b1
Han_Jiangsu2775,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1,O2a1b1a2a1
Han_Jiangsu2505,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a1,O2a1b1a2a1a,O2a1b1a2a1a1,O2a1b1a2a1a1a,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1
Han_Jiangsu2564,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a1,O2a1b1a2a1a,O2a1b1a2a1a1,O2a1b1a2a1a1a,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1
Han_Jiangsu2743,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a1,O2a1b1a2a1a,O2a1b1a2a1a1,O2a1b1a2a1a1a,O2a1b1a2a1a1a1,O2a1b1a2a1a1a1b,O2a1b1a2a1a1a1b,O2a1b1a2a1a1a1b,O2a1b1a2a1a1a1b,O2a1b1a2a1a1a1b,O2a1b1a2a1a1a1b,O2a1b1a2a1a1a1b,O2a1b1a2a1a1a1b,O2a1b1a2a1a1a1b
Han_Jiangsu2502,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a1,O2a1b1a2a1a,O2a1b1a2a1a3,O2a1b1a2a1a3b,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2
Han_Jiangsu2796,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a1,O2a1b1a2a1a,O2a1b1a2a1a3,O2a1b1a2a1a3b,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2
Han_Jiangsu2831,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a1,O2a1b1a2a1a,O2a1b1a2a1a3,O2a1b1a2a1a3b,O2a1b1a2a1a3b2,O2a1b1a2a1a3b2a,O2a1b1a2a1a3b2a,O2a1b1a2a1a3b2a,O2a1b1a2a1a3b2a,O2a1b1a2a1a3b2a,O2a1b1a2a1a3b2a,O2a1b1a2a1a3b2a,O2a1b1a2a1a3b2a,O2a1b1a2a1a3b2a
Han_Jiangsu2686,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a1,O2a1b1a2a1a,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4,O2a1b1a2a1a4
Han_Jiangsu2581,O,O2,O2a,O2a1,O2a1b,O2a1b1,O2a1b1a,O2a1b1a2,O2a1b1a2a,O2a1b1a2a2,O2a1b1a2a2a,O2a1b1a2a2a1,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b,O2a1b1a2a2a1b
