sample_id,hap_level_1,hap_level_2,hap_level_3,hap_level_4,hap_level_5,hap_level_6,hap_level_7,hap_level_8,hap_level_9,hap_level_10,hap_level_11,hap_level_12,hap_level_13,hap_level_14,hap_level_15,hap_level_16,hap_level_17,hap_level_18,hap_level_19,hap_level_20,hap_level_21,hap_level_22,hap_level_23
S8199,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1,C2b1a2a2b1
S9181,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9182,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9183,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9184,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9198,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9199,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9203,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9222,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9242,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9243,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9263,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9360,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9380,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9393,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9425,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9426,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9500,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9530,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S9567,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a,C2b1a2a2b1a
S10211,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10244,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10268,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10269,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10270,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10271,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10272,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10290,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10317,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10324,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10345,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10364,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10384,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10385,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10386,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10437,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10438,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10439,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10464,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10465,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10466,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10467,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10468,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10469,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10507,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10512,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10520,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10536,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10554,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10555,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10556,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10571,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10572,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10575,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10588,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10589,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10590,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10591,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
S10592,C,C2,C2b,C2b1,C2b1a,C2b1a2,C2b1a2a,C2b1a2a2,C2b1a2a2b,C2b1a2a2b1,C2b1a2a2b1a,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2,C2b1a2a2b1a2
