sample_id,population
Han_Jiangsu2838,Han_noNWC
Han_Jiangsu2394,Han_noNWC
Han_Jiangsu2404,Han_noNWC
Han_Jiangsu2852,Han_noNWC
Han_Jiangsu2567,Han_noNWC
Han_Jiangsu2715,Han_noNWC
Han_Jiangsu2409,Han_noNWC
Han_Jiangsu2809,Han_noNWC
Han_Jiangsu2378,Han_noNWC
Han_Jiangsu2578,Han_noNWC
Han_Jiangsu2687,Han_noNWC
Han_Jiangsu2837,Han_noNWC
Han_Jiangsu2449,Han_noNWC
Han_Jiangsu2705,Han_noNWC
Han_Jiangsu2738,Han_noNWC
Han_Jiangsu2784,Han_noNWC
Han_Jiangsu2410,Han_noNWC
Han_Jiangsu2563,Han_noNWC
Han_Jiangsu2585,Han_noNWC
Han_Jiangsu2689,Han_noNWC
Han_Jiangsu2786,Han_noNWC
Han_Jiangsu2774,Han_noNWC
Han_Jiangsu2776,Han_noNWC
Han_Jiangsu2506,Han_noNWC
Han_Jiangsu2540,Han_noNWC
Han_Jiangsu2844,Han_noNWC
Han_Jiangsu2476,Han_noNWC
Han_Jiangsu2695,Han_noNWC
Han_Jiangsu2748,Han_noNWC
Han_Jiangsu2802,Han_noNWC
Han_Jiangsu2531,Han_noNWC
Han_Jiangsu2580,Han_noNWC
Han_Jiangsu2633,Han_noNWC
Han_Jiangsu2856,Han_noNWC
Han_Jiangsu2424,Han_noNWC
Han_Jiangsu2426,Han_noNWC
Han_Jiangsu2770,Han_noNWC
Han_Jiangsu2858,Han_noNWC
Han_Jiangsu2618,Han_noNWC
Han_Jiangsu2674,Han_noNWC
Han_Jiangsu2683,Han_noNWC
Han_Jiangsu2758,Han_noNWC
Han_Jiangsu2645,Han_noNWC
Han_Jiangsu2675,Han_noNWC
Han_Jiangsu2821,Han_noNWC
Han_Jiangsu2389,Han_noNWC
Han_Jiangsu2393,Han_noNWC
Han_Jiangsu2648,Han_noNWC
Han_Jiangsu2584,Han_noNWC
Han_Jiangsu2614,Han_noNWC
Han_Jiangsu2623,Han_noNWC
Han_Jiangsu2392,Han_noNWC
Han_Jiangsu2727,Han_noNWC
Han_Jiangsu2407,Han_noNWC
Han_Jiangsu2455,Han_noNWC
Han_Jiangsu2468,Han_noNWC
Han_Jiangsu2472,Han_noNWC
Han_Jiangsu2596,Han_noNWC
Han_Jiangsu2605,Han_noNWC
Han_Jiangsu2693,Han_noNWC
Han_Jiangsu2700,Han_noNWC
Han_Jiangsu2780,Han_noNWC
Han_Jiangsu2797,Han_noNWC
Han_Jiangsu2855,Han_noNWC
Han_Jiangsu2457,Han_noNWC
Han_Jiangsu2462,Han_noNWC
Han_Jiangsu2532,Han_noNWC
Han_Jiangsu2627,Han_noNWC
Han_Jiangsu2635,Han_noNWC
Han_Jiangsu2642,Han_noNWC
Han_Jiangsu2652,Han_noNWC
Han_Jiangsu2708,Han_noNWC
Han_Jiangsu2805,Han_noNWC
Han_Jiangsu2825,Han_noNWC
Han_Jiangsu2846,Han_noNWC
Han_Jiangsu2736,Han_noNWC
Han_Jiangsu2757,Han_noNWC
Han_Jiangsu2641,Han_noNWC
Han_Jiangsu2485,Han_noNWC
Han_Jiangsu2730,Han_noNWC
Han_Jiangsu2591,Han_noNWC
Han_Jiangsu2646,Han_noNWC
Han_Jiangsu2828,Han_noNWC
Han_Jiangsu2411,Han_noNWC
Han_Jiangsu2783,Han_noNWC
Han_Jiangsu2595,Han_noNWC
Han_Jiangsu2435,Han_noNWC
Han_Jiangsu2560,Han_noNWC
Han_Jiangsu2445,Han_noNWC
Han_Jiangsu2833,Han_noNWC
Han_Jiangsu2851,Han_noNWC
Han_Jiangsu2375,Han_noNWC
Han_Jiangsu2602,Han_noNWC
Han_Jiangsu2680,Han_noNWC
Han_Jiangsu2782,Han_noNWC
Han_Jiangsu2822,Han_noNWC
Han_Jiangsu2427,Han_noNWC
Han_Jiangsu2391,Han_noNWC
Han_Jiangsu2458,Han_noNWC
Han_Jiangsu2530,Han_noNWC
Han_Jiangsu2399,Han_noNWC
Han_Jiangsu2494,Han_noNWC
Han_Jiangsu2582,Han_noNWC
Han_Jiangsu2586,Han_noNWC
Han_Jiangsu2479,Han_noNWC
Han_Jiangsu2772,Han_noNWC
Han_Jiangsu2490,Han_noNWC
Han_Jiangsu2836,Han_noNWC
Han_Jiangsu2625,Han_noNWC
Han_Jiangsu2676,Han_noNWC
Han_Jiangsu2767,Han_noNWC
Han_Jiangsu2422,Han_noNWC
Han_Jiangsu2832,Han_noNWC
Han_Jiangsu2813,Han_noNWC
Han_Jiangsu2870,Han_noNWC
Han_Jiangsu2671,Han_noNWC
Han_Jiangsu2819,Han_noNWC
Han_Jiangsu2866,Han_noNWC
Han_Jiangsu2575,Han_noNWC
Han_Jiangsu2443,Han_noNWC
Han_Jiangsu2640,Han_noNWC
Han_Jiangsu2447,Han_noNWC
Han_Jiangsu2467,Han_noNWC
Han_Jiangsu2620,Han_noNWC
Han_Jiangsu2624,Han_noNWC
Han_Jiangsu2634,Han_noNWC
Han_Jiangsu2769,Han_noNWC
Han_Jiangsu2807,Han_noNWC
Han_Jiangsu2696,Han_noNWC
Han_Jiangsu2723,Han_noNWC
Han_Jiangsu2483,Han_noNWC
Han_Jiangsu2583,Han_noNWC
Han_Jiangsu2722,Han_noNWC
Han_Jiangsu2779,Han_noNWC
Han_Jiangsu2688,Han_noNWC
Han_Jiangsu2538,Han_noNWC
Han_Jiangsu2712,Han_noNWC
Han_Jiangxi2283,Han_noNWC
Han_Jiangxi2309,Han_noNWC
Han_Jiangxi2255,Han_noNWC
Han_Jiangxi2325,Han_noNWC
Han_Jiangxi2371,Han_noNWC
Han_Jiangxi2177,Han_noNWC
Han_Jiangxi2195,Han_noNWC
Han_Jiangxi2209,Han_noNWC
Han_Jiangxi2329,Han_noNWC
Han_Jiangxi2354,Han_noNWC
Han_Jiangxi2289,Han_noNWC
Han_Jiangxi2271,Han_noNWC
Han_Jiangxi2337,Han_noNWC
Han_Jiangxi2286,Han_noNWC
Han_Jiangxi2294,Han_noNWC
Han_Jiangxi2313,Han_noNWC
Han_Jiangxi2205,Han_noNWC
Han_Jiangxi2348,Han_noNWC
Han_Jiangxi2341,Han_noNWC
Han_Jiangxi2330,Han_noNWC
Han_Jiangxi2336,Han_noNWC
Han_Jiangxi2318,Han_noNWC
Han_Jiangxi2281,Han_noNWC
Han_Jiangxi2226,Han_noNWC
Han_Jiangxi2180,Han_noNWC
Han_Jiangxi2188,Han_noNWC
Han_Jiangxi2196,Han_noNWC
Han_Jiangxi2210,Han_noNWC
Han_Jiangxi2215,Han_noNWC
Han_Jiangxi2219,Han_noNWC
Han_Jiangxi2220,Han_noNWC
Han_Jiangxi2231,Han_noNWC
Han_Jiangxi2236,Han_noNWC
Han_Jiangxi2244,Han_noNWC
Han_Jiangxi2251,Han_noNWC
Han_Jiangxi2263,Han_noNWC
Han_Jiangxi2264,Han_noNWC
Han_Jiangxi2273,Han_noNWC
Han_Jiangxi2279,Han_noNWC
Han_Jiangxi2303,Han_noNWC
Han_Jiangxi2316,Han_noNWC
Han_Jiangxi2317,Han_noNWC
Han_Jiangxi2344,Han_noNWC
Han_Jiangxi2213,Han_noNWC
Han_Jiangxi2347,Han_noNWC
Han_Jiangxi2291,Han_noNWC
Han_Jiangxi2240,Han_noNWC
Han_Jiangxi2277,Han_noNWC
Han_Jiangxi2352,Han_noNWC
Han_Jiangxi2360,Han_noNWC
Han_Jiangxi2237,Han_noNWC
Han_Jiangxi2260,Han_noNWC
Han_Jiangxi2259,Han_noNWC
Han_Jiangxi2235,Han_noNWC
Han_Jiangxi2197,Han_noNWC
Han_Jiangxi2178,Han_noNWC
Han_Jiangxi2252,Han_noNWC
Han_Jiangxi2262,Han_noNWC
Han_Jiangxi2207,Han_noNWC
Han_Jiangxi2230,Han_noNWC
Han_Jiangxi2278,Han_noNWC
Han_Jiangxi2261,Han_noNWC
Han_Jiangxi2206,Han_noNWC
Han_Jiangxi2280,Han_noNWC
Han_Jiangxi2274,Han_noNWC
Han_Jiangxi2232,Han_noNWC
Han_Jiangxi2304,Han_noNWC
Han_Jiangxi2331,Han_noNWC
Han_Jiangxi2287,Han_noNWC
Han_Jiangxi2183,Han_noNWC
Han_Jiangxi2310,Han_noNWC
Han_Jiangxi2199,Han_noNWC
Han_Jiangxi2201,Han_noNWC
Han_Jiangxi2229,Han_noNWC
Han_Jiangxi2211,Han_noNWC
Han_Jiangxi2296,Han_noNWC
Han_Jiangxi2335,Han_noNWC
Han_Jiangxi2225,Han_noNWC
Han_Jiangxi2324,Han_noNWC
Han_Jiangxi2305,Han_noNWC
Han_Jiangxi2185,Han_noNWC
Han_Jiangxi2368,Han_noNWC
Han_Jiangxi2361,Han_noNWC
Han_Jiangxi2295,Han_noNWC
Han_Jiangxi2298,Han_noNWC
Han_Jiangxi2308,Han_noNWC
Han_Jiangxi2363,Han_noNWC
Han_Jiangxi2328,Han_noNWC
Han_Jiangxi2275,Han_noNWC
Han_Jiangxi2227,Han_noNWC
Han_Jiangxi2367,Han_noNWC
Han_Jiangxi2319,Han_noNWC
Han_Jiangxi2306,Han_noNWC
Han_Jiangxi2248,Han_noNWC
Han_Jiangxi2338,Han_noNWC
Han_Jiangxi2365,Han_noNWC
Han_Jiangxi2184,Han_noNWC
Han_Jiangxi2202,Han_noNWC
Han_Jiangxi2353,Han_noNWC
Han_Jiangxi2355,Han_noNWC
Han_Jiangxi2224,Han_noNWC
Han_Jiangxi2249,Han_noNWC
Han_Jiangxi2253,Han_noNWC
Han_Jiangxi2269,Han_noNWC
Han_Jiangxi2284,Han_noNWC
Han_Jiangxi2293,Han_noNWC
Han_Jiangxi2359,Han_noNWC
Han_Jiangxi2190,Han_noNWC
Han_Jiangxi2218,Han_noNWC
Han_Jiangxi2349,Han_noNWC
Han_Jiangxi2221,Han_noNWC
Han_Jiangxi2285,Han_noNWC
Han_Jiangxi2270,Han_noNWC
Han_Jiangxi2334,Han_noNWC
Han_Jiangxi2243,Han_noNWC
Han_Jiangxi2301,Han_noNWC
Han_Jiangxi2327,Han_noNWC
Han_Jiangxi2307,Han_noNWC
Han_Jiangxi2198,Han_noNWC
Han_Jiangxi2239,Han_noNWC
Han_Jiangxi2187,Han_noNWC
Han_Jiangxi2222,Han_noNWC
Han_Jiangxi2358,Han_noNWC
Han_Jiangxi2192,Han_noNWC
Han_Jiangxi2256,Han_noNWC
Han_Jiangxi2314,Han_noNWC
Han_Jiangxi2323,Han_noNWC
Han_Jiangxi2315,Han_noNWC
Han_Jiangxi2342,Han_noNWC
Han_Jiangxi2245,Han_noNWC
Han_Jiangxi2297,Han_noNWC
Han_Jiangxi2364,Han_noNWC
Han_Jiangxi2228,Han_noNWC
Han_Jiangxi2267,Han_noNWC
Han_Jiangxi2282,Han_noNWC
Han_Jiangxi2333,Han_noNWC
Han_Jiangxi2189,Han_noNWC
Han_Jiangxi2357,Han_noNWC
Han_Jiangxi2212,Han_noNWC
Han_Jiangxi2300,Han_noNWC
Han_Jiangxi2246,Han_noNWC
Han_Jiangxi2268,Han_noNWC
Han_Jiangxi2290,Han_noNWC
Han_Jiangxi2203,Han_noNWC
Han_Jiangxi2214,Han_noNWC
Han_Jiangxi2234,Han_noNWC
Han_Jiangxi2321,Han_noNWC
Han_Jiangxi2322,Han_noNWC
Han_Jiangxi2343,Han_noNWC
Han_Jiangxi2362,Han_noNWC
Han_Jiangxi2182,Han_noNWC
Han_Jiangxi2311,Han_noNWC
Han_Jiangxi2265,Han_noNWC
Han_Jiangxi2299,Han_noNWC
Han_Jiangxi2208,Han_noNWC
Han_Jiangxi2345,Han_noNWC
Han_Jiangxi2302,Han_noNWC
Han_Jiangxi2351,Han_noNWC
Han_Jiangxi2238,Han_noNWC
Han_Jiangxi2258,Han_noNWC
Han_Jiangxi2266,Han_noNWC
Han_Jiangxi2250,Han_noNWC
Han_Jiangxi2204,Han_noNWC
Han_Jiangxi2326,Han_noNWC
Han_Jiangxi2194,Han_noNWC
Han_Jiangxi2292,Han_noNWC
Han_Jiangxi2320,Han_noNWC
Han_Jiangxi2332,Han_noNWC
Han_Jiangxi2369,Han_noNWC
Han_Jiangxi2372,Han_noNWC
Han_Jiangxi2356,Han_noNWC
Han_Jiangxi2276,Han_noNWC
Han_Jiangxi2346,Han_noNWC
Han_Jiangxi2216,Han_noNWC
Han_Jiangxi2288,Han_noNWC
Han_Jiangxi2312,Han_noNWC
Han_Jiangxi2191,Han_noNWC
Han_Jiangxi2366,Han_noNWC
Han_Jiangxi2242,Han_noNWC
Han_Jiangxi2247,Han_noNWC
Han_Jiangxi2223,Han_noNWC
Han_Jiangxi2350,Han_noNWC
Han_Jiangxi2179,Han_noNWC
Han_Jiangxi2181,Han_noNWC
Han_Jiangxi2233,Han_noNWC
Han_Jiangxi2241,Han_noNWC
Han_Jiangxi2339,Han_noNWC
Han_Jiangxi2340,Han_noNWC
Han_Jiangxi2257,Han_noNWC
Han_Jiangxi2200,Han_noNWC
Han_Jiangxi2193,Han_noNWC
Han_Jiangxi2217,Han_noNWC
Han_Jiangxi2370,Han_noNWC
Han_Jiangxi2272,Han_noNWC
Han_Jiangxi2254,Han_noNWC
Han_Jiangxi2186,Han_noNWC
Han_Jilin 2883,Han_noNWC
Han_Jilin 2886,Han_noNWC
Han_Jilin 2930,Han_noNWC
Han_Jilin 2876,Han_noNWC
Han_Jilin 2902,Han_noNWC
Han_Jilin 2922,Han_noNWC
Han_Jilin 2875,Han_noNWC
Han_Jilin 2938,Han_noNWC
Han_Jilin 2895,Han_noNWC
Han_Jilin 2939,Han_noNWC
Han_Jilin 2874,Han_noNWC
Han_Jilin 2891,Han_noNWC
Han_Jilin 2899,Han_noNWC
Han_Jilin 2905,Han_noNWC
Han_Jilin 2919,Han_noNWC
Han_Jilin 2898,Han_noNWC
Han_Jilin 2877,Han_noNWC
Han_Jilin 2909,Han_noNWC
Han_Jilin 2917,Han_noNWC
Han_Jilin 2888,Han_noNWC
Han_Jilin 2927,Han_noNWC
Han_Jilin 2881,Han_noNWC
Han_Jilin 2882,Han_noNWC
Han_Jilin 2933,Han_noNWC
Han_Jilin 2916,Han_noNWC
Han_Jilin 2907,Han_noNWC
Han_Jilin 2918,Han_noNWC
Han_Jilin 2897,Han_noNWC
Han_Jilin 2884,Han_noNWC
Han_Jilin 2931,Han_noNWC
Han_Jilin 2873,Han_noNWC
Han_Jilin 2892,Han_noNWC
Han_Jilin 2906,Han_noNWC
Han_Jilin 2908,Han_noNWC
Han_Jilin 2929,Han_noNWC
Han_Jilin 2904,Han_noNWC
Han_Jilin 2925,Han_noNWC
Han_Jilin 2926,Han_noNWC
Han_Jilin 2912,Han_noNWC
Han_Jilin 2880,Han_noNWC
Han_Jilin 2893,Han_noNWC
Han_Jilin 2887,Han_noNWC
Han_Jilin 2921,Han_noNWC
Han_Jilin 2889,Han_noNWC
Han_Jilin 2903,Han_noNWC
Han_Jilin 2920,Han_noNWC
Han_Jilin 2937,Han_noNWC
Han_Jilin 2934,Han_noNWC
Han_Jilin 2910,Han_noNWC
Han_Jilin 2913,Han_noNWC
Han_Jilin 2932,Han_noNWC
Han_Jilin 2896,Han_noNWC
Han_Jilin 2872,Han_noNWC
Han_Jilin 2885,Han_noNWC
Han_Jilin 2924,Han_noNWC
Han_Jilin 2879,Han_noNWC
Han_Jilin 2900,Han_noNWC
Han_Jilin 2915,Han_noNWC
Han_Jilin 2936,Han_noNWC
Han_Jilin 2935,Han_noNWC
Han_Jilin 2911,Han_noNWC
Han_Jilin 2901,Han_noNWC
Han_Jilin 2928,Han_noNWC
Han_Jilin 2890,Han_noNWC
Han_Jilin 2894,Han_noNWC
Han_Jilin 2923,Han_noNWC
Han_Jilin 2914,Han_noNWC
Han_Jilin 2871,Han_noNWC
Han_Jilin 2878,Han_noNWC
Han_Liaoning2041,Han_noNWC
Han_Liaoning2084,Han_noNWC
Han_Liaoning2087,Han_noNWC
Han_Liaoning2166,Han_noNWC
Han_Liaoning2021,Han_noNWC
Han_Liaoning2102,Han_noNWC
Han_Liaoning2069,Han_noNWC
Han_Liaoning2083,Han_noNWC
Han_Liaoning2170,Han_noNWC
Han_Liaoning2171,Han_noNWC
Han_Liaoning2077,Han_noNWC
Han_Liaoning2109,Han_noNWC
Han_Liaoning2024,Han_noNWC
Han_Liaoning2060,Han_noNWC
Han_Liaoning2151,Han_noNWC
Han_Liaoning2088,Han_noNWC
Han_Liaoning2163,Han_noNWC
Han_Liaoning2126,Han_noNWC
Han_Liaoning2139,Han_noNWC
Han_Liaoning2092,Han_noNWC
Han_Liaoning2095,Han_noNWC
Han_Liaoning2149,Han_noNWC
Han_Liaoning2085,Han_noNWC
Han_Liaoning2173,Han_noNWC
Han_Liaoning2125,Han_noNWC
Han_Liaoning2133,Han_noNWC
Han_Liaoning2037,Han_noNWC
Han_Liaoning2018,Han_noNWC
Han_Liaoning2046,Han_noNWC
Han_Liaoning2162,Han_noNWC
Han_Liaoning2154,Han_noNWC
Han_Liaoning2017,Han_noNWC
Han_Liaoning2074,Han_noNWC
Han_Liaoning2164,Han_noNWC
Han_Liaoning2031,Han_noNWC
Han_Liaoning2075,Han_noNWC
Han_Liaoning2027,Han_noNWC
Han_Liaoning2113,Han_noNWC
Han_Liaoning2119,Han_noNWC
Han_Liaoning2160,Han_noNWC
Han_Liaoning2026,Han_noNWC
Han_Liaoning2072,Han_noNWC
Han_Liaoning2081,Han_noNWC
Han_Liaoning2110,Han_noNWC
Han_Liaoning2042,Han_noNWC
Han_Liaoning2035,Han_noNWC
Han_Liaoning2111,Han_noNWC
Han_Liaoning2023,Han_noNWC
Han_Liaoning2040,Han_noNWC
Han_Liaoning2055,Han_noNWC
Han_Liaoning2067,Han_noNWC
Han_Liaoning2100,Han_noNWC
Han_Liaoning2147,Han_noNWC
Han_Liaoning2148,Han_noNWC
Han_Liaoning2157,Han_noNWC
Han_Liaoning2165,Han_noNWC
Han_Liaoning2078,Han_noNWC
Han_Liaoning2156,Han_noNWC
Han_Liaoning2058,Han_noNWC
Han_Liaoning2025,Han_noNWC
Han_Liaoning2094,Han_noNWC
Han_Liaoning2080,Han_noNWC
Han_Liaoning2123,Han_noNWC
Han_Liaoning2101,Han_noNWC
Han_Liaoning2061,Han_noNWC
Han_Liaoning2090,Han_noNWC
Han_Liaoning2054,Han_noNWC
Han_Liaoning2122,Han_noNWC
Han_Liaoning2082,Han_noNWC
Han_Liaoning2120,Han_noNWC
Han_Liaoning2172,Han_noNWC
Han_Liaoning2130,Han_noNWC
Han_Liaoning2093,Han_noNWC
Han_Liaoning2132,Han_noNWC
Han_Liaoning2066,Han_noNWC
Han_Liaoning2016,Han_noNWC
Han_Liaoning2051,Han_noNWC
Han_Liaoning2028,Han_noNWC
Han_Liaoning2138,Han_noNWC
Han_Liaoning2128,Han_noNWC
Han_Liaoning2107,Han_noNWC
Han_Liaoning2020,Han_noNWC
Han_Liaoning2168,Han_noNWC
Han_Liaoning2155,Han_noNWC
Han_Liaoning2030,Han_noNWC
Han_Liaoning2136,Han_noNWC
Han_Liaoning2137,Han_noNWC
Han_Liaoning2169,Han_noNWC
Han_Liaoning2053,Han_noNWC
Han_Liaoning2116,Han_noNWC
Han_Liaoning2150,Han_noNWC
Han_Liaoning2050,Han_noNWC
Han_Liaoning2057,Han_noNWC
Han_Liaoning2086,Han_noNWC
Han_Liaoning2134,Han_noNWC
Han_Liaoning2034,Han_noNWC
Han_Liaoning2143,Han_noNWC
Han_Liaoning2158,Han_noNWC
Han_Liaoning2043,Han_noNWC
Han_Liaoning2115,Han_noNWC
Han_Liaoning2131,Han_noNWC
Han_Liaoning2022,Han_noNWC
Han_Liaoning2062,Han_noNWC
Han_Liaoning2104,Han_noNWC
Han_Liaoning2112,Han_noNWC
Han_Liaoning2048,Han_noNWC
Han_Liaoning2039,Han_noNWC
Han_Liaoning2071,Han_noNWC
Han_Liaoning2167,Han_noNWC
Han_Liaoning2045,Han_noNWC
Han_Liaoning2096,Han_noNWC
Han_Liaoning2098,Han_noNWC
Han_Liaoning2044,Han_noNWC
Han_Liaoning2076,Han_noNWC
Han_Liaoning2063,Han_noNWC
Han_Liaoning2127,Han_noNWC
Han_Liaoning2047,Han_noNWC
Han_Liaoning2065,Han_noNWC
Han_Liaoning2079,Han_noNWC
Han_Liaoning2142,Han_noNWC
Han_Liaoning2175,Han_noNWC
Han_Liaoning2038,Han_noNWC
Han_Liaoning2056,Han_noNWC
Han_Liaoning2118,Han_noNWC
Han_Liaoning2161,Han_noNWC
Han_Liaoning2174,Han_noNWC
Han_Liaoning2124,Han_noNWC
Han_Liaoning2145,Han_noNWC
Han_Liaoning2068,Han_noNWC
Han_Liaoning2070,Han_noNWC
Han_Liaoning2049,Han_noNWC
Han_Liaoning2152,Han_noNWC
Han_Liaoning2097,Han_noNWC
Han_Liaoning2019,Han_noNWC
Han_Liaoning2089,Han_noNWC
Han_Liaoning2176,Han_noNWC
Han_Liaoning2141,Han_noNWC
Han_Liaoning2129,Han_noNWC
Han_Liaoning2036,Han_noNWC
Han_Liaoning2073,Han_noNWC
Han_Liaoning2106,Han_noNWC
Han_Liaoning2140,Han_noNWC
Han_Liaoning2121,Han_noNWC
Han_Liaoning2153,Han_noNWC
Han_Liaoning2105,Han_noNWC
Han_Liaoning2117,Han_noNWC
Han_Liaoning2144,Han_noNWC
Han_Liaoning2146,Han_noNWC
Han_Liaoning2029,Han_noNWC
Han_Liaoning2052,Han_noNWC
Han_Liaoning2091,Han_noNWC
Han_Liaoning2114,Han_noNWC
Han_Liaoning2099,Han_noNWC
Han_Liaoning2059,Han_noNWC
Han_Liaoning2103,Han_noNWC
Han_Liaoning2032,Han_noNWC
Han_Liaoning2033,Han_noNWC
Han_Liaoning2108,Han_noNWC
Han_Liaoning2135,Han_noNWC
Han_Liaoning2064,Han_noNWC
Han_Liaoning2159,Han_noNWC
Han_Shandong1817,Han_noNWC
Han_Shandong1403,Han_noNWC
Han_Shandong1657,Han_noNWC
Han_Shandong1714,Han_noNWC
Han_Shandong1750,Han_noNWC
Han_Shandong1729,Han_noNWC
Han_Shandong1428,Han_noNWC
Han_Shandong1548,Han_noNWC
Han_Shandong1649,Han_noNWC
Han_Shandong1857,Han_noNWC
Han_Shandong1952,Han_noNWC
Han_Shandong1831,Han_noNWC
Han_Shandong1386,Han_noNWC
Han_Shandong1412,Han_noNWC
Han_Shandong1528,Han_noNWC
Han_Shandong1797,Han_noNWC
Han_Shandong1372,Han_noNWC
Han_Shandong1394,Han_noNWC
Han_Shandong1534,Han_noNWC
Han_Shandong1594,Han_noNWC
Han_Shandong1606,Han_noNWC
Han_Shandong1613,Han_noNWC
Han_Shandong1653,Han_noNWC
Han_Shandong1850,Han_noNWC
Han_Shandong1915,Han_noNWC
Han_Shandong1399,Han_noNWC
Han_Shandong1564,Han_noNWC
Han_Shandong1595,Han_noNWC
Han_Shandong1600,Han_noNWC
Han_Shandong1792,Han_noNWC
Han_Shandong1862,Han_noNWC
Han_Shandong1884,Han_noNWC
Han_Shandong1391,Han_noNWC
Han_Shandong1859,Han_noNWC
Han_Shandong1882,Han_noNWC
Han_Shandong1511,Han_noNWC
Han_Shandong1651,Han_noNWC
Han_Shandong1482,Han_noNWC
Han_Shandong1589,Han_noNWC
Han_Shandong1724,Han_noNWC
Han_Shandong1725,Han_noNWC
Han_Shandong1900,Han_noNWC
Han_Shandong1470,Han_noNWC
Han_Shandong1790,Han_noNWC
Han_Shandong1467,Han_noNWC
Han_Shandong1760,Han_noNWC
Han_Shandong1804,Han_noNWC
Han_Shandong1435,Han_noNWC
Han_Shandong1522,Han_noNWC
Han_Shandong1591,Han_noNWC
Han_Shandong1678,Han_noNWC
Han_Shandong1717,Han_noNWC
Han_Shandong1779,Han_noNWC
Han_Shandong1799,Han_noNWC
Han_Shandong1834,Han_noNWC
Han_Shandong1871,Han_noNWC
Han_Shandong1934,Han_noNWC
Han_Shandong1938,Han_noNWC
Han_Shandong1694,Han_noNWC
Han_Shandong1929,Han_noNWC
Han_Shandong1472,Han_noNWC
Han_Shandong1886,Han_noNWC
Han_Shandong1962,Han_noNWC
Han_Shandong1392,Han_noNWC
Han_Shandong1393,Han_noNWC
Han_Shandong1413,Han_noNWC
Han_Shandong1451,Han_noNWC
Han_Shandong1531,Han_noNWC
Han_Shandong1601,Han_noNWC
Han_Shandong1648,Han_noNWC
Han_Shandong1650,Han_noNWC
Han_Shandong1695,Han_noNWC
Han_Shandong1785,Han_noNWC
Han_Shandong1798,Han_noNWC
Han_Shandong1805,Han_noNWC
Han_Shandong1883,Han_noNWC
Han_Shandong1896,Han_noNWC
Han_Shandong1939,Han_noNWC
Han_Shandong1945,Han_noNWC
Han_Shandong1389,Han_noNWC
Han_Shandong1538,Han_noNWC
Han_Shandong1586,Han_noNWC
Han_Shandong1723,Han_noNWC
Han_Shandong1893,Han_noNWC
Han_Shandong1424,Han_noNWC
Han_Shandong1950,Han_noNWC
Han_Shandong1378,Han_noNWC
Han_Shandong1379,Han_noNWC
Han_Shandong1429,Han_noNWC
Han_Shandong1771,Han_noNWC
Han_Shandong1535,Han_noNWC
Han_Shandong1849,Han_noNWC
Han_Shandong1691,Han_noNWC
Han_Shandong1418,Han_noNWC
Han_Shandong1708,Han_noNWC
Han_Shandong1406,Han_noNWC
Han_Shandong1637,Han_noNWC
Han_Shandong1587,Han_noNWC
Han_Shandong1442,Han_noNWC
Han_Shandong1843,Han_noNWC
Han_Shandong1473,Han_noNWC
Han_Shandong1669,Han_noNWC
Han_Shandong1682,Han_noNWC
Han_Shandong1745,Han_noNWC
Han_Shandong1833,Han_noNWC
Han_Shandong1851,Han_noNWC
Han_Shandong1924,Han_noNWC
Han_Shandong1599,Han_noNWC
Han_Shandong1645,Han_noNWC
Han_Shandong1701,Han_noNWC
Han_Shandong1715,Han_noNWC
Han_Shandong1512,Han_noNWC
Han_Shandong1740,Han_noNWC
Han_Shandong1782,Han_noNWC
Han_Shandong1822,Han_noNWC
Han_Shandong1709,Han_noNWC
Han_Shandong1506,Han_noNWC
Han_Shandong1408,Han_noNWC
Han_Shandong1838,Han_noNWC
Han_Shandong1597,Han_noNWC
Han_Shandong1646,Han_noNWC
Han_Shandong1706,Han_noNWC
Han_Shandong1721,Han_noNWC
Han_Shandong1755,Han_noNWC
Han_Shandong1912,Han_noNWC
Han_Shandong1475,Han_noNWC
Han_Shandong1672,Han_noNWC
Han_Shandong1536,Han_noNWC
Han_Shandong1640,Han_noNWC
Han_Shandong1681,Han_noNWC
Han_Shandong1712,Han_noNWC
Han_Shandong1806,Han_noNWC
Han_Shandong1375,Han_noNWC
Han_Shandong1676,Han_noNWC
Han_Shandong1561,Han_noNWC
Han_Shandong1629,Han_noNWC
Han_Shandong1693,Han_noNWC
Han_Shandong1919,Han_noNWC
Han_Shandong1376,Han_noNWC
Han_Shandong1642,Han_noNWC
Han_Shandong1825,Han_noNWC
Han_Shandong1446,Han_noNWC
Han_Shandong1687,Han_noNWC
Han_Shandong1719,Han_noNWC
Han_Shandong1922,Han_noNWC
Han_Shandong1370,Han_noNWC
Han_Shandong1411,Han_noNWC
Han_Shandong1437,Han_noNWC
Han_Shandong1776,Han_noNWC
Han_Shandong1827,Han_noNWC
Han_Shandong1861,Han_noNWC
Han_Shandong1905,Han_noNWC
Han_Shandong1414,Han_noNWC
Han_Shandong1400,Han_noNWC
Han_Shandong1529,Han_noNWC
Han_Shandong1532,Han_noNWC
Han_Shandong1628,Han_noNWC
Han_Shandong1830,Han_noNWC
Han_Shandong1841,Han_noNWC
Han_Shandong1744,Han_noNWC
Han_Shandong1488,Han_noNWC
Han_Shandong1749,Han_noNWC
Han_Shandong1762,Han_noNWC
Han_Shandong1874,Han_noNWC
