"population","k","shannon","simpson","heff_expH","heff_1sumP2"
"AEES",47,3.25248258243476,0.936426548101402,25.8544461035792,15.7298364354202
"AESP",56,2.55108559025605,0.809307479224377,12.821014599095,5.24404416037188
"ANEA",53,2.99862550454314,0.882293452930572,20.0579484084257,8.49570414643257
"ANWC",40,2.89094617636239,0.888060099099579,18.01034250257,8.93336506425512
"ASAF",41,3.26966125843168,0.944857312722949,26.3024281083003,18.1347708894879
"ASEA",25,2.69938937568454,0.906012894171308,14.8706485723532,10.63975734951
"Han_noNWC",89,2.83776004879562,0.877983564047038,17.077469963637,8.19561719033907
"Han_NWCM",121,3.00974436502341,0.88881761912592,20.2822144190626,8.99423084969332
