"population","PC1","PC2","PC3","PC4","PC5","group"
"AEES",-0.134790222445396,0.0225015687984688,-0.00699297517141778,0.155802843207554,-0.0361673867477258,"1"
"AESP",-0.323230346765218,-0.0878741133568437,0.0569262205475076,-0.0724250221732037,-0.0549873482625372,"1"
"ANEA",0.198523812858505,-0.0697767046312941,-0.043951769237239,0.00227246271776408,0.0615316383579987,"2"
"ANWC",-0.180633710037938,-0.0676479264392461,0.00183331831909647,0.00240616415809132,0.107653295713948,"1"
"ASAF",-0.0871889485153498,0.184081035576047,-0.141505820714503,-0.0501195301668308,-0.00596479181274485,"3"
"ASEA",0.125343192539688,0.152546744315054,0.169397098723385,-0.0128475603292601,0.0176286941144147,"4"
"Han_NWCM",0.188600858117523,-0.07053794602399,-0.0227091739739319,-0.00678791037706782,-0.0399822224503425,"2"
"Han_noNWC",0.213375364248186,-0.0632926582381965,-0.0129968984928982,-0.0183014470370469,-0.0497118789130108,"2"
