"hap","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"C",0.0457722577106121,0.187725368221872,3.89579072301768,1.43279659952742,0.000794839354211299
"C2a",0.00137068212263672,0.02718759005423,0.0126443690996898,0.0333254200406582,0.578947424017127
"C2a1",0.24904189484038,1.20335090757395,0.668572197459665,0.438549552124933,2.61325572697388
"C2a1a",1.9470561603019e-05,0.0114935391400448,0.0180033748749612,0.00168167502799478,0.0413997498603833
"C2a1a1",0.00569824149569623,0.344388220288167,0.111195503678645,0.667356090163708,7.04915832153613
"C2a1a2",0.00104571525694312,0.0243791711221791,0.000180506589645118,0.0801100710718666,1.1537728968157
"C2a1a3",0.0377836718770583,0.343449797641767,0.0568056948296088,0.452324575117744,1.1232681300314
"C2a1b",0.0713168910690555,0.525552652581353,0.507720338204181,0.402455273730399,7.54339607354768
"C2b1b",0.00802155933190304,0.0549647210110954,8.68435701722036,2.63353957575064,0.280399074542115
"D1a1a1",0.078733813529401,0.012014506612119,0.130782901497192,0.00431456619069562,0.103227355706558
"D1a1b1",0.0192562484773305,0.000186268097680306,0.206232192254535,0.00510125343230438,0.0545683152999218
"E1b1b1",2.62822934135679,0.73651879055833,0.00178131362736089,0.0938493669850321,0.0889199855200412
"F",0.094010387165142,0.013541163523623,3.53618441601937,0.311718843293533,0.0115196561414928
"J1a",0.437700494083939,1.44137718653503,0.025544403992033,0.623328291278926,1.7880262980908
"J1a2a1",0.326637530291071,1.29271253718198,0.000333139702984044,0.0299176330491005,0.308879270701401
"J2a1a1",2.21348662870847,0.0956143711790648,0.0861144426726769,0.0125915913973159,0.0284419932437379
"J2a2a1",0.327525246525412,1.66833026493675,0.572190462149774,0.836665780545581,5.64195621543244
"N",0.0811599711175087,0.511594076384356,0.746649914994857,0.864559723364758,1.04390286717521
"N1a1a",0.794748181499783,2.50315653238905,0.0988287289462237,0.535879549924583,0.214559564840303
"N1a1a1",1.96388345527622,5.69789142270691,2.99282162397688,9.64541251371975,0.0784444396824664
"N1a1a3",0.0246558562402329,0.00686494148221747,0.00705724239020182,0.0012462546100287,0.0371917734688015
"N1a2",0.000415368394782094,0.00519362665099526,0.00029678883429116,0.0194504276452424,0.277193451237974
"N1a2a",0.0434115797438447,0.46921384232879,1.91091795269994,0.137773738202544,6.88631079097807
"N1a2a1",0.0529205067712812,0.0150746767065849,0.130691120774189,0.0402753368168849,0.133267891591326
"N1b1",0.00263026831609653,0.000897648712497517,0.941792625177212,0.0485016899954504,0.10120032393025
"N1b2",0.0101568444966976,0.0161193069452189,1.88743075923258,0.0154887434671348,0.343458418412945
"N2",0.293276270738229,1.64776295635927,0.883147800461423,4.41913631702145,0.439838968678
"N2a",0.153477265112587,0.558494907733505,0.000911507186369834,0.100651642961592,1.28550447389515
"No1",0.0604001431427768,0.230586464980698,1.4570676752704,0.51722234955773,0.211497611688024
"O1a",0.357158542106643,0.0234520581570746,7.48638114952878,0.525211909552041,0.218642612787601
"O2a1b1",0.804491722984789,0.451032731780303,0.801717397870393,0.0794194659036716,0.00768851325155629
"O2a2b1",1.4544452945357,0.722769306725255,0.134475027076363,0.113026765158533,0.111094423992922
"O2a2b2",0.169637341095494,0.0877223133924748,0.0259970422285811,0.000202013126273906,0.00302090113802651
"Q1",0.116312818491186,0.643933794670829,0.352155538297157,1.71200943822291,0.164840690866889
"Q1a1a",0.00434777725270179,0.13369071460126,0.125997524039111,0.162515838345857,2.87691224466061
"Q1a1a1",0.138713000546527,0.0459715815311144,0.141733481885978,0.0524612604969034,0.234088333841801
"Q1a1a2",0.0453362626594374,0.32103114819735,0.860173165801101,0.136440107168277,4.32582975930591
"Q1b",0.897292154974023,2.70417866504909,0.223499357291875,0.3672449657597,0.376755629122722
"Q1b1",0.0677931303474776,0.40631627696096,0.219367322013501,1.1516490506144,0.0841694024557831
