"population","hap","count","freq","class"
"Han_noNWC","O2b1b",11,0.00230366492146597,"Very rare"
"Han_noNWC","O2b2a",1,0.000209424083769634,"Singleton"
"Han_noNWC","Q1a1a",7,0.00146596858638743,"Very rare"
"Han_noNWC","Q1a1a1",119,0.0249214659685864,"Rare"
"Han_noNWC","Q1a2",1,0.000209424083769634,"Singleton"
"Han_noNWC","Q1b1",1,0.000209424083769634,"Singleton"
"Han_noNWC","Q1b1a3",1,0.000209424083769634,"Singleton"
"Han_noNWC","Q1b2b1",1,0.000209424083769634,"Singleton"
"Han_noNWC","Q2",1,0.000209424083769634,"Singleton"
"Han_noNWC","Q2a",1,0.000209424083769634,"Singleton"
"Han_noNWC","R",1,0.000209424083769634,"Singleton"
"Han_noNWC","R1a1a1",37,0.00774869109947644,"Very rare"
"Han_noNWC","R1b",1,0.000209424083769634,"Singleton"
"Han_noNWC","R1b1",4,0.000837696335078534,"Very rare"
"Han_noNWC","R1b1a1",11,0.00230366492146597,"Very rare"
"Han_noNWC","R2a2b",1,0.000209424083769634,"Singleton"
"Han_noNWC","R2a2b1",2,0.000418848167539267,"Doubleton"
"Han_noNWC","T",11,0.00230366492146597,"Very rare"
