"population","hap","count","freq"
"ANWC","R1b2",5,0.0364963503649635
"ANWC","R1b2b2",5,0.0364963503649635
"Han_NWCM","O1a1a1",393,0.0360451251949005
"Han_NWCM","Q1a1a1",393,0.0360451251949005
"AEES","Q1a1a",6,0.0359281437125748
"Han_noNWC","O2a2a1",171,0.0358115183246073
"Han_noNWC","O1b1a2",170,0.0356020942408377
"ASAF","R2a",4,0.0344827586206897
"Han_NWCM","O2a2b2",374,0.0343024855544346
"Han_NWCM","D1a1a1",370,0.0339356140511786
"ASEA","N1b2",5,0.033112582781457
"ASEA","O1a1a1",5,0.033112582781457
"ASEA","O2a2b2",5,0.033112582781457
"ANEA","O1b1a2",13,0.0325814536340852
"Han_NWCM","O1b1a2",346,0.0317343850316427
"ANEA","C2b1a2",12,0.0300751879699248
"ANEA","N1b1",12,0.0300751879699248
"AEES","C2a1a3",5,0.029940119760479
"ANWC","R1",4,0.0291970802919708
"Han_noNWC","O2a2b2",137,0.0286910994764398
"ASEA","D1a1b1",4,0.0264900662251656
"ASEA","O2a2a1",4,0.0264900662251656
"ASAF","J1b",3,0.0258620689655172
"ASAF","J2a1a",3,0.0258620689655172
"ASAF","Q2b",3,0.0258620689655172
"ASAF","R2b",3,0.0258620689655172
"Han_NWCM","C2b1a1",279,0.0255892873521049
"Han_NWCM","O2a2a1",277,0.0254058516004769
"Han_noNWC","C2b1b1",120,0.025130890052356
"ANEA","C2b1",10,0.025062656641604
"ANEA","O1a",10,0.025062656641604
"Han_noNWC","Q1a1a1",119,0.0249214659685864
"AESP","J2a1a1",7,0.0245614035087719
"Han_noNWC","O1a1a2",116,0.0242931937172775
"Han_NWCM","R1a1a1",264,0.024213519214895
"Han_noNWC","O2a1a1",115,0.0240837696335079
"AEES","C2a1a2",4,0.0239520958083832
"AEES","J2a2a1",4,0.0239520958083832
"AEES","Q1a1a1",4,0.0239520958083832
"ANWC","J2a1a1",3,0.0218978102189781
"ANWC","N2",3,0.0218978102189781
"ANWC","Q2a",3,0.0218978102189781
"Han_NWCM","C2b1b1",236,0.0216454186921031
"AESP","Q1b",6,0.0210526315789474
"ANEA","C2b1b1",8,0.0200501253132832
"ANEA","Q1a1a1",8,0.0200501253132832
"ASEA","C",3,0.0198675496688742
"ASEA","O1a",3,0.0198675496688742
"ASEA","O2a1b",3,0.0198675496688742
"Han_noNWC","C2b1a1",89,0.0186387434554974
"AEES","C2a1",3,0.0179640718562874
"AEES","C2a1b",3,0.0179640718562874
"AEES","J1a2a1",3,0.0179640718562874
"AEES","N2",3,0.0179640718562874
"AEES","O2a1b1",3,0.0179640718562874
"AEES","O2a2b1",3,0.0179640718562874
"AESP","N1a1a",5,0.0175438596491228
"ANEA","D1a1b1",7,0.0175438596491228
"ANEA","K2b2a",7,0.0175438596491228
"ANEA","N1b1a2",7,0.0175438596491228
"ANEA","O2a2b2",7,0.0175438596491228
"Han_NWCM","O2a1a1",188,0.0172429606530313
"ASAF","H1a1",2,0.0172413793103448
"ASAF","I2a1b1",2,0.0172413793103448
"ASAF","J",2,0.0172413793103448
"ASAF","J2b",2,0.0172413793103448
"ASAF","J2b2",2,0.0172413793103448
"ASAF","O1a",2,0.0172413793103448
"ASAF","R1b1a1",2,0.0172413793103448
"ASAF","T1a3b",2,0.0172413793103448
"ANEA","F",6,0.0150375939849624
"ANWC","C2a1a3",2,0.0145985401459854
"ANWC","D1a1a1",2,0.0145985401459854
"ANWC","J1a2a1",2,0.0145985401459854
"ANWC","Q1b",2,0.0145985401459854
"ANWC","Q1b1a3",2,0.0145985401459854
"ANWC","Q2a1",2,0.0145985401459854
"Han_NWCM","D1a1b1",154,0.0141245528753554
"AESP","J1a2a1",4,0.0140350877192982
"AESP","K2b2a",4,0.0140350877192982
"AESP","No",4,0.0140350877192982
"Han_NWCM","N1a2a1",153,0.0140328349995414
"ASEA","D1a1a1",2,0.0132450331125828
"ASEA","F",2,0.0132450331125828
"ASEA","O1a1a2",2,0.0132450331125828
"Han_NWCM","C2a1a1",139,0.0127487847381455
"Han_NWCM","O1a1a2",139,0.0127487847381455
"ANEA","N1a1a3",5,0.012531328320802
"ANEA","N1a2a",5,0.012531328320802
"ANEA","O1b1a1",5,0.012531328320802
"Han_noNWC","D1a1a1",58,0.0121465968586387
"Han_NWCM","N1b2",131,0.0120150417316335
"AEES","D1a1a1",2,0.0119760479041916
"AEES","J1a",2,0.0119760479041916
"AEES","N",2,0.0119760479041916
"AEES","N1a1a",2,0.0119760479041916
"AEES","N1a2a1",2,0.0119760479041916
"AEES","O1a",2,0.0119760479041916
"AEES","Q1a1a2",2,0.0119760479041916
"AEES","R1b2",2,0.0119760479041916
"Han_NWCM","N1b2a1",129,0.0118316059800055
"Han_noNWC","N1b2",53,0.0110994764397906
"Han_NWCM","N1a1a1",116,0.0106392735944236
"AESP","E1b1b",3,0.0105263157894737
"AESP","I2a1b1",3,0.0105263157894737
"AESP","J1a",3,0.0105263157894737
"AESP","Q1b1a3",3,0.0105263157894737
"AESP","Q1b2a1",3,0.0105263157894737
"AESP","R1a",3,0.0105263157894737
"AESP","R2",3,0.0105263157894737
"AESP","R2a2",3,0.0105263157894737
"ANEA","C2",4,0.0100250626566416
"ANEA","C2b1a1",4,0.0100250626566416
"ANEA","N1",4,0.0100250626566416
"ANEA","N1a3",4,0.0100250626566416
"Han_noNWC","N1a2a1",47,0.00984293193717277
"ASAF","C1b1a1",1,0.00862068965517241
"ASAF","D1a2b1",1,0.00862068965517241
"ASAF","E1b1",1,0.00862068965517241
"ASAF","F",1,0.00862068965517241
"ASAF","G2a2a",1,0.00862068965517241
"ASAF","G2a2b2",1,0.00862068965517241
"ASAF","H1a1a1",1,0.00862068965517241
"ASAF","H3b2a",1,0.00862068965517241
"ASAF","J1a2b1",1,0.00862068965517241
"ASAF","J2a2a",1,0.00862068965517241
"ASAF","J2b2a2",1,0.00862068965517241
"ASAF","K2b2a",1,0.00862068965517241
"ASAF","L1",1,0.00862068965517241
"ASAF","O1b1a1",1,0.00862068965517241
"ASAF","O1b2a1",1,0.00862068965517241
"ASAF","Q1a2a2",1,0.00862068965517241
"ASAF","Q2a1a",1,0.00862068965517241
"ASAF","R1",1,0.00862068965517241
"ASAF","R2a2",1,0.00862068965517241
"ASAF","R2a2b",1,0.00862068965517241
"ASAF","T1a2a",1,0.00862068965517241
"Han_NWCM","O2b1a",88,0.00807117307163166
"Han_noNWC","R1a1a1",37,0.00774869109947644
"Han_NWCM","O1b2a1",83,0.00761258369256168
"ANEA","C2b1b",3,0.0075187969924812
"ANEA","D1a2a1",3,0.0075187969924812
"ANEA","N1b1a1",3,0.0075187969924812
"ANEA","O2a1a1",3,0.0075187969924812
"ANEA","O2a2b",3,0.0075187969924812
"Han_noNWC","O2a2a2",35,0.00732984293193717
"ANWC","C2",1,0.0072992700729927
"ANWC","C2a1",1,0.0072992700729927
"ANWC","C2a1a1",1,0.0072992700729927
"ANWC","D1a1b1",1,0.0072992700729927
"ANWC","E1b1b1",1,0.0072992700729927
"ANWC","G2a2b2",1,0.0072992700729927
"ANWC","I2a1b1",1,0.0072992700729927
"ANWC","J2a2a1",1,0.0072992700729927
"ANWC","J2b2a2",1,0.0072992700729927
"ANWC","L1a1b3",1,0.0072992700729927
"ANWC","L1a2",1,0.0072992700729927
"ANWC","N",1,0.0072992700729927
"ANWC","N1",1,0.0072992700729927
"ANWC","N1a1a",1,0.0072992700729927
"ANWC","Q1",1,0.0072992700729927
"ANWC","Q1a2a1",1,0.0072992700729927
"ANWC","Q1b1",1,0.0072992700729927
"ANWC","Q1b1b1",1,0.0072992700729927
"ANWC","Q1b2a1",1,0.0072992700729927
"ANWC","Q1b2b",1,0.0072992700729927
"ANWC","Q1b2b1",1,0.0072992700729927
"ANWC","R1a1a",1,0.0072992700729927
"ANWC","R1b2b",1,0.0072992700729927
"AESP","E1b1b1",2,0.00701754385964912
"AESP","Q1a2a1",2,0.00701754385964912
"AESP","R1",2,0.00701754385964912
"AESP","R1a1a",2,0.00701754385964912
"AESP","R2a2b1",2,0.00701754385964912
"Han_NWCM","O2a1b2",74,0.00678712281023571
"Han_noNWC","N1a",32,0.00670157068062827
"ASEA","D1",1,0.00662251655629139
"ASEA","K2a",1,0.00662251655629139
"ASEA","N1a2a",1,0.00662251655629139
"ASEA","No1",1,0.00662251655629139
"ASEA","O1a2",1,0.00662251655629139
"ASEA","O2a2",1,0.00662251655629139
"ASEA","R1b1a1",1,0.00662251655629139
"Han_noNWC","N1b",30,0.00628272251308901
"Han_NWCM","N1a1a3",67,0.00614509767953774
"AEES","C",1,0.00598802395209581
"AEES","C2a",1,0.00598802395209581
"AEES","C2a1a",1,0.00598802395209581
"AEES","C2b1b",1,0.00598802395209581
"AEES","D1a1b1",1,0.00598802395209581
"AEES","E1b1b1",1,0.00598802395209581
"AEES","F",1,0.00598802395209581
"AEES","J2a1a1",1,0.00598802395209581
"AEES","N1a1a3",1,0.00598802395209581
"AEES","N1a2",1,0.00598802395209581
"AEES","N1b1",1,0.00598802395209581
"AEES","N1b2",1,0.00598802395209581
"AEES","N2a",1,0.00598802395209581
"AEES","No1",1,0.00598802395209581
"AEES","O2a2b2",1,0.00598802395209581
"AEES","Q1",1,0.00598802395209581
"AEES","Q1b",1,0.00598802395209581
"AEES","Q1b1",1,0.00598802395209581
"AEES","R1",1,0.00598802395209581
"AEES","R1a1a",1,0.00598802395209581
"AEES","R1b2b1",1,0.00598802395209581
"AEES","R1b2b2",1,0.00598802395209581
"Han_NWCM","C2a1a2",62,0.00568650830046776
"Han_noNWC","O1b2a1",27,0.0056544502617801
"Han_noNWC","N1a1a3",26,0.00544502617801047
"Han_noNWC","O2b1a1",26,0.00544502617801047
"Han_noNWC","C2a1a1",25,0.00523560209424084
"ANEA","D1",2,0.0050125313283208
"ANEA","J2b2a2",2,0.0050125313283208
"ANEA","N1a",2,0.0050125313283208
"ANEA","N1b",2,0.0050125313283208
"ANEA","No1",2,0.0050125313283208
"ANEA","O1a1a2",2,0.0050125313283208
"ANEA","O2",2,0.0050125313283208
"Han_NWCM","N1b1a2",54,0.00495276529395579
"Han_noNWC","N1b1a2",23,0.00481675392670157
"Han_NWCM","J2a1a1",52,0.0047693295423278
"Han_NWCM","J",51,0.0046776116665138
"Han_noNWC","O2a1b2",22,0.00460732984293194
"Han_NWCM","O2a2a2",50,0.00458589379069981
"Han_NWCM","N1a3",49,0.00449417591488581
"Han_noNWC","N1b2a1",20,0.00418848167539267
"Han_noNWC","N1b1a1",18,0.0037696335078534
"Han_noNWC","N1b1b",18,0.0037696335078534
"Han_NWCM","R1b1a1",40,0.00366871503255985
"Han_noNWC","O2a2",17,0.00356020942408377
"AESP","C",1,0.00350877192982456
"AESP","C2a1",1,0.00350877192982456
"AESP","C2a1a",1,0.00350877192982456
"AESP","C2a1a3",1,0.00350877192982456
"AESP","C2b1b",1,0.00350877192982456
"AESP","D1a2b1",1,0.00350877192982456
"AESP","G2",1,0.00350877192982456
"AESP","G2a1",1,0.00350877192982456
"AESP","G2a2a",1,0.00350877192982456
"AESP","G2a2b1",1,0.00350877192982456
"AESP","H",1,0.00350877192982456
"AESP","H1a1a4",1,0.00350877192982456
"AESP","I2a1a1",1,0.00350877192982456
"AESP","J",1,0.00350877192982456
"AESP","J2a",1,0.00350877192982456
"AESP","J2a1a",1,0.00350877192982456
"AESP","J2a2",1,0.00350877192982456
"AESP","J2a2a1",1,0.00350877192982456
"AESP","J2b2a",1,0.00350877192982456
"AESP","L1a2",1,0.00350877192982456
"AESP","L1a2a",1,0.00350877192982456
"AESP","N1a",1,0.00350877192982456
"AESP","N2a",1,0.00350877192982456
"AESP","No1",1,0.00350877192982456
"AESP","O1b1a1",1,0.00350877192982456
"AESP","Q",1,0.00350877192982456
"AESP","Q1a2a",1,0.00350877192982456
"AESP","Q1b1a1",1,0.00350877192982456
"AESP","R",1,0.00350877192982456
"AESP","R1b1a2",1,0.00350877192982456
"AESP","R1b2",1,0.00350877192982456
"AESP","R1b2a",1,0.00350877192982456
"AESP","R2a",1,0.00350877192982456
"AESP","T1",1,0.00350877192982456
"Han_NWCM","N1b2a",38,0.00348527928093185
"Han_NWCM","Q1b1a3",37,0.00339356140511786
"Han_noNWC","O2b",16,0.00335078534031414
"Han_NWCM","N1b1",35,0.00321012565348987
"Han_NWCM","O1a3a1",34,0.00311840777767587
"Han_noNWC","O1a1a",14,0.00293193717277487
"Han_noNWC","O1a3a",14,0.00293193717277487
"Han_NWCM","C2a1a3",31,0.00284325415023388
"Han_NWCM","O2",31,0.00284325415023388
"Han_NWCM","Q1a1a",31,0.00284325415023388
"Han_NWCM","E1b1b1",30,0.00275153627441988
"Han_noNWC","C2a1a",13,0.00272251308900524
"Han_noNWC","N1a1a1",12,0.0025130890052356
"ANEA","C",1,0.0025062656641604
"ANEA","C2a1",1,0.0025062656641604
"ANEA","D1a1",1,0.0025062656641604
"ANEA","D1a2a2",1,0.0025062656641604
"ANEA","G2a2b2",1,0.0025062656641604
"ANEA","N",1,0.0025062656641604
"ANEA","N1a1a1",1,0.0025062656641604
"ANEA","O1",1,0.0025062656641604
"ANEA","O1a1b1",1,0.0025062656641604
"ANEA","O1a3a",1,0.0025062656641604
"ANEA","O1b1a",1,0.0025062656641604
"ANEA","O2a1",1,0.0025062656641604
"ANEA","Q1a1a",1,0.0025062656641604
"ANEA","Q1a1a2",1,0.0025062656641604
"ANEA","R1a1a",1,0.0025062656641604
"ANEA","R1a1a1",1,0.0025062656641604
"ANEA","R1b1a1",1,0.0025062656641604
"Han_noNWC","C2b1a",11,0.00230366492146597
"Han_noNWC","O2b1b",11,0.00230366492146597
"Han_noNWC","R1b1a1",11,0.00230366492146597
"Han_noNWC","T",11,0.00230366492146597
"Han_NWCM","C2b1b2",25,0.0022929468953499
"Han_NWCM","N1b1b",25,0.0022929468953499
"Han_noNWC","J2a1a1",10,0.00209424083769634
"Han_noNWC","O1b1a",10,0.00209424083769634
"Han_NWCM","R1b2",19,0.00174263964046593
"Han_noNWC","C2",8,0.00167539267015707
"Han_NWCM","N1a2",17,0.00155920388883793
"Han_NWCM","C1b1a2",16,0.00146748601302394
"Han_noNWC","G2a2",7,0.00146596858638743
"Han_noNWC","N1b1b1",7,0.00146596858638743
"Han_noNWC","O1a1b1",7,0.00146596858638743
"Han_noNWC","O2a1a",7,0.00146596858638743
"Han_noNWC","Q1a1a",7,0.00146596858638743
"Han_NWCM","N1a2a",15,0.00137576813720994
"Han_noNWC","N1a2a",6,0.0012565445026178
"Han_NWCM","C2a1a",12,0.00110061450976795
"Han_NWCM","R2a2b1",12,0.00110061450976795
"Han_noNWC","C2a1a3",5,0.00104712041884817
"Han_NWCM","J1a2a1",10,0.000917178758139961
"Han_NWCM","N1a2b3",10,0.000917178758139961
"Han_NWCM","O2b1b",10,0.000917178758139961
"Han_noNWC","C1b1a2",4,0.000837696335078534
"Han_noNWC","C2a1a2",4,0.000837696335078534
"Han_noNWC","E1b1b",4,0.000837696335078534
"Han_noNWC","F",4,0.000837696335078534
"Han_noNWC","J2a2a",4,0.000837696335078534
"Han_noNWC","O1",4,0.000837696335078534
"Han_noNWC","O1a2a2",4,0.000837696335078534
"Han_noNWC","R1b1",4,0.000837696335078534
"Han_NWCM","G2a2b2",9,0.000825460882325965
"Han_NWCM","J2",9,0.000825460882325965
"Han_NWCM","O1a1b1",9,0.000825460882325965
"Han_NWCM","O1a2a2",9,0.000825460882325965
"Han_NWCM","R2a2a1",8,0.000733743006511969
"Han_NWCM","L1a2",7,0.000642025130697973
"Han_NWCM","R2",7,0.000642025130697973
"Han_noNWC","C1a1",3,0.0006282722513089
"Han_noNWC","D1a1b1",3,0.0006282722513089
"Han_noNWC","J",3,0.0006282722513089
"Han_noNWC","J2b",3,0.0006282722513089
"Han_noNWC","N1b1",3,0.0006282722513089
"Han_NWCM","C2a",6,0.000550307254883977
"Han_NWCM","C2b1b",6,0.000550307254883977
"Han_NWCM","J2b2a",6,0.000550307254883977
"Han_NWCM","C2b1",5,0.000458589379069981
"Han_NWCM","J2a2a",5,0.000458589379069981
"Han_NWCM","L1a1",5,0.000458589379069981
"Han_NWCM","N1b1b1",5,0.000458589379069981
"Han_NWCM","O1a1b",5,0.000458589379069981
"Han_NWCM","O2b1a1",5,0.000458589379069981
"Han_noNWC","C2b1b2",2,0.000418848167539267
"Han_noNWC","D1a1",2,0.000418848167539267
"Han_noNWC","G1",2,0.000418848167539267
"Han_noNWC","G2a",2,0.000418848167539267
"Han_noNWC","O1a2",2,0.000418848167539267
"Han_noNWC","O2",2,0.000418848167539267
"Han_noNWC","R2a2b1",2,0.000418848167539267
"Han_NWCM","G2a",4,0.000366871503255985
"Han_NWCM","J1",4,0.000366871503255985
"Han_NWCM","J1a3a",4,0.000366871503255985
"Han_NWCM","O1b",4,0.000366871503255985
"Han_NWCM","Q1b2b1",4,0.000366871503255985
"Han_NWCM","Q2a1c1",4,0.000366871503255985
"Han_NWCM","R1b",4,0.000366871503255985
"Han_NWCM","R1b1a2",4,0.000366871503255985
"Han_NWCM","C2a1a4",3,0.000275153627441988
"Han_NWCM","C2b2",3,0.000275153627441988
"Han_NWCM","E1b1a1",3,0.000275153627441988
"Han_NWCM","G2a2b",3,0.000275153627441988
"Han_NWCM","I2a1b1",3,0.000275153627441988
"Han_NWCM","L1",3,0.000275153627441988
"Han_NWCM","L1a1b",3,0.000275153627441988
"Han_NWCM","O2b2a",3,0.000275153627441988
"Han_NWCM","Q1a2a2",3,0.000275153627441988
"Han_NWCM","Q1b1b",3,0.000275153627441988
"Han_noNWC","C2b1",1,0.000209424083769634
"Han_noNWC","H",1,0.000209424083769634
"Han_noNWC","I1",1,0.000209424083769634
"Han_noNWC","I2",1,0.000209424083769634
"Han_noNWC","L1a1",1,0.000209424083769634
"Han_noNWC","N",1,0.000209424083769634
"Han_noNWC","N1a2",1,0.000209424083769634
"Han_noNWC","O",1,0.000209424083769634
"Han_noNWC","O1a1b",1,0.000209424083769634
"Han_noNWC","O1b",1,0.000209424083769634
"Han_noNWC","O2b2a",1,0.000209424083769634
"Han_noNWC","Q1a2",1,0.000209424083769634
"Han_noNWC","Q1b1",1,0.000209424083769634
"Han_noNWC","Q1b1a3",1,0.000209424083769634
"Han_noNWC","Q1b2b1",1,0.000209424083769634
"Han_noNWC","Q2",1,0.000209424083769634
"Han_noNWC","Q2a",1,0.000209424083769634
"Han_noNWC","R",1,0.000209424083769634
"Han_noNWC","R1b",1,0.000209424083769634
"Han_noNWC","R2a2b",1,0.000209424083769634
"Han_NWCM","G1a1a1",2,0.000183435751627992
"Han_NWCM","H1a1",2,0.000183435751627992
"Han_NWCM","I1",2,0.000183435751627992
"Han_NWCM","J2b",2,0.000183435751627992
"Han_NWCM","O1",2,0.000183435751627992
"Han_NWCM","O1a3",2,0.000183435751627992
"Han_NWCM","O2b1",2,0.000183435751627992
"Han_NWCM","Q1b2b",2,0.000183435751627992
"Han_NWCM","R2a2",2,0.000183435751627992
"Han_NWCM","T1a1",2,0.000183435751627992
"Han_NWCM","T1a1a",2,0.000183435751627992
"Han_NWCM","C2a1b",1,9.17178758139961e-05
"Han_NWCM","D1a2a1",1,9.17178758139961e-05
"Han_NWCM","F2",1,9.17178758139961e-05
"Han_NWCM","G1",1,9.17178758139961e-05
"Han_NWCM","G2b",1,9.17178758139961e-05
"Han_NWCM","H1a1b1",1,9.17178758139961e-05
"Han_NWCM","H1a2b1",1,9.17178758139961e-05
"Han_NWCM","J1a3",1,9.17178758139961e-05
"Han_NWCM","J2b2a1",1,9.17178758139961e-05
"Han_NWCM","J2b2a2",1,9.17178758139961e-05
"Han_NWCM","J2b2b2",1,9.17178758139961e-05
"Han_NWCM","N2",1,9.17178758139961e-05
"Han_NWCM","O1a",1,9.17178758139961e-05
"Han_NWCM","O2a1a",1,9.17178758139961e-05
"Han_NWCM","O2a1b",1,9.17178758139961e-05
"Han_NWCM","O2b",1,9.17178758139961e-05
"Han_NWCM","Q1a2a",1,9.17178758139961e-05
"Han_NWCM","Q1b",1,9.17178758139961e-05
"Han_NWCM","Q1b2a1",1,9.17178758139961e-05
"Han_NWCM","Q2b",1,9.17178758139961e-05
"Han_NWCM","Q2b1",1,9.17178758139961e-05
"Han_NWCM","R1b1",1,9.17178758139961e-05
"Han_NWCM","R1b2b",1,9.17178758139961e-05
"Han_NWCM","R2a",1,9.17178758139961e-05
"Han_NWCM","R2a2b",1,9.17178758139961e-05
