"hap","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"C",0.0601340463235932,0.172715300268361,0.0198790246439486,4.3094470227245,0.372895951181038
"C2a",0.00231292265867421,0.0350422309342177,0.202392819820038,0.00259038865226557,1.03892138876846
"C2a1",0.0707522984445353,1.20221206145892,5.32197778234136,0.257679458064229,17.3940290240659
"C2b1",0.623871812569127,0.3011819811769,0.00751348031242078,1.15540943349237,0.000718079149672962
"D1a1",0.110128567870432,0.00704538839282238,0.252558788351642,1.8258272049103,3.42140125681524
"E1b1",3.35656007384734,0.826859942334669,0.0142554113188175,0.114929589867001,0.243089348115627
"F",0.097913718240815,0.0515063038184227,0.351095596573301,9.17875024980055,0.102712118896563
"J1a",0.626018332488291,1.7074766261215,0.399568709078588,0.0527999925085761,2.47471588071131
"J1a2",0.854920281758279,0.948119906349852,0.172642030308118,0.0183794570134676,0.388035430125456
"J2a1",3.89322262540528,0.552418634609167,0.0098715125927071,0.234020551975159,0.00307171520536348
"J2a2",0.535478547795062,0.468945395404491,0.855380471473317,0.00906337435846152,1.28848651679428
"N",0.114466463706836,0.585188276568252,3.09273534066834,0.333795679184647,0.199170180172972
"N1a1",2.06085586166674,5.45727679031522,12.2811622529319,0.130896264072164,2.48197187879823
"N1a2",0.0204505250163558,0.0402197123927368,0.67073173414573,0.00694662701323659,3.8163464582036
"N1b1",0.0702625325732452,0.0425928509870487,0.065259612941527,12.41801891658,0.913913612344571
"N1b2",0.0558254475091231,7.97319679121119e-08,0.375783973054909,1.79029101422506,0.0193105979129389
"N2",0.419232788647981,1.94605451994833,9.27889263881256,0.133301115741563,0.0287072370394677
"N2a",0.218742190963043,0.661273453953468,0.00345887347039523,0.0210153835222047,1.57841975721367
"No1",0.0838103123091852,0.233729141846243,0.0140967863392848,3.96105920982595,0.279894025113988
"O1a",0.389040623598778,0.102250879144128,1.08038098588493,19.9719933768335,0.0422141415893879
"O2a1",1.22892508069631,0.52289580931066,0.101507308061391,2.34244071884402,0.0941344457394996
"O2a2",2.36866236347469,0.961571106777197,0.0253429450296219,0.194097861505081,0.495830348470474
"Q1",0.165833158712535,0.759049872296715,3.60452802224626,0.047705479900359,0.019709507036959
"Q1a1",0.123231962369283,0.000470098919026224,0.252724160920127,0.134488422949444,2.99614129047374
"Q1b",1.29616307176832,3.20536435009274,1.07075179050545,0.00183967247730021,0.518795948824994
"Q1b1",1.00020447637186,4.74830763856199,13.2122710677292,0.173173694975904,4.2021194253391
"R1",1.69300175092812,1.54638161930439,3.15343882665818,0.260428108384919,4.90404188588319
"R1a1",11.1824308883688,19.5676316299385,3.98338177288923,0.332536755736367,0.0859263713811104
"R1b1",3.83053796729596,8.22693503791598,0.409768284506075,0.140021427059635,2.54573930726211
