"hap","total_n","n_pop","shannon_pop","evenness_pop","pop_detail","top_population","top_count"
"K2b2",12,3,0.887694275799104,0.808014151084447,"ANEA:7;AESP:4;ASAF:1","ANEA",7
"T",11,1,0,1,"Han_noNWC:11","Han_noNWC",11
"I2a1",10,4,1.27985422583367,0.923219672335508,"AESP:4;Han_NWCM:3;ASAF:2;ANWC:1","AESP",4
"L1a1",10,3,0.639031859650177,0.581671865717887,"Han_NWCM:8;ANWC:1;Han_noNWC:1","Han_NWCM",8
"Q1a2",10,5,1.41848366194566,0.881353453268883,"Han_NWCM:4;AESP:3;ANWC:1;ASAF:1;Han_noNWC:1","Han_NWCM",4
"Q1b",10,4,1.08889997534522,0.785475297227334,"AESP:6;ANWC:2;AEES:1;Han_NWCM:1","AESP",6
"R2",10,2,0.610864302054894,0.881290899230693,"Han_NWCM:7;AESP:3","Han_NWCM",7
"J2",9,1,0,1,"Han_NWCM:9","Han_NWCM",9
"No",9,2,0.686961576597323,0.991076059838222,"ASAF:5;AESP:4","ASAF",5
"R1",8,4,1.2130075659799,0.875,"ANWC:4;AESP:2;AEES:1;ASAF:1","ANWC",4
"C2a",7,2,0.410116318288409,0.591672778582327,"Han_NWCM:6;AEES:1","Han_NWCM",6
"D1a2",7,4,1.15374194270109,0.832248889600231,"ANEA:4;AESP:1;ASAF:1;Han_NWCM:1","ANEA",4
"J2b",7,3,1.07899220787758,0.982141032834875,"Han_noNWC:3;ASAF:2;Han_NWCM:2","Han_noNWC",3
"N2",7,3,1.00424247305408,0.914100892018565,"AEES:3;ANWC:3;Han_NWCM:1","AEES",3
"O1",7,3,0.955699891112534,0.869915529773626,"Han_noNWC:4;Han_NWCM:2;ANEA:1","Han_noNWC",4
"Q2a1",7,3,0.955699891112534,0.869915529773626,"Han_NWCM:4;ANWC:2;ASAF:1","Han_NWCM",4
"C",6,4,1.242453324894,0.896240625180289,"ASEA:3;AEES:1;AESP:1;ANEA:1","ASEA",3
"G2a",6,2,0.636514168294813,0.918295834054489,"Han_NWCM:4;Han_noNWC:2","Han_NWCM",4
"R2a",6,3,0.867563228481461,0.789690082142847,"ASAF:4;AESP:1;Han_NWCM:1","ASAF",4
"J1a",5,2,0.673011667009257,0.970950594454669,"AESP:3;AEES:2","AESP",3
"J1a3",5,1,0,1,"Han_NWCM:5","Han_NWCM",5
"N",5,4,1.33217904021012,0.960964047443681,"AEES:2;ANEA:1;ANWC:1;Han_noNWC:1","AEES",2
"N1",5,2,0.500402423538188,0.721928094887362,"ANEA:4;ANWC:1","ANEA",4
"No1",5,4,1.33217904021012,0.960964047443681,"ANEA:2;AEES:1;AESP:1;ASEA:1","ANEA",2
"O1b",5,2,0.500402423538188,0.721928094887362,"Han_NWCM:4;Han_noNWC:1","Han_NWCM",4
"R1b",5,2,0.500402423538188,0.721928094887362,"Han_NWCM:4;Han_noNWC:1","Han_NWCM",4
"J1",4,1,0,1,"Han_NWCM:4","Han_NWCM",4
"L1",4,2,0.562335144618808,0.811278124459133,"Han_NWCM:3;ASAF:1","Han_NWCM",3
"O2b2",4,2,0.562335144618808,0.811278124459133,"Han_NWCM:3;Han_noNWC:1","Han_NWCM",3
"Q2a",4,2,0.562335144618808,0.811278124459133,"ANWC:3;Han_noNWC:1","ANWC",3
"Q2b",4,2,0.562335144618808,0.811278124459133,"ASAF:3;Han_NWCM:1","ASAF",3
"T1a1",4,1,0,1,"Han_NWCM:4","Han_NWCM",4
"C1a1",3,1,0,1,"Han_noNWC:3","Han_noNWC",3
"C2b2",3,1,0,1,"Han_NWCM:3","Han_NWCM",3
"D1",3,2,0.636514168294813,0.918295834054489,"ANEA:2;ASEA:1","ANEA",2
"G1",3,2,0.636514168294813,0.918295834054489,"Han_noNWC:2;Han_NWCM:1","Han_noNWC",2
"I1",3,2,0.636514168294813,0.918295834054489,"Han_NWCM:2;Han_noNWC:1","Han_NWCM",2
"J1b",3,1,0,1,"ASAF:3","ASAF",3
"R1a",3,1,0,1,"AESP:3","AESP",3
"R2b",3,1,0,1,"ASAF:3","ASAF",3
"G1a1",2,1,0,1,"Han_NWCM:2","Han_NWCM",2
"H",2,2,0.693147180559945,1,"AESP:1;Han_noNWC:1","AESP",1
"N2a",2,2,0.693147180559945,1,"AEES:1;AESP:1","AEES",1
"Q1",2,2,0.693147180559945,1,"AEES:1;ANWC:1","AEES",1
"R",2,2,0.693147180559945,1,"AESP:1;Han_noNWC:1","AESP",1
"T1a3",2,1,0,1,"ASAF:2","ASAF",2
"F2",1,1,0,1,"Han_NWCM:1","Han_NWCM",1
"G2",1,1,0,1,"AESP:1","AESP",1
"G2a1",1,1,0,1,"AESP:1","AESP",1
"G2b",1,1,0,1,"Han_NWCM:1","Han_NWCM",1
"H1a2",1,1,0,1,"Han_NWCM:1","Han_NWCM",1
"H3b2",1,1,0,1,"ASAF:1","ASAF",1
"I2",1,1,0,1,"Han_noNWC:1","Han_noNWC",1
"J2a",1,1,0,1,"AESP:1","AESP",1
"K2a",1,1,0,1,"ASEA:1","ASEA",1
"O",1,1,0,1,"Han_noNWC:1","Han_noNWC",1
"Q",1,1,0,1,"AESP:1","AESP",1
"Q2",1,1,0,1,"Han_noNWC:1","Han_noNWC",1
"Q2b1",1,1,0,1,"Han_NWCM:1","Han_NWCM",1
"T1",1,1,0,1,"AESP:1","AESP",1
"T1a2",1,1,0,1,"ASAF:1","ASAF",1
