"","AEES","AESP","ANEA","ANWC","ASAF","ASEA","Han_NWCM","Han_noNWC"
"AEES",0,0.531897487964439,1.9505543658171,0.420435268755161,1.68376766325635,2.62382289679439,1.56916465424206,1.98339070201594
"AESP",0.531897487964439,0,3.35385769033537,0.222307409535788,1.05091306004813,4.35264230295023,2.55504667830873,3.53116860552289
"ANEA",1.9505543658171,3.35385769033537,0,1.3997887096974,4.01848242994704,0.400845490618186,0.09051638753842,0.132345345807816
"ANWC",0.420435268755161,0.222307409535788,1.3997887096974,0,1.12957662312439,2.12042197021775,1.32272624689674,1.54447840647596
"ASAF",1.68376766325635,1.05091306004813,4.01848242994704,1.12957662312439,0,3.73473191573286,3.28944829571956,4.05435204282886
"ASEA",2.62382289679439,4.35264230295023,0.400845490618186,2.12042197021775,3.73473191573286,0,0.35256494922053,0.353184684250905
"Han_NWCM",1.56916465424206,2.55504667830873,0.09051638753842,1.32272624689674,3.28944829571956,0.35256494922053,0,0.0214983289344012
"Han_noNWC",1.98339070201594,3.53116860552289,0.132345345807816,1.54447840647596,4.05435204282886,0.353184684250905,0.0214983289344012,0
