"population","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"AEES",1.16809919112795,1.88824368568119,1.49910212167486,0.106294149934383,-1.27277612690195
"AESP",2.42424564341268,2.22307094320574,-1.60622592007896,0.108969755498744,0.0252004437465917
"ANEA",0.0200996763034936,-0.0535587072250591,0.159050483455376,1.64974660138183,0.210693653265275
"ANWC",1.95976167306387,2.51654749917361,1.95903992945872,-0.430623827033787,1.41218599877953
"ASAF",6.13241337388986,-3.82642940741773,0.346244751617256,-0.117310024453391,-0.0282927728814026
"ASEA",-0.11669309070729,-0.139489929963943,0.130961872121889,1.1580540107202,-0.00447003101612464
"Han_NWCM",-0.0795037308934627,-0.0196075492643507,0.00565437868168337,-0.0412807105005223,-0.103465390075143
"Han_noNWC",-0.207204148709702,-0.124313947060137,-0.0515213832410763,-0.0752325736542123,0.221963418129041
