"population","PC1","PC2","PC3","PC4","PC5","group"
"AEES",-0.187022663415233,0.016293554451936,0.0474945937720554,0.198872633962588,-0.0333223999446996,"1"
"AESP",-0.338400717228874,0.0938892063047977,-0.0871864924841262,-0.0983353700193482,-0.060533269840311,"1"
"ANEA",0.203233709948259,0.0381968444957435,0.054599912905493,-0.0212518749563331,0.0730497842688654,"2"
"ANWC",-0.213096088916313,0.0700630200731028,-0.000735367537172704,-0.011195190703118,0.110697517787143,"1"
"ASAF",-0.139364068128246,-0.238613996747616,0.0955869411051738,-0.0632989603216019,-0.0110561749016263,"3"
"ASEA",0.200459267667602,-0.107744929440381,-0.205043301365788,0.0419791339316874,0.0111471382662612,"4"
"Han_NWCM",0.219276167963874,0.0638849419297235,0.0488135405658427,-0.0150431130259853,-0.0333619734366244,"2"
"Han_noNWC",0.254914392108931,0.0640313589326934,0.0464701730385218,-0.0317272588678889,-0.056620622199008,"2"
