ID	Group_big	Group_small	Note
Mongolian_Chifeng6770	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7111	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7149	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7297	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7428	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7453	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7494	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7711	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7906	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8157	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8203	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8224	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8351	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8455	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8576	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6649	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6663	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6997	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7436	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7512	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7749	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8380	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8402	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8533	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8624	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8636	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6629	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6735	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6780	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6825	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7000	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7093	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7389	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7407	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7475	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7558	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7712	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7759	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8061	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8262	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8427	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8550	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8666	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8705	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6635	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6734	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6769	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6841	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6850	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6896	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6915	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7108	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7120	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7214	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7288	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7469	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7680	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7754	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7779	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7850	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8011	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8044	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8155	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8204	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8251	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8406	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8575	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos6630	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos6796	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos6807	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos6977	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7067	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7069	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7105	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7354	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7373	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7427	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7549	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7673	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7689	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos7823	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8014	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8168	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8189	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8218	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8300	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8342	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8343	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8525	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ordos8560	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao6564	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao6636	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao6637	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao6748	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao6776	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao6860	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao6912	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao7336	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao7528	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao7567	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao7586	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao7590	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao7625	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao7770	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao7881	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8065	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8124	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8131	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8249	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8297	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8373	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8407	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8480	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8630	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8676	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8683	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ulanqab6849	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ulanqab7487	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ulanqab7541	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ulanqab7630	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ulanqab7968	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ulanqab8496	All	Mongolian_InnerMongolia	All Populations
Mongolian_Ulanqab8672	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol6556	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol6616	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol6715	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol6777	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol6784	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol6814	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol6863	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol6876	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7113	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7213	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7272	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7312	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7405	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7476	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7477	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7492	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7553	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7588	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7604	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7733	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7775	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7868	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7885	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol7954	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8038	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8045	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8046	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8076	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8096	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8106	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8166	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8327	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8434	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8444	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8674	All	Mongolian_InnerMongolia	All Populations
Mongolian_XilinGol8699	All	Mongolian_InnerMongolia	All Populations
Mongolian_Tongliao8593	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6722	All	Mongolian_InnerMongolia	All Populations
Mongolian_Alxa7186	All	Mongolian_InnerMongolia	All Populations
Mongolian_Alxa7334	All	Mongolian_InnerMongolia	All Populations
Mongolian_Alxa7702	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou6676	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou6904	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou6991	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou7089	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou7458	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou7677	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou7691	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou7981	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou8090	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou8173	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou8339	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou8368	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou8396	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou8452	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou8528	All	Mongolian_InnerMongolia	All Populations
Mongolian_Baotou8596	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur6666	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur7187	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur7263	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur7309	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur7418	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur7576	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur7767	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur7801	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur7895	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8070	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8074	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8116	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8212	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8268	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8408	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8456	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8460	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8523	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8540	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8609	All	Mongolian_InnerMongolia	All Populations
Mongolian_Bayannur8700	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6570	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6580	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6595	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6638	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6677	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6686	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6691	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6701	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6707	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6804	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6832	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6942	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6953	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6960	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6965	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng6979	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7024	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7031	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7034	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7121	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7130	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7159	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7207	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7212	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7217	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7223	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7250	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7274	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7285	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7293	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7322	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7323	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7365	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7430	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7445	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7484	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7493	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7517	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7535	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7536	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7594	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7602	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7618	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7622	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7650	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7716	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7766	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7899	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7930	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7980	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng7993	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8036	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8067	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8072	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8077	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8081	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8111	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8120	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8159	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8172	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8187	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8219	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8238	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8291	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8305	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8319	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8341	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8370	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8372	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8486	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8505	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8518	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8551	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8574	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8578	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8590	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8639	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8671	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8687	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8692	All	Mongolian_InnerMongolia	All Populations
Mongolian_Chifeng8711	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6587	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6654	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6732	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6762	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan6961	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7060	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7196	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7209	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7221	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7335	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7419	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7524	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7526	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7561	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7566	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7589	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7592	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7662	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7684	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7762	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7834	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7851	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7869	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7875	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7877	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan7965	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8026	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8027	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8075	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8105	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8145	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8167	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8195	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8197	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8240	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8404	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8409	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8611	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hinggan8656	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6588	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6688	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6692	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6708	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6709	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6724	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6743	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6790	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot6839	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7088	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7119	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7126	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7190	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7261	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7276	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7292	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7342	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7359	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7391	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7408	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7450	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7499	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7538	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7814	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7847	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7853	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7861	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7884	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot7890	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8002	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8006	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8042	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8139	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8142	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8150	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8199	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8293	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8324	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8354	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8400	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8417	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8501	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8532	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8562	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8567	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8604	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8647	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hohhot8652	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6554	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6589	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6699	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6742	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6763	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6835	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir6932	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7066	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7195	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7201	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7341	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7351	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7422	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7444	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7471	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7488	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7547	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7621	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7642	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7658	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7714	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7854	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7913	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7970	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir7987	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8023	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8029	All	Mongolian_InnerMongolia	All Populations
Mongolian_Hulunbuir8284	All	Mongolian_InnerMongolia	All Populations
