"population","hap","count","freq","class"
"ANEA","J2b",2,0.0050125313283208,"Doubleton"
"ANEA","K2b",7,0.0175438596491228,"Rare"
"ANEA","N",1,0.0025062656641604,"Singleton"
"ANEA","N1",4,0.0100250626566416,"Rare"
"ANEA","N1a",17,0.0426065162907268,"Rare"
"ANEA","N1b",68,0.170426065162907,"Common"
"ANEA","No1",2,0.0050125313283208,"Doubleton"
"ANEA","O1",1,0.0025062656641604,"Singleton"
"ANEA","O1a",14,0.0350877192982456,"Rare"
"ANEA","O1b",19,0.0476190476190476,"Rare"
"ANEA","O2",2,0.0050125313283208,"Doubleton"
"ANEA","O2a",159,0.398496240601504,"Common"
"ANEA","Q1a",10,0.025062656641604,"Rare"
"ANEA","R1a",2,0.0050125313283208,"Doubleton"
"ANEA","R1b",1,0.0025062656641604,"Singleton"
"ANWC","C2",1,0.0072992700729927,"Singleton"
"ANWC","C2a",4,0.0291970802919708,"Rare"
"ANWC","D1a",3,0.0218978102189781,"Rare"
"ANWC","E1b",1,0.0072992700729927,"Singleton"
"ANWC","G2a",1,0.0072992700729927,"Singleton"
"ANWC","I2a",1,0.0072992700729927,"Singleton"
"ANWC","J1a",2,0.0145985401459854,"Doubleton"
"ANWC","J2a",4,0.0291970802919708,"Rare"
"ANWC","J2b",1,0.0072992700729927,"Singleton"
"ANWC","L1a",2,0.0145985401459854,"Doubleton"
"ANWC","N",1,0.0072992700729927,"Singleton"
"ANWC","N1",1,0.0072992700729927,"Singleton"
"ANWC","N1a",1,0.0072992700729927,"Singleton"
"ANWC","N1b",6,0.0437956204379562,"Rare"
"ANWC","N2",3,0.0218978102189781,"Rare"
"ANWC","O2a",11,0.0802919708029197,"Common"
"ANWC","Q1",1,0.0072992700729927,"Singleton"
"ANWC","Q1a",1,0.0072992700729927,"Singleton"
"ANWC","Q1b",15,0.109489051094891,"Common"
"ANWC","Q2a",5,0.0364963503649635,"Rare"
"ANWC","R1",4,0.0291970802919708,"Rare"
"ANWC","R1a",39,0.284671532846715,"Common"
"ANWC","R1b",29,0.211678832116788,"Common"
"ASAF","C1b",1,0.00862068965517241,"Singleton"
"ASAF","D1a",1,0.00862068965517241,"Singleton"
"ASAF","E1b",10,0.0862068965517241,"Common"
"ASAF","F",1,0.00862068965517241,"Singleton"
"ASAF","G2a",2,0.0172413793103448,"Doubleton"
"ASAF","H1a",8,0.0689655172413793,"Common"
"ASAF","H3b",1,0.00862068965517241,"Singleton"
"ASAF","I2a",2,0.0172413793103448,"Doubleton"
"ASAF","J",2,0.0172413793103448,"Doubleton"
"ASAF","J1a",1,0.00862068965517241,"Singleton"
"ASAF","J1b",3,0.0258620689655172,"Rare"
"ASAF","J2a",14,0.120689655172414,"Common"
"ASAF","J2b",5,0.0431034482758621,"Rare"
"ASAF","K2b",1,0.00862068965517241,"Singleton"
"ASAF","L1",1,0.00862068965517241,"Singleton"
"ASAF","L1a",15,0.129310344827586,"Common"
"ASAF","No",5,0.0431034482758621,"Rare"
"ASAF","O1a",2,0.0172413793103448,"Doubleton"
"ASAF","O1b",2,0.0172413793103448,"Doubleton"
"ASAF","Q1a",1,0.00862068965517241,"Singleton"
"ASAF","Q2a",1,0.00862068965517241,"Singleton"
"ASAF","Q2b",3,0.0258620689655172,"Rare"
"ASAF","R1",1,0.00862068965517241,"Singleton"
"ASAF","R1a",9,0.0775862068965517,"Common"
"ASAF","R1b",2,0.0172413793103448,"Doubleton"
"ASAF","R2a",16,0.137931034482759,"Common"
"ASAF","R2b",3,0.0258620689655172,"Rare"
"ASAF","T1a",3,0.0258620689655172,"Rare"
"ASEA","C",3,0.0198675496688742,"Rare"
"ASEA","C1b",7,0.0463576158940397,"Rare"
"ASEA","C2b",46,0.304635761589404,"Common"
"ASEA","D1",1,0.00662251655629139,"Singleton"
"ASEA","D1a",6,0.0397350993377483,"Rare"
"ASEA","F",2,0.0132450331125828,"Doubleton"
"ASEA","K2a",1,0.00662251655629139,"Singleton"
"ASEA","N1a",1,0.00662251655629139,"Singleton"
"ASEA","N1b",5,0.033112582781457,"Rare"
"ASEA","No1",1,0.00662251655629139,"Singleton"
"ASEA","O1a",11,0.0728476821192053,"Common"
"ASEA","O1b",28,0.185430463576159,"Common"
"ASEA","O2a",38,0.251655629139073,"Common"
"ASEA","R1b",1,0.00662251655629139,"Singleton"
"Han_NWCM","C1b",16,0.00146748601302394,"Very rare"
"Han_NWCM","C2a",254,0.023296340456755,"Rare"
"Han_NWCM","C2b",968,0.0887829037879483,"Common"
"Han_NWCM","D1a",525,0.048151884802348,"Rare"
"Han_NWCM","E1b",33,0.00302668990186187,"Very rare"
"Han_NWCM","F2",1,9.17178758139961e-05,"Singleton"
"Han_NWCM","G1",1,9.17178758139961e-05,"Singleton"
"Han_NWCM","G1a",2,0.000183435751627992,"Doubleton"
"Han_NWCM","G2a",16,0.00146748601302394,"Very rare"
"Han_NWCM","G2b",1,9.17178758139961e-05,"Singleton"
"Han_NWCM","H1a",4,0.000366871503255985,"Very rare"
"Han_NWCM","I1",2,0.000183435751627992,"Doubleton"
"Han_NWCM","I2a",3,0.000275153627441988,"Very rare"
"Han_NWCM","J",51,0.0046776116665138,"Very rare"
"Han_NWCM","J1",4,0.000366871503255985,"Very rare"
"Han_NWCM","J1a",15,0.00137576813720994,"Very rare"
"Han_NWCM","J2",9,0.000825460882325965,"Very rare"
"Han_NWCM","J2a",57,0.00522791892139778,"Very rare"
"Han_NWCM","J2b",11,0.00100889663395396,"Very rare"
"Han_NWCM","L1",3,0.000275153627441988,"Very rare"
"Han_NWCM","L1a",15,0.00137576813720994,"Very rare"
"Han_NWCM","N1a",427,0.0391635329725764,"Rare"
"Han_NWCM","N1b",417,0.0382463542144364,"Rare"
"Han_NWCM","N2",1,9.17178758139961e-05,"Singleton"
"Han_NWCM","O1",2,0.000183435751627992,"Doubleton"
"Han_NWCM","O1a",592,0.0542969824818857,"Common"
"Han_NWCM","O1b",910,0.0834632669907365,"Common"
"Han_NWCM","O2",31,0.00284325415023388,"Very rare"
"Han_NWCM","O2a",5573,0.511143721911401,"Common"
"Han_NWCM","O2b",109,0.00999724846372558,"Very rare"
"Han_NWCM","Q1a",428,0.0392552508483903,"Rare"
"Han_NWCM","Q1b",48,0.00440245803907181,"Very rare"
"Han_NWCM","Q2a",4,0.000366871503255985,"Very rare"
"Han_NWCM","Q2b",2,0.000183435751627992,"Doubleton"
"Han_NWCM","R1a",264,0.024213519214895,"Rare"
"Han_NWCM","R1b",69,0.00632853343116573,"Very rare"
"Han_NWCM","R2",7,0.000642025130697973,"Very rare"
"Han_NWCM","R2a",24,0.00220122901953591,"Very rare"
"Han_NWCM","T1a",4,0.000366871503255985,"Very rare"
"Han_noNWC","C1a",3,0.0006282722513089,"Very rare"
"Han_noNWC","C1b",4,0.000837696335078534,"Very rare"
"Han_noNWC","C2",8,0.00167539267015707,"Very rare"
"Han_noNWC","C2a",47,0.00984293193717277,"Very rare"
"Han_noNWC","C2b",418,0.0875392670157068,"Common"
"Han_noNWC","D1a",63,0.0131937172774869,"Rare"
"Han_noNWC","E1b",4,0.000837696335078534,"Very rare"
"Han_noNWC","F",4,0.000837696335078534,"Very rare"
"Han_noNWC","G1",2,0.000418848167539267,"Doubleton"
"Han_noNWC","G2a",9,0.0018848167539267,"Very rare"
"Han_noNWC","H",1,0.000209424083769634,"Singleton"
"Han_noNWC","I1",1,0.000209424083769634,"Singleton"
"Han_noNWC","I2",1,0.000209424083769634,"Singleton"
"Han_noNWC","J",3,0.0006282722513089,"Very rare"
"Han_noNWC","J2a",14,0.00293193717277487,"Very rare"
"Han_noNWC","J2b",3,0.0006282722513089,"Very rare"
"Han_noNWC","L1a",1,0.000209424083769634,"Singleton"
"Han_noNWC","N",1,0.000209424083769634,"Singleton"
"Han_noNWC","N1a",124,0.0259685863874346,"Rare"
"Han_noNWC","N1b",172,0.036020942408377,"Rare"
"Han_noNWC","O",1,0.000209424083769634,"Singleton"
"Han_noNWC","O1",4,0.000837696335078534,"Very rare"
"Han_noNWC","O1a",611,0.127958115183246,"Common"
"Han_noNWC","O1b",486,0.101780104712042,"Common"
"Han_noNWC","O2",2,0.000418848167539267,"Doubleton"
"Han_noNWC","O2a",2534,0.530680628272251,"Common"
"Han_noNWC","O2b",54,0.0113089005235602,"Rare"
"Han_noNWC","Q1a",127,0.0265968586387435,"Rare"
"Han_noNWC","Q1b",3,0.0006282722513089,"Very rare"
"Han_noNWC","Q2",1,0.000209424083769634,"Singleton"
"Han_noNWC","Q2a",1,0.000209424083769634,"Singleton"
"Han_noNWC","R",1,0.000209424083769634,"Singleton"
"Han_noNWC","R1a",37,0.00774869109947644,"Very rare"
"Han_noNWC","R1b",16,0.00335078534031414,"Very rare"
"Han_noNWC","R2a",3,0.0006282722513089,"Very rare"
"Han_noNWC","T",11,0.00230366492146597,"Very rare"
