"hap","population","a","b","c","d","p","odds","padj"
"C1a","ASAF",0,116,16814,NA,1,0,1
"C1a","ASEA",0,151,16779,NA,1,0,1
"I2","AEES",0,167,16765,NA,1,0,1
"I2","AESP",0,285,16647,NA,1,0,1
"I2","ANEA",0,399,16533,NA,1,0,1
"I2","ASAF",0,116,16816,NA,1,0,1
"I2","ASEA",0,151,16781,NA,1,0,1
"J","AEES",0,167,16709,NA,1,0,1
"J","ANWC",0,137,16739,NA,1,0,1
"J","ASEA",0,151,16725,NA,1,0,1
"Q2","AEES",0,167,16765,NA,1,0,1
"Q2","AESP",0,285,16647,NA,1,0,1
"Q2","ANEA",0,399,16533,NA,1,0,1
"Q2","ASAF",0,116,16816,NA,1,0,1
"Q2","ASEA",0,151,16781,NA,1,0,1
"R2a","AEES",0,167,16717,NA,1,0,1
"R2a","ANWC",0,137,16747,NA,1,0,1
"R2a","ASEA",0,151,16733,NA,1,0,1
"E1b","ASEA",0,151,16728,NA,1,0,1
"J2a","ASEA",0,151,16677,NA,1,0,1
"O1","AEES",0,167,16759,NA,1,0,1
"O1","AESP",0,285,16641,NA,1,0,1
"O1","ANWC",0,137,16789,NA,1,0,1
"O1","ASAF",0,116,16810,NA,1,0,1
"O1","ASEA",0,151,16775,NA,1,0,1
"J2b","AEES",0,167,16743,NA,1,0,1
"J2b","ASEA",0,151,16759,NA,1,0,1
"R","ANEA",0,399,16532,NA,1,0,1
"R","ASAF",0,116,16815,NA,1,0,1
"R","ASEA",0,151,16780,NA,1,0,1
"I1","Han_noNWC",1,4774,12156,NA,1,1.27315685878894,1
"I1","Han_NWCM",2,10901,6029,NA,1,1.10614249651701,1
"I1","AEES",0,167,16763,NA,1,0,1
"I1","AESP",0,285,16645,NA,1,0,1
"I1","ANEA",0,399,16531,NA,1,0,1
"I1","ASAF",0,116,16814,NA,1,0,1
"I1","ASEA",0,151,16779,NA,1,0,1
"L1a","AEES",0,167,16731,NA,1,0,1
"L1a","ANEA",0,399,16499,NA,1,0,1
"G1","AEES",0,167,16763,NA,1,0,1
"G1","AESP",0,285,16645,NA,1,0,1
"G1","ANEA",0,399,16531,NA,1,0,1
"G1","ASAF",0,116,16814,NA,1,0,1
"G1","ASEA",0,151,16779,NA,1,0,1
"Q2a","AESP",0,285,16637,NA,1,0,1
"Q2a","ASEA",0,151,16771,NA,1,0,1
"O","AEES",0,167,16765,NA,1,0,1
"O","AESP",0,285,16647,NA,1,0,1
"O","ANEA",0,399,16533,NA,1,0,1
"O","ASAF",0,116,16816,NA,1,0,1
"O","ASEA",0,151,16781,NA,1,0,1
"G2b","Han_noNWC",0,4775,12157,NA,1,0,1
"G2b","Han_NWCM",1,10902,6030,NA,1,Inf,1
"G2b","AEES",0,167,16765,NA,1,0,1
"G2b","AESP",0,285,16647,NA,1,0,1
"G2b","ANEA",0,399,16533,NA,1,0,1
"G2b","ASAF",0,116,16816,NA,1,0,1
"G2b","ASEA",0,151,16781,NA,1,0,1
"J1","AEES",0,167,16762,NA,1,0,1
"J1","AESP",0,285,16644,NA,1,0,1
"J1","ANEA",0,399,16530,NA,1,0,1
"J1","ANWC",0,137,16792,NA,1,0,1
"J1","ASAF",0,116,16813,NA,1,0,1
"J1","ASEA",0,151,16778,NA,1,0,1
"J1a","ANEA",0,399,16504,NA,1,0,1
"J2","AEES",0,167,16757,NA,1,0,1
"J2","AESP",0,285,16639,NA,1,0,1
"J2","ANEA",0,399,16525,NA,1,0,1
"J2","ANWC",0,137,16787,NA,1,0,1
"J2","ASAF",0,116,16808,NA,1,0,1
"J2","ASEA",0,151,16773,NA,1,0,1
"Q2b","AEES",0,167,16761,NA,1,0,1
"Q2b","AESP",0,285,16643,NA,1,0,1
"Q2b","ANEA",0,399,16529,NA,1,0,1
"Q2b","ANWC",0,137,16791,NA,1,0,1
"T1a","AEES",0,167,16759,NA,1,0,1
"T1a","AESP",0,285,16641,NA,1,0,1
"T1a","ANEA",0,399,16527,NA,1,0,1
"T1a","ANWC",0,137,16789,NA,1,0,1
"T1a","ASEA",0,151,16775,NA,1,0,1
"R2","ANWC",0,137,16786,NA,1,0,1
"R2","ASAF",0,116,16807,NA,1,0,1
"R2","ASEA",0,151,16772,NA,1,0,1
"I2a","ASEA",0,151,16772,NA,1,0,1
"F2","Han_noNWC",0,4775,12157,NA,1,0,1
"F2","Han_NWCM",1,10902,6030,NA,1,Inf,1
"F2","AEES",0,167,16765,NA,1,0,1
"F2","AESP",0,285,16647,NA,1,0,1
"F2","ANEA",0,399,16533,NA,1,0,1
"F2","ASAF",0,116,16816,NA,1,0,1
"F2","ASEA",0,151,16781,NA,1,0,1
"G1a","Han_noNWC",0,4775,12156,NA,1,0,1
"G1a","ANEA",0,399,16532,NA,1,0,1
"G1a","ASAF",0,116,16815,NA,1,0,1
"G1a","ASEA",0,151,16780,NA,1,0,1
"H1a","AEES",0,167,16753,NA,1,0,1
"H1a","ANEA",0,399,16521,NA,1,0,1
"L1","Han_NWCM",3,10900,6029,NA,1,1.65931164896342,1
"L1","AEES",0,167,16762,NA,1,0,1
"L1","AESP",0,285,16644,NA,1,0,1
"L1","ANEA",0,399,16530,NA,1,0,1
"L1","ANWC",0,137,16792,NA,1,0,1
"L1","ASEA",0,151,16778,NA,1,0,1
"N2","AESP",0,285,16641,NA,1,0,1
"N2","ANEA",0,399,16527,NA,1,0,1
"N2","ASAF",0,116,16810,NA,1,0,1
"N2","ASEA",0,151,16775,NA,1,0,1
"Q1","Han_noNWC",0,4775,12156,NA,1,0,1
"Q1","ANEA",0,399,16532,NA,1,0,1
"Q1","ASAF",0,116,16815,NA,1,0,1
"Q1","ASEA",0,151,16780,NA,1,0,1
"N2a","Han_noNWC",0,4775,12156,NA,1,0,1
"N2a","ANEA",0,399,16532,NA,1,0,1
"N2a","ASAF",0,116,16815,NA,1,0,1
"N2a","ASEA",0,151,16780,NA,1,0,1
"No1","ANWC",0,137,16791,NA,1,0,1
"No1","ASAF",0,116,16812,NA,1,0,1
"R1","ANEA",0,399,16526,NA,1,0,1
"R1","ASEA",0,151,16774,NA,1,0,1
"C","ANWC",0,137,16790,NA,1,0,1
"K2b","AEES",0,167,16754,NA,1,0,1
"K2b","ANWC",0,137,16784,NA,1,0,1
"K2b","ASEA",0,151,16770,NA,1,0,1
"No","AEES",0,167,16757,NA,1,0,1
"No","ANEA",0,399,16525,NA,1,0,1
"No","ANWC",0,137,16787,NA,1,0,1
"No","ASEA",0,151,16773,NA,1,0,1
"Q","Han_noNWC",0,4775,12157,NA,1,0,1
"Q","AEES",0,167,16765,NA,1,0,1
"Q","ANEA",0,399,16533,NA,1,0,1
"Q","ASAF",0,116,16816,NA,1,0,1
"Q","ASEA",0,151,16781,NA,1,0,1
"T1","Han_noNWC",0,4775,12157,NA,1,0,1
"T1","AEES",0,167,16765,NA,1,0,1
"T1","ANEA",0,399,16533,NA,1,0,1
"T1","ASAF",0,116,16816,NA,1,0,1
"T1","ASEA",0,151,16781,NA,1,0,1
"G2","Han_noNWC",0,4775,12157,NA,1,0,1
"G2","AEES",0,167,16765,NA,1,0,1
"G2","ANEA",0,399,16533,NA,1,0,1
"G2","ASAF",0,116,16816,NA,1,0,1
"G2","ASEA",0,151,16781,NA,1,0,1
"D1","AEES",0,167,16763,NA,1,0,1
"D1","AESP",0,285,16645,NA,1,0,1
"D1","ASAF",0,116,16814,NA,1,0,1
"N1","AEES",0,167,16761,NA,1,0,1
"N1","AESP",0,285,16643,NA,1,0,1
"N1","ASAF",0,116,16812,NA,1,0,1
"H3b","Han_noNWC",0,4775,12157,NA,1,0,1
"H3b","AEES",0,167,16765,NA,1,0,1
"H3b","AESP",0,285,16647,NA,1,0,1
"H3b","ANEA",0,399,16533,NA,1,0,1
"H3b","ASEA",0,151,16781,NA,1,0,1
"J1b","AEES",0,167,16763,NA,1,0,1
"J1b","AESP",0,285,16645,NA,1,0,1
"J1b","ANEA",0,399,16531,NA,1,0,1
"J1b","ASEA",0,151,16779,NA,1,0,1
"R2b","AEES",0,167,16763,NA,1,0,1
"R2b","AESP",0,285,16645,NA,1,0,1
"R2b","ANEA",0,399,16531,NA,1,0,1
"R2b","ASEA",0,151,16779,NA,1,0,1
"K2a","Han_noNWC",0,4775,12157,NA,1,0,1
"K2a","AEES",0,167,16765,NA,1,0,1
"K2a","AESP",0,285,16647,NA,1,0,1
"K2a","ANEA",0,399,16533,NA,1,0,1
"K2a","ASAF",0,116,16816,NA,1,0,1
"C2","ASEA",0,151,16769,NA,1,0,1
"C1a","ANWC",0,137,16793,NA,1,0,1
"I2","ANWC",0,137,16795,NA,1,0,1
"Q2","ANWC",0,137,16795,NA,1,0,1
"I1","ANWC",0,137,16793,NA,1,0,1
"G1","ANWC",0,137,16793,NA,1,0,1
"O","ANWC",0,137,16795,NA,1,0,1
"G2b","ANWC",0,137,16795,NA,1,0,1
"F2","ANWC",0,137,16795,NA,1,0,1
"H1a","ASEA",0,151,16769,NA,1,0,1
"Q","ANWC",0,137,16795,NA,1,0,1
"T1","ANWC",0,137,16795,NA,1,0,1
"G2","ANWC",0,137,16795,NA,1,0,1
"D1","ANWC",0,137,16793,NA,1,0,1
"H3b","ANWC",0,137,16795,NA,1,0,1
"J1b","ANWC",0,137,16793,NA,1,0,1
"R2b","ANWC",0,137,16793,NA,1,0,1
"K2a","ANWC",0,137,16795,NA,1,0,1
