"","AEES","AESP","ANEA","ANWC","ASAF","ASEA","Han_NWCM","Han_noNWC"
"AEES",0,0.472066393528732,0.816472318520853,0.442327024782552,0.819430105306628,0.878970535749693,0.763797910919425,0.835997115716211
"AESP",0.472066393528732,0,0.900250626566416,0.459597899859137,0.731941923774955,0.969211107238294,0.873836430018456,0.92324056213833
"ANEA",0.816472318520853,0.900250626566416,0,0.804767392934892,0.915996888773658,0.465152948596657,0.263861524856809,0.314494613497094
"ANWC",0.442327024782552,0.459597899859137,0.804767392934892,0,0.790397684369494,0.851452603084062,0.772508202724623,0.825737761302404
"ASAF",0.819430105306628,0.731941923774955,0.915996888773658,0.790397684369494,0,0.933032655857502,0.894070597462894,0.927542877775772
"ASEA",0.878970535749693,0.969211107238294,0.465152948596657,0.851452603084062,0.933032655857502,0,0.43453499948067,0.428222322388267
"Han_NWCM",0.763797910919425,0.873836430018456,0.263861524856809,0.772508202724623,0.894070597462894,0.43453499948067,0,0.1209528094722
"Han_noNWC",0.835997115716211,0.92324056213833,0.314494613497094,0.825737761302404,0.927542877775772,0.428222322388267,0.1209528094722,0
