"population","PC1","PC2","PC3","PC4","PC5","group"
"AEES",-0.231392114172681,0.0437782573321281,0.0106694430977999,0.196138575050302,0.0155097686788183,"1"
"AESP",-0.364039368573329,0.106950662274423,0.0500045213675947,-0.0943073150684684,0.105691146144574,"1"
"ANEA",0.22774841251873,0.0248236165486813,-0.0426282512431729,0.00520797654663108,-0.0251515734696405,"2"
"ANWC",-0.249316625734147,0.086006069837956,0.00296264877661283,-0.0532639857761909,-0.147866450520008,"1"
"ASAF",-0.191862952965623,-0.253776820352531,-0.128366382829263,-0.0253944442334513,0.0129634474602291,"3"
"ASEA",0.183588036793067,-0.145388265690219,0.209950854097689,-0.0065265339003402,-0.00929967344184484,"4"
"Han_NWCM",0.294121671601753,0.0732952317018614,-0.0518560016090557,-0.00406914631783518,0.0222612337036508,"2"
"Han_noNWC",0.331152940532231,0.0643112483477002,-0.0507368316582048,-0.0177851263006473,0.0258921014442208,"2"
