n_pops	n_groups	n_total	two_level	ssd_total	ssd_within	ssd_among_pops	ssd_among_groups	df_among_groups	df_among_pops	df_within	va	vb	vc	pct_among_groups	pct_among_pops	pct_within	fst	fsc	fct	p_value	n_perm	name	label
34	3	9031	False	376181.51722382207	373915.8279318671	1707.4530473094783	558.2362446454936	2	31	8997	0.09447805617105826	0.06905685945079448	41.56005645569269	0.22643797685165956	0.16551034362366007	99.60805167952466	0.003919483204753197	0.0016588597246358732	0.002264379768516596	0.000999000999000999	1000	ethnic_groups	Ethnic population groups
