"population","PC1","PC2","PC3","PC4","PC5","group"
"AEES",-0.245280635025778,0.191551464938556,-0.0607370294080583,-0.0270872975243951,0.0743101518147342,"1"
"AESP",-0.46488143691465,-0.0864610637804044,-0.0850584177754453,-0.0451745426791322,-0.075149218270754,"2"
"ANEA",0.244676311552861,0.00950504198938893,-0.0116368602273753,-0.163964412929672,-0.00469176466485342,"3"
"ANWC",-0.392355418436704,-0.0959917375073205,-0.0821925492534847,0.0906565565290901,0.0328728452125248,"2"
"ASAF",-0.306357474927491,0.00151168327214685,0.256639232977311,0.00685139551996288,-0.00230622133272799,"4"
"ASEA",0.313812306367371,0.193125489063929,-0.0192390492220319,0.0898419229094049,-0.0678747353918069,"3"
"Han_NWCM",0.374492003276006,-0.0802671069035822,0.00235730357097873,0.012933760961921,0.0242227556923846,"3"
"Han_noNWC",0.475894344108386,-0.132973771072714,-0.000132630661894278,0.0359426172128207,0.0186161869404987,"3"
