"hap","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"C",0.538385537668243,0.0554457261306425,3.26423509127141,20.0274398377435,41.9289294178274
"D",0.0934099380294635,0.0212455166162768,13.5511210407886,10.6634884078782,32.8100990057005
"E",3.82577823063347,6.33513749581516,2.49000904711667e-06,0.0914237290003886,0.488144502927102
"F",0.0662712416850129,0.148500383326729,19.5866243910633,0.368817141656388,14.6766836245333
"J",8.87736507687973,4.56187451233514,0.00421057457545752,3.89793301653151,0.742819548476664
"N",1.17396366537837,3.09429698722018,21.6367217764099,1.98716464889389,4.59841236761129
"O",9.83576008758373,1.52375692932139,7.82091558012191,9.83998919348529,0.279298498598173
"Q",1.05444964823545,1.60279296579506,0.35899898304586,27.930486995886,0.902905953044521
"R",53.442166225007,24.356946135263,5.70883671178759,1.03083085249776,0.645059355883624
"G",0.562364349955398,0.026817915955648,0.0236814931929669,2.11548347876485,0.022662088140606
"H",7.25054615732016,24.5935862126101,0.0820685552370289,0.323760469561905,0.172033445613588
"I",2.14363274345833,0.0388305868851498,0.124688851104899,3.2243989732488,0.000769454102880062
"K",1.18097652765162,0.170346318437948,27.5811993316647,15.2654404215863,0.314096004630387
"L",9.44033894811984,31.0424804001844,0.000870231978127359,0.569060387737928,0.0949174259331527
"T",0.514591622394169,2.42794191410316,0.255824897749063,2.6642824455273,2.32316930697681
