"population","k","shannon","simpson","heff_expH","heff_1sumP2"
"AEES",9,1.77269884679936,0.806913119868048,5.88671929541878,5.17901578458682
"AESP",14,1.47790676817447,0.648347183748846,4.38375984460815,2.8437138955992
"ANEA",10,1.46363270470028,0.68507107367416,4.3216302540893,3.17531962422961
"ANWC",11,1.57348958149266,0.679098513506314,4.82345068413301,3.11622115224971
"ASAF",15,2.15190249455798,0.843192627824019,8.60120658980234,6.37725118483412
"ASEA",7,1.11978481289574,0.597868514538836,3.06419475714672,2.48674882757116
"Han_noNWC",14,0.881325599580829,0.387087196074669,2.4140977132274,1.63155345033684
"Han_NWCM",14,1.22371639699721,0.537367034421728,3.39979928819984,2.16154073402452
