ID	QC_Other	QC_Haplogrep	Latitude	Longitude	Population	City	Province	Country	Language	Continent	Sequence_method	Source
YHC02277	YES	0.8874	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03978	YES	0.8887	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05813	YES	0.8068	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04007	YES	0.8078	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06736	YES	0.8184	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06312	YES	0.8853	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03060	YES	0.8454	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04592	YES	0.8866	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05812	YES	0.8139	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04522	YES	0.9043	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01619	YES	0.9084	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02581	YES	0.8551	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02494	YES	0.8882	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03371	YES	0.906	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02262	YES	0.8958	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06679	YES	0.8633	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07140	YES	0.9567	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06670	YES	0.7785	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00957	YES	0.9056	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04511	YES	0.8479	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07123	YES	0.9114	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05476	YES	0.8637	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06676	YES	0.8354	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01514	YES	0.9107	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01369	YES	0.8868	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01355	YES	0.8647	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03275	YES	0.8859	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00219	YES	0.8702	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05336	YES	0.8546	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02444	YES	0.885	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04884	YES	0.8999	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05422	YES	0.8803	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06086	YES	0.795	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01747	YES	0.8702	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07438	YES	0.878	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05771	YES	0.8436	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04359	YES	0.9058	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06434	YES	0.878	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02416	YES	0.9172	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02544	YES	0.8724	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06075	YES	0.9063	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04271	YES	0.8399	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03942	YES	0.8882	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07047	YES	0.8795	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04040	YES	0.9044	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05379	YES	0.8956	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05804	YES	0.8421	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07451	YES	0.8762	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04906	YES	0.8399	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01743	YES	0.8511	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01048	YES	0.8937	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04325	YES	0.8658	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02046	YES	0.8937	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03071	YES	0.7366	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05375	YES	0.8442	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03823	YES	0.7685	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02258	YES	0.8093	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07512	YES	0.8625	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03437	YES	0.895	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04090	YES	0.8963	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02487	YES	0.8047	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06462	YES	0.8698	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04125	YES	0.8772	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04807	YES	0.8609	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05891	YES	0.8435	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03069	YES	0.8969	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05313	YES	0.8663	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06116	YES	0.7836	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04358	YES	0.9185	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05312	YES	0.7847	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03100	YES	0.8482	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07636	YES	0.8104	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02603	YES	0.8685	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05946	YES	0.8795	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04037	YES	0.9142	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01648	YES	0.8662	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06453	YES	0.8349	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05838	YES	0.7883	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02691	YES	0.7883	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01571	YES	0.7891	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01736	YES	0.9147	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00311	YES	0.9035	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06952	YES	0.8808	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00183	YES	0.9076	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03785	YES	0.8145	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07145	YES	0.8828	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06605	YES	0.8675	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00194	YES	0.8166	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06073	YES	0.9053	30.57	104.07	Man	Chengdu	Sichuan	China	Tungusic	East_Asia	WHOLE	LLT_WHALE
YHC03623	YES	0.9206	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00610	YES	0.8865	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07885	YES	0.8175	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01644	YES	0.7875	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04199	YES	0.9457	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01342	YES	0.9374	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03991	YES	0.9258	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03392	YES	0.8952	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03150	YES	0.87	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03375	YES	0.9198	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06887	YES	0.7707	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07544	YES	0.9254	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07493	YES	0.871	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06355	YES	0.8543	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07240	YES	0.906	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00625	YES	0.8463	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00973	YES	0.9034	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06649	YES	0.8227	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02899	YES	0.7902	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06540	YES	0.8928	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02089	YES	0.8692	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02947	YES	0.8868	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04700	YES	0.8886	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05457	YES	0.9209	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04560	YES	0.9268	30.57	104.07	Mongol	Chengdu	Sichuan	China	Mongolic	East_Asia	WHOLE	LLT_WHALE
YHC05763	YES	0.7956	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04122	YES	0.8471	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07011	YES	0.842	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01360	YES	0.9089	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04598	YES	0.9439	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06518	YES	0.8968	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01776	YES	0.8637	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05921	YES	0.9237	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04211	YES	0.9364	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01359	YES	0.8939	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04219	YES	0.9083	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04776	YES	0.8986	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05846	YES	0.8986	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03703	YES	0.8636	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00966	YES	0.866	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06339	YES	0.8989	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07143	YES	0.8675	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01305	YES	0.8357	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04555	YES	0.8958	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06179	YES	0.8084	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07448	YES	0.9069	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06054	YES	0.786	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07904	YES	0.8545	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07492	YES	0.9414	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03022	YES	0.9213	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00057	YES	0.9112	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06471	YES	0.8949	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00107	YES	0.8931	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04177	YES	0.7827	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04202	YES	0.8089	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05309	YES	0.8172	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02139	YES	0.8397	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05829	YES	0.9229	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03701	YES	0.9098	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02946	YES	0.8143	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05612	YES	0.8835	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02018	YES	0.9082	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02940	YES	0.8999	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03741	YES	0.9235	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02170	YES	0.8617	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02336	YES	0.9376	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07631	YES	0.8626	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00967	YES	0.8631	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00205	YES	0.8772	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02468	YES	0.8273	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07491	YES	0.856	30.57	104.07	Qiang	Chengdu	Sichuan	China	Tibeto_Burman	East_Asia	WHOLE	LLT_WHALE
YHC05875	YES	0.8745	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03458	YES	0.9166	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07615	YES	0.8882	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06192	YES	0.7643	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01616	YES	0.8824	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03552	YES	0.8418	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06298	YES	0.8637	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03332	YES	0.8842	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03134	YES	0.9139	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05266	YES	0.8645	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03188	YES	0.9177	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07096	YES	0.9221	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05879	YES	0.8986	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04131	YES	0.8753	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05781	YES	0.9232	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06014	YES	0.841	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03085	YES	0.8472	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04874	YES	0.8683	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04072	YES	0.937	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00350	YES	0.9398	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01030	YES	0.8556	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05070	YES	0.8452	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00198	YES	0.8895	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04671	YES	0.9092	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00928	YES	0.8659	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03182	YES	0.9536	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00239	YES	0.8157	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01307	YES	0.9567	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05654	YES	0.8081	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06066	YES	0.8764	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02094	YES	0.8765	30.57	104.07	Zang	Chengdu	Sichuan	China	Tibeto_Burman	East_Asia	WHOLE	LLT_WHALE
YHC06165	YES	0.8342	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC00947	YES	0.9067	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01957	YES	0.9475	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03857	YES	0.8893	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01275	YES	0.8841	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01561	YES	0.9141	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC07731	YES	0.9367	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06357	YES	0.9185	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01936	YES	0.8374	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC02348	YES	0.9361	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06284	YES	0.8866	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05510	YES	0.9182	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC04333	YES	0.7953	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03608	YES	0.8898	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC05426	YES	0.779	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06833	YES	0.7336	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC06499	YES	0.8997	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01522	YES	0.9095	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC01329	YES	0.8505	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
YHC03651	YES	0.8261	30.57	104.07	Han	Chengdu	Sichuan	China	Sinitic	East_Asia	WHOLE	LLT_WHALE
