"population","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"AEES",1.12593021712618,-1.260082988114,0.190669469458743,1.07619761450111,-0.0903635697237388
"AESP",2.35139084089951,-1.51233560806013,0.213031566101086,-0.785492485988858,0.1857860693638
"ANEA",0.015124248998801,-0.0676118007831021,0.887331551736675,-0.092623128107537,-0.371257002991644
"ANWC",2.09766894509303,-1.84241499373387,-0.768077460836864,0.677497594203444,0.0899659607360287
"ASAF",4.78122988994441,3.37451962589977,-0.0566846511731217,0.17195146754596,0.00502671984491298
"ASEA",-0.0857238073063943,0.0817542743159534,1.19053555928586,0.574455626250168,1.00483044489832
"Han_NWCM",-0.0633891224396087,0.0114517594179646,-0.0152667892201765,0.0107152310528867,-0.0828485171382138
"Han_noNWC",-0.209871984736321,0.0821339822002142,-0.0729038998523979,-0.0492644019632578,0.177786969554827
