"","AEES","AESP","ANEA","ANWC","ASAF","ASEA","Han_NWCM","Han_noNWC"
"AEES",0,0.288295734576898,0.917998602548293,0.260831318403878,1.34326323002588,0.803823283308653,1.12050030327871,1.35713041033796
"AESP",0.288295734576898,0,1.59908217822926,0.0664885030817556,0.932107509696823,2.72521559494343,2.13235787677025,2.68624906394176
"ANEA",0.917998602548293,1.59908217822926,0,1.53534516538815,3.2446755433656,0.329446726853211,0.0704021035577843,0.111615391696171
"ANWC",0.260831318403878,0.0664885030817556,1.53534516538815,0,0.987296803459282,1.94001927655776,1.44534053971629,1.70750683595268
"ASAF",1.34326323002588,0.932107509696823,3.2446755433656,0.987296803459282,0,2.65124338939974,2.79434424233246,2.92963509051436
"ASEA",0.803823283308653,2.72521559494343,0.329446726853211,1.94001927655776,2.65124338939974,0,0.264109312651699,0.228011907155827
"Han_NWCM",1.12050030327871,2.13235787677025,0.0704021035577843,1.44534053971629,2.79434424233246,0.264109312651699,0,0.0145239174677798
"Han_noNWC",1.35713041033796,2.68624906394176,0.111615391696171,1.70750683595268,2.92963509051436,0.228011907155827,0.0145239174677798,0
