"population","k","shannon","simpson","heff_expH","heff_1sumP2"
"AEES",15,2.00965680191297,0.825415038187099,7.46075639056559,5.72787019921955
"AESP",23,1.78376801985961,0.695820252385349,5.9522423842363,3.28752984984013
"ANEA",14,1.73960175770438,0.757746496567233,5.69507495127902,4.12790727824306
"ANWC",15,1.7622962623749,0.69295114284192,5.82579961140449,3.25681068887732
"ASAF",20,2.53059186636525,0.896997621878716,12.5609383339333,9.70851370851371
"ASEA",11,1.70668306438827,0.770580237708872,5.51065264979077,4.3588224048939
"Han_noNWC",24,1.37220285823479,0.637907776650859,3.94402927048255,2.7617273598162
"Han_NWCM",23,1.59790738557335,0.682600486362995,4.94267847447903,3.15060344151521
