"population","PC1","PC2","PC3","PC4","PC5","group"
"AEES",-0.195975171224571,0.00340576652311869,-0.173105912056429,-0.0696155379602113,0.0865629749634067,"1"
"AESP",-0.407888122340701,-0.10296769425282,0.0353239397069904,-0.0302105778148193,-0.0923837263065126,"1"
"ANEA",0.233101240574367,-0.0484731323508202,0.0352511975232812,-0.154096512691089,-0.0251410398462719,"2"
"ANWC",-0.364891309705769,-0.137750117510022,0.0345747609352291,0.0956296839360525,0.0368118980518684,"1"
"ASAF",-0.161670023761108,0.328395891657997,0.126271782268387,0.00233639039528745,0.0130235473082182,"3"
"ASEA",0.215017302017419,0.102611963545947,-0.199757854723365,0.0745963326895839,-0.0648754404643157,"4"
"Han_NWCM",0.316188387627114,-0.0781202277704383,0.0708202719493174,0.012019367758248,0.0443124539877313,"2"
"Han_noNWC",0.366117696813247,-0.0671024498429623,0.0706218143965891,0.0693408536869478,0.00168933230587542,"2"
