"","AEES","AESP","ANEA","ANWC","ASAF","ASEA","Han_NWCM","Han_noNWC"
"AEES",0,0.200050965372095,0.314452589141525,0.13004204754934,0.617162834472841,0.410535469826913,0.312078085779776,0.397292399642123
"AESP",0.200050965372095,0,0.561390213914176,0.15216552611298,0.377134427144319,0.713879000736935,0.566897590283791,0.667704695033334
"ANEA",0.314452589141525,0.561390213914176,0,0.456332862788197,0.800197781075738,0.146830198806444,0.0661052857763916,0.0899970722012481
"ANWC",0.13004204754934,0.15216552611298,0.456332862788197,0,0.492763869467401,0.613384189044736,0.389530318851103,0.493810754470797
"ASAF",0.617162834472841,0.377134427144319,0.800197781075738,0.492763869467401,0,0.804334960283736,0.70809462153788,0.781862300041045
"ASEA",0.410535469826913,0.713879000736935,0.146830198806444,0.613384189044736,0.804334960283736,0,0.138160270933727,0.118283068968792
"Han_NWCM",0.312078085779776,0.566897590283791,0.0661052857763916,0.389530318851103,0.70809462153788,0.138160270933727,0,0.0211249783016577
"Han_noNWC",0.397292399642123,0.667704695033334,0.0899970722012481,0.493810754470797,0.781862300041045,0.118283068968792,0.0211249783016577,0
