"eigenvalue","component"
8.00080935504028,1
0.890550497921023,2
0.447431530935572,3
0.00739940441244635,4
-3.99680288865056e-15,5
-0.0326682250830967,6
-0.637431574127254,7
-1.67070437454869,8
