"eigenvalue","component"
0.530016023713262,1
0.0494511598736651,2
0.00975845427338642,3
0.00402207614414492,4
-5.55111512312578e-17,5
-0.00386789383785693,6
-0.0233504497122078,7
-0.0377097400012113,8
