"","AEES","AESP","ANEA","ANWC","ASAF","ASEA","Han_NWCM","Han_noNWC"
"AEES",0,0.624435339846623,0.831509912505815,0.572402639975523,0.860623580425356,0.884958559701788,0.786347876566412,0.862089851710192
"AESP",0.624435339846623,0,0.938345864661654,0.487949801511077,0.760012099213551,0.97934239572441,0.917978473653638,0.958791218884909
"ANEA",0.831509912505815,0.938345864661654,0,0.812066663007885,0.941858957739175,0.577735730053611,0.367511689431779,0.399066252017478
"ANWC",0.572402639975523,0.487949801511077,0.812066663007885,0,0.823559023408004,0.859428626673756,0.809730262413546,0.862146979019376
"ASAF",0.860623580425356,0.760012099213551,0.941858957739175,0.823559023408004,0,0.950274035167847,0.935981713353174,0.968342661130168
"ASEA",0.884958559701788,0.97934239572441,0.577735730053611,0.859428626673756,0.950274035167847,0,0.556576262806336,0.548478901563746
"Han_NWCM",0.786347876566412,0.917978473653638,0.367511689431779,0.809730262413546,0.935981713353174,0.556576262806336,0,0.159869443685464
"Han_noNWC",0.862089851710192,0.958791218884909,0.399066252017478,0.862146979019376,0.968342661130168,0.548478901563746,0.159869443685464,0
