"population","C","C2a","C2a1","C2a1a","C2a1b","C2b1b","D1a1a","D1a1b","E1b1b","F","J1a","J1a2a","J2a1a","J2a2a","N","N1a1a","N1a2","N1a2a","N1b1","N1b2","N2","N2a","No1","O1a","O2a1b","O2a2b","Q1","Q1a1a","Q1b","Q1b1","Q1b1a","R1","R1a1a","R1b1a","R1b2","R1b2b","D1a2b","G2","G2a1","G2a2a","G2a2b","H","H1a1a","I2a1a","I2a1b","J","J2a","J2a2","J2b2a","K2b2a","L1a2","L1a2a","N1a","No","O1b1a","Q","Q1a2a","Q1b2a","R","R1a","R1b2a","R2","R2a","R2a2","R2a2b","T1","C2","C2b1","C2b1a","D1","D1a1","D1a2a","N1","N1a3","N1b","N1b1a","N1b1b","O1","O1a1a","O1a1b","O1a3a","O2","O2a1","O2a1a","L1a1b","Q1b1b","Q1b2b","Q2a","Q2a1","C1b1a","E1b1","H1a1","H3b2a","J1a2b","J1b","J2b","J2b2","L1","O1b2a","Q2a1a","Q2b","R2b","T1a2a","T1a3b","K2a","O1a2","O2a2","O2a2a","C2b2","E1b1a","F2","G1","G1a1a","G2a","G2b","H1a1b","H1a2b","I1","J1","J1a3","J1a3a","J2","J2b2b","L1a1","N1a2b","N1b2a","O1a2a","O1a3","O1b","O2b","O2b1","O2b1a","O2b1b","O2b2a","Q2a1c","Q2b1","R1b","R1b1","R2a2a","T1a1","T1a1a","C1a1","G2a2","I2","O","Q1a2","Q2","T"
"AEES",0.00598802395209581,0.00598802395209581,0.0179640718562874,0.173652694610778,0.0179640718562874,0.00598802395209581,0.0119760479041916,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.0119760479041916,0.0179640718562874,0.00598802395209581,0.0239520958083832,0.0119760479041916,0.0598802395209581,0.00598802395209581,0.0658682634730539,0.00598802395209581,0.00598802395209581,0.0179640718562874,0.00598802395209581,0.00598802395209581,0.0119760479041916,0.0179640718562874,0.0239520958083832,0.00598802395209581,0.0718562874251497,0.00598802395209581,0.00598802395209581,0.101796407185629,0.00598802395209581,0.161676646706587,0.0598802395209581,0.0119760479041916,0.0119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AESP",0.00350877192982456,0,0.00350877192982456,0.00701754385964912,0,0.00350877192982456,0,0,0.0175438596491228,0,0.0105263157894737,0.0140350877192982,0.0280701754385965,0.00350877192982456,0,0.207017543859649,0,0,0,0,0,0.00350877192982456,0.00350877192982456,0,0,0,0,0,0.0210526315789474,0,0.0140350877192982,0.00701754385964912,0.385964912280702,0.0912280701754386,0.00350877192982456,0,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.0105263157894737,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.0140350877192982,0.00350877192982456,0.00350877192982456,0.00350877192982456,0.0140350877192982,0.00350877192982456,0.00350877192982456,0.0105263157894737,0.0105263157894737,0.00350877192982456,0.0105263157894737,0.00350877192982456,0.0105263157894737,0.00350877192982456,0.0105263157894737,0.00701754385964912,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANEA",0.0025062656641604,0,0.0025062656641604,0,0,0.0275689223057644,0.0651629072681704,0.0175438596491228,0,0.0150375939849624,0,0,0,0,0.0025062656641604,0.0150375939849624,0,0.012531328320802,0.0300751879699248,0.0651629072681704,0,0,0.0050125313283208,0.025062656641604,0.0526315789473684,0.335839598997494,0,0.025062656641604,0,0,0,0,0.0050125313283208,0.0025062656641604,0,0,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0.0050125313283208,0.0175438596491228,0,0,0.0050125313283208,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0.0100250626566416,0.025062656641604,0.0401002506265664,0.0050125313283208,0.0025062656641604,0.0100250626566416,0.0100250626566416,0.0100250626566416,0.0050125313283208,0.025062656641604,0.0451127819548872,0.0025062656641604,0.0050125313283208,0.0025062656641604,0.0025062656641604,0.0050125313283208,0.0025062656641604,0.0075187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANWC",0,0,0.0072992700729927,0.0218978102189781,0,0,0.0145985401459854,0.0072992700729927,0.0072992700729927,0,0,0.0145985401459854,0.0218978102189781,0.0072992700729927,0.0072992700729927,0.0072992700729927,0,0,0,0.0437956204379562,0.0218978102189781,0,0,0,0,0.0802919708029197,0.0072992700729927,0,0.0145985401459854,0.0072992700729927,0.0145985401459854,0.0291970802919708,0.284671532846715,0.131386861313869,0.0364963503649635,0.0437956204379562,0,0,0,0,0.0072992700729927,0,0,0,0.0072992700729927,0,0,0,0.0072992700729927,0,0.0072992700729927,0,0,0,0,0,0.0072992700729927,0.0072992700729927,0,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0.0510948905109489,0.0145985401459854,0.0218978102189781,0.0145985401459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASAF",0,0,0,0,0,0,0,0,0.0775862068965517,0.00862068965517241,0,0,0.112068965517241,0.00862068965517241,0,0,0,0,0,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0.00862068965517241,0.0775862068965517,0.0172413793103448,0,0,0.00862068965517241,0,0,0.00862068965517241,0.00862068965517241,0,0.0517241379310345,0,0.0172413793103448,0.0172413793103448,0,0,0.00862068965517241,0.00862068965517241,0.129310344827586,0,0,0.0431034482758621,0.00862068965517241,0,0.00862068965517241,0,0,0,0,0,0.0344827586206897,0.00862068965517241,0.0948275862068965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862068965517241,0.00862068965517241,0.0172413793103448,0.00862068965517241,0.00862068965517241,0.0258620689655172,0.0172413793103448,0.0172413793103448,0.00862068965517241,0.00862068965517241,0.00862068965517241,0.0258620689655172,0.0258620689655172,0.00862068965517241,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASEA",0.0198675496688742,0,0,0,0,0.198675496688742,0.0132450331125828,0.0264900662251656,0,0.0132450331125828,0,0,0,0,0,0,0,0.00662251655629139,0,0.033112582781457,0,0,0.00662251655629139,0.0198675496688742,0.0728476821192053,0.145695364238411,0,0,0,0,0,0,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185430463576159,0,0,0,0,0,0,0,0,0,0,0,0,0.105960264900662,0,0.00662251655629139,0,0,0,0,0,0,0,0,0.0463576158940397,0,0,0,0,0,0,0,0,0,0,0.0463576158940397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662251655629139,0.00662251655629139,0.00662251655629139,0.0264900662251656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Han_NWCM",0,0.000550307254883977,0,0.022654315326057,9.17178758139961e-05,0.024488672842337,0.0339356140511786,0.0141245528753554,0.00275153627441988,0,0,0.000917178758139961,0.0047693295423278,0.000458589379069981,0,0.0167843712739613,0.00155920388883793,0.0154086031367514,0.00321012565348987,0.0120150417316335,9.17178758139961e-05,0,0,9.17178758139961e-05,0.153627441988444,0.310189856002935,0,0.0388883793451344,9.17178758139961e-05,0,0.00339356140511786,0,0.024213519214895,0.00403558653581583,0.00174263964046593,9.17178758139961e-05,0,0,0,0,0.00110061450976795,0,0,0,0.000275153627441988,0.0046776116665138,0,0,0.000733743006511969,0,0.000642025130697973,0,0,0,0.0754838117949188,0,0.000366871503255985,9.17178758139961e-05,0,0,0,0.000642025130697973,9.17178758139961e-05,0.000183435751627992,0.00119233238558195,0,0,0.000458589379069981,0.0635604879390993,0,0,9.17178758139961e-05,0,0.00449417591488581,0,0.00495276529395579,0.00275153627441988,0.000183435751627992,0.0487939099330459,0.00128405026139595,0.00311840777767587,0.00284325415023388,0,0.0173346785288453,0.000275153627441988,0.000275153627441988,0.000550307254883977,0,0,0.00146748601302394,0,0.000183435751627992,0,0,0,0.000183435751627992,0,0.000275153627441988,0.00761258369256168,0,9.17178758139961e-05,0,0,0,0,0,0,0.0299917453911767,0.000275153627441988,0.000275153627441988,9.17178758139961e-05,9.17178758139961e-05,0.000183435751627992,0.000366871503255985,9.17178758139961e-05,9.17178758139961e-05,9.17178758139961e-05,0.000183435751627992,0.000366871503255985,9.17178758139961e-05,0.000366871503255985,0.000825460882325965,9.17178758139961e-05,0.000458589379069981,0.000917178758139961,0.0153168852609374,0.000825460882325965,0.000183435751627992,0.000366871503255985,9.17178758139961e-05,0.000183435751627992,0.00852976245070164,0.000917178758139961,0.000275153627441988,0.000366871503255985,9.17178758139961e-05,0.000366871503255985,9.17178758139961e-05,0.000733743006511969,0.000183435751627992,0.000183435751627992,0,0,0,0,0,0,0
"Han_noNWC",0,0,0,0.00984293193717277,0,0.0255497382198953,0.0121465968586387,0.0006282722513089,0.000837696335078534,0.000837696335078534,0,0,0.00209424083769634,0.000837696335078534,0.000209424083769634,0.00795811518324607,0.000209424083769634,0.0110994764397906,0.0006282722513089,0.0110994764397906,0,0,0,0,0.144502617801047,0.313926701570681,0,0.0263874345549738,0,0.000209424083769634,0.000209424083769634,0,0.00774869109947644,0.00230366492146597,0,0,0,0,0,0,0,0.000209424083769634,0,0,0,0.0006282722513089,0,0,0,0,0,0,0.00670157068062827,0,0.0959162303664921,0,0,0,0.000209424083769634,0,0,0,0,0,0.0006282722513089,0,0.00167539267015707,0.000209424083769634,0.0617801047120419,0,0.000418848167539267,0,0,0,0.00628272251308901,0.00858638743455497,0.00523560209424084,0.000837696335078534,0.122094240837696,0.00167539267015707,0.00293193717277487,0.000418848167539267,0,0.0255497382198953,0,0,0.000209424083769634,0.000209424083769634,0,0.000837696335078534,0,0,0,0,0,0.0006282722513089,0,0,0.0056544502617801,0,0,0,0,0,0,0.000418848167539267,0.00356020942408377,0.0431413612565445,0,0,0,0.000418848167539267,0,0.000418848167539267,0,0,0,0.000209424083769634,0,0,0,0,0,0.000209424083769634,0,0.00418848167539267,0.000837696335078534,0,0.000209424083769634,0.00335078534031414,0,0.00544502617801047,0.00230366492146597,0.000209424083769634,0,0,0.000209424083769634,0.000837696335078534,0,0,0,0.0006282722513089,0.00146596858638743,0.000209424083769634,0.000209424083769634,0.000209424083769634,0.000209424083769634,0.00230366492146597
