"hap","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"C",0.711684500537541,1.21970636832834,3.17801845718492,3.55742812206779,0.646839876049709
"C2a",0.099846456338944,0.462699187315673,0.150604270839413,-0.241876436667363,1.36661873549517
"C2a1",1.6915175028986,3.4693433387518,1.72712561533451,-0.514425001056926,3.19043234838206
"C2a1a",0.0378387193636196,0.314281078906219,0.0650665737115662,-0.226605689723717,0.769453330999546
"C2a1b",1.04993046346172,2.67261157978174,1.42603319809141,-0.822383780466295,6.3693197889106
"C2b1b",-0.153081742867324,-0.107738096537773,0.354693045475004,0.342136018800561,-0.074813478749003
"D1a1a",-0.117721407406429,-0.0398128150765902,0.100450170707601,0.0388036011700645,0.0941141547957561
"D1a1b",-0.0960426956254749,-0.00773039191017717,0.171133788597202,0.0933379998785853,0.154820836796332
"E1b1b",2.14928494620186,-0.542987553146338,-0.202846946291505,-0.0139863212854603,0.0874862077265008
"F",0.736216453938897,-0.292466877969207,2.35491965671816,1.71184474923783,0.272126905549756
"J1a",2.49506252082612,4.1026646973932,-1.33413651817486,1.81655586197591,2.54171175177904
"J1a2a",1.11265828455519,2.06262622888174,-0.00472827371865602,-0.0965802658799656,0.658136412835128
"J2a1a",1.82661998170425,-0.34749377745484,-0.14442731137059,-0.101784112589774,-0.0688027366640889
"J2a2a",1.25667813755045,1.05288152796045,0.531224357482439,-0.547673732178477,1.70056353448707
"N",1.0462365821085,2.50410731885439,2.36274696071514,-1.1784596849626,2.32404120187653
"N1a1a",0.58060704005091,0.954587532133589,-0.661103186944579,0.656574826371133,0.0456026320573086
"N1a2",-0.0495215162759909,0.123434474388089,-0.0374952510456439,-0.157012999203083,0.588132621975177
"N1a2a",-0.0834545259665909,0.0656579652053776,0.0492785927044787,-0.0750085067252107,0.409115665198184
"N1b1",-0.0739243668126085,0.0178420853446014,0.683536867995535,0.518430896878538,0.222760248445667
"N1b2",-0.0651834374855053,0.0667663882258037,0.528498431075439,0.160791943684176,-0.132043371519138
"N2",1.7278325457019,3.93093744321184,2.88251243769046,-3.15680372997442,1.67996179515181
"N2a",2.31940902155812,4.01598316550955,-0.786578795946523,1.33689384895522,3.52296904594712
"No1",0.901950184347274,1.5622238675307,2.13112200273951,2.65676240544729,1.13508119423344
"O1a",1.26956986776248,-0.328724940620076,3.02982766510517,2.1262237744667,0.721733221862436
"O2a1b",-0.165365199457538,-0.112287735579025,-0.082311499731836,-0.0652139914929407,-0.000381510770567949
"O2a2b",-0.159382147905636,-0.10227730456404,-0.0138603613641277,-0.031038964365626,-0.0271258537952922
"Q1",2.03642175695348,4.59564038360497,3.38784728617552,-3.66538993940006,1.92836999346382
"Q1a1a",-0.123007602137489,-0.0251778314562676,-0.0406927110843064,-0.0833687521115613,0.209053002047128
"Q1b",2.57669018881768,4.14390507787484,-0.969552176624231,0.870579346947935,-0.882616748701228
"Q1b1",1.26457981672469,2.97590788666341,2.21783936400888,-2.48758019978704,1.12676333263738
"Q1b1a",0.617990347656798,1.43501365491548,0.378172362210111,-0.322451599683773,2.21564851528576
"R1",3.57639224663586,3.58931424524881,1.85390454073873,-2.44964286137018,-1.52767213542244
"R1a1a",1.11174256102332,1.48408595442363,-0.366260401646088,0.208886131831416,-0.137755215037597
"R1b1a",1.38742369833132,2.07444903866258,0.15114055285834,-0.232838697755598,-0.276552535760887
"R1b2",0.625485844349416,1.42850905033007,0.802223688811247,-1.17536628986992,-0.140246094085256
"R1b2b",2.0609769178624,4.52890026441639,3.63331461334508,-4.42714454240316,-1.15411883781162
"D1a2b",6.72275598760766,-0.876136706751595,-1.44677255541028,1.4032620308679,-0.488626527917074
"G2",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"G2a1",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"G2a2a",6.72275598760766,-0.876136706751595,-1.44677255541028,1.4032620308679,-0.488626527917074
"G2a2b",0.911817702335206,0.198706680377666,0.209124169003159,-0.130901180704151,-0.216559801728357
"H",1.4592862270826,2.09291685885404,-1.82327194370631,1.80162159674884,-0.929883706954387
"H1a1a",9.24066989454306,-4.68008494366545,0.0372237672168143,-0.262410742839781,0.150438398494515
"I2a1a",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"I2a1b",3.59436603239942,0.709078740177693,-0.548384759025905,0.307003217179632,-0.815755694509128
"J",0.290301691739415,-0.204664897019071,-0.179887395960353,-0.0682043525740027,0.134466740621885
"J2a",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"J2a2",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"J2b2a",1.16001508151877,0.26297423929391,0.550229247175687,0.073737337931702,-0.339411288776144
"K2b2a",1.91772125624679,0.972296754884438,0.749700078532643,2.70292871156551,-0.537715155644441
"L1a2",6.61170797140384,-3.47365953685196,0.404832300897636,-0.716723451974164,0.0609050340871883
"L1a2a",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"N1a",-0.164029990035832,-0.113256049992067,-0.0290285995646011,0.136462218214282,-0.485954173829219
"No",7.11443148424206,-1.46786198804931,-1.21592868300163,1.14415737718004,-0.389216428253049
"O1b1a",-0.165164315985938,-0.132455288026576,0.0314181346557058,0.04166892269553,-0.0711216628295412
"Q",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"Q1a2a",2.44197290138555,1.39178807787592,-0.63508686452452,0.398491370390999,-0.839817001595725
"Q1b2a",2.42020576411511,3.77991950735102,-1.17962282346574,0.966192321220701,-1.706591039852
"R",1.4592862270826,2.09291685885404,-1.82327194370631,1.80162159674884,-0.929883706954387
"R1a",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"R1b2a",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"R2",0.872711050104116,1.29472110807548,-1.16195787938039,1.04686064282321,-0.282336403772142
"R2a",7.34421927089323,-3.40242438799052,-0.191762479206248,-0.0141336614422186,0.0717421094371809
"R2a2",3.26557659456606,1.17199130634309,-1.70687887190613,1.677726490502,-0.560810449176863
"R2a2b",4.02331363764097,-2.09844272011912,-0.0834370857953074,-0.155506098744283,0.0942892107398202
"T1",3.1976765178981,4.4493908249278,-3.52436740708822,3.73520391405866,-1.3833174248933
"C2",0.0295444014943632,0.272399855086356,1.28331542307509,0.246337241203503,-0.70319026640399
"C2b1",-0.0900416933798383,-0.134647919281056,3.88101469447629,3.47503473706977,-0.540372868039835
"C2b1a",-0.167451049852054,-0.116813471899996,-0.0879473426647541,-0.0695041876442142,-0.012201138830428
"D1",-0.0430223737932916,-0.0736156644552036,4.0762558685302,3.53667477644199,-0.456844040242353
"D1a1",-0.187302064105175,-0.172292262083,0.988217978568356,0.789312316524788,-0.380746494449331
