"hap","total_n","n_pop","shannon_pop","evenness_pop","pop_detail","top_population","top_count"
"O2a2b",5052,6,0.768109993981646,0.428690350001371,"Han_NWCM:3382;Han_noNWC:1499;ANEA:134;ASEA:22;ANWC:11;AEES:4","Han_NWCM",3382
"O2a1b",2400,5,0.683889848614752,0.42492465433503,"Han_NWCM:1675;Han_noNWC:690;ANEA:21;ASEA:11;AEES:3","Han_NWCM",1675
"O1b1a",1330,6,0.816907825448436,0.455924938295644,"Han_NWCM:823;Han_noNWC:458;ASEA:28;ANEA:19;AESP:1;ASAF:1","Han_NWCM",823
"O1a1a",1124,4,0.737429162680862,0.53194269800329,"Han_noNWC:583;Han_NWCM:532;ASEA:7;ANEA:2","Han_noNWC",583
"C2b1a",1004,3,0.681714492368521,0.620523272313829,"Han_NWCM:693;Han_noNWC:295;ANEA:16","Han_NWCM",693
"Q1a1a",572,4,0.707000466866454,0.509993033727208,"Han_NWCM:424;Han_noNWC:126;AEES:12;ANEA:10","Han_NWCM",424
"O2a2a",537,3,0.706101178124256,0.642720990296121,"Han_NWCM:327;Han_noNWC:206;ASEA:4","Han_NWCM",327
"R1a1a",488,7,1.32200560795571,0.679376490531955,"Han_NWCM:264;AESP:110;ANWC:39;Han_noNWC:37;AEES:27;ASAF:9;ANEA:2","Han_NWCM",264
"D1a1a",460,6,0.669549968244509,0.373682952284311,"Han_NWCM:370;Han_noNWC:58;ANEA:26;AEES:2;ANWC:2;ASEA:2","Han_NWCM",370
"C2b1b",432,6,0.961252605140012,0.536485293728711,"Han_NWCM:267;Han_noNWC:122;ASEA:30;ANEA:11;AEES:1;AESP:1","Han_NWCM",267
"C2a1a",328,5,0.780484441542025,0.484942249410309,"Han_NWCM:247;Han_noNWC:47;AEES:29;ANWC:3;AESP:2","Han_NWCM",247
"O2a1a",314,3,0.717301934412285,0.652916358037373,"Han_NWCM:189;Han_noNWC:122;ANEA:3","Han_NWCM",189
"N1a1a",297,6,1.09469053282516,0.610958419154769,"Han_NWCM:183;AESP:59;Han_noNWC:38;AEES:10;ANEA:6;ANWC:1","Han_NWCM",183
"N1a2a",238,5,0.826575474003565,0.513580218048585,"Han_NWCM:168;Han_noNWC:53;AEES:11;ANEA:5;ASEA:1","Han_NWCM",168
"N1b2",222,6,1.11175586329701,0.620482761436715,"Han_NWCM:131;Han_noNWC:53;ANEA:26;ANWC:6;ASEA:5;AEES:1","Han_NWCM",131
"N1b2a",187,2,0.340094648166469,0.490652862342642,"Han_NWCM:167;Han_noNWC:20","Han_NWCM",167
"D1a1b",170,6,0.440780283370438,0.246004160123312,"Han_NWCM:154;ANEA:7;ASEA:4;Han_noNWC:3;AEES:1;ANWC:1","Han_NWCM",154
"O2b1a",119,2,0.524986830491266,0.757395896881764,"Han_NWCM:93;Han_noNWC:26","Han_NWCM",93
"R1b1a",113,8,1.59437420088105,0.766731917644134,"Han_NWCM:44;AESP:26;ANWC:18;Han_noNWC:11;AEES:10;ASAF:2;ANEA:1;ASEA:1","Han_NWCM",44
"O1b2a",111,3,0.6036620406886,0.549476869060369,"Han_NWCM:83;Han_noNWC:27;ASAF:1","Han_NWCM",83
"N1b1a",105,3,0.93312754845002,0.849369298045342,"Han_NWCM:54;Han_noNWC:41;ANEA:10","Han_NWCM",54
"J2a1a",87,6,1.22721576069346,0.684922157114193,"Han_NWCM:52;ASAF:13;Han_noNWC:10;AESP:8;ANWC:3;AEES:1","Han_NWCM",52
"N1b1b",73,3,1.07765795191962,0.980926540723572,"Han_NWCM:30;Han_noNWC:25;ANEA:18","Han_NWCM",30
"Q1b1a",61,5,1.01743023429804,0.632164948046544,"Han_NWCM:37;AEES:17;AESP:4;ANWC:2;Han_noNWC:1","Han_NWCM",37
"J",57,4,0.442959364394816,0.319527639163864,"Han_NWCM:51;Han_noNWC:3;ASAF:2;AESP:1","Han_NWCM",51
"N1a3",53,2,0.267567912572871,0.386018900569893,"Han_NWCM:49;ANEA:4","Han_NWCM",49
"N1b1",51,4,0.842572714771584,0.607787738594658,"Han_NWCM:35;ANEA:12;Han_noNWC:3;AEES:1","Han_NWCM",35
"E1b1b",50,6,1.20395681237733,0.671941090896555,"Han_NWCM:30;ASAF:9;AESP:5;Han_noNWC:4;AEES:1;ANWC:1","Han_NWCM",30
"O1a3a",49,3,0.690941513384849,0.628922068787801,"Han_NWCM:34;Han_noNWC:14;ANEA:1","Han_NWCM",34
"N1a",35,3,0.34706682575481,0.315913839062889,"Han_noNWC:32;ANEA:2;AESP:1","Han_noNWC",32
"O2",35,3,0.434599716881433,0.395589710186398,"Han_NWCM:31;ANEA:2;Han_noNWC:2","Han_NWCM",31
