"population","k","shannon","simpson","heff_expH","heff_1sumP2"
"AEES",36,2.88482892412634,0.912474452293019,17.9005049890285,11.4252355591971
"AESP",48,2.39921974500392,0.79625730994152,11.0145788467685,4.90815154994259
"ANEA",41,2.77177832291637,0.863914171393396,15.9870388633829,7.34830371567044
"ANWC",35,2.79225531156915,0.882519047365336,16.3177800113864,8.51201814058957
"ASAF",38,3.15692834312914,0.938168846611177,23.4983062275498,16.1730769230769
"ASEA",21,2.43566792782536,0.88013683610368,11.4234462033577,8.34284668862056
"Han_noNWC",68,2.46490469041831,0.847833864203284,11.7623610328448,6.57176443867862
"Han_NWCM",93,2.66066872966433,0.86108951263419,14.3058526486461,7.19888050904736
