,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Jiangsu,Jilin,Liaoning,Ningxia,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Xinjiang,Yunnan,Zhejiang
Anhui,0.0,0.0003018959062915107,0.0002743813426801325,0.0003421486937970454,0.00027993984037940077,0.0002482255229507977,0.0003018959062915107,0.0003018959062915107,0.00028378215191402005,0.00032604757879483155,0.0002862420444838027,0.00026164311878597594,0.00028796224907805636,0.00024151672503320854,0.0003018959062915107,0.00028680111097693515,0.00022139033128044117,0.0002501423223558231,0.0002884783104563324,0.00021887453206134524,0.0002294408887815481,0.0002801419630078336,0.0002566115203477841,0.0002616431187859759,0.00028464471164628153,0.00031699070160608623
Beijing,0.0003018959062915107,0.0,0.0002687165795836723,0.00034214869379704544,0.0002786483070904532,0.0002494094284656663,0.0003023398708595865,0.0002734821739346626,0.00028378215191402005,0.0003040269362182743,0.0002707197277333024,0.0002540661234908164,0.00028167844288375343,0.00024714027622883475,0.0002734821739346626,0.0002770338904792686,0.00019534440995333044,0.00023086157539939053,0.0002750607146211542,0.0002166547092209665,0.00021523402260312406,0.0002714460274101737,0.0002468442998501176,0.00026874655187518796,0.0002831225474128789,0.0002814735361600262
Chongqing,0.0002743813426801325,0.0002687165795836723,0.0,0.0003011316128578613,0.0002505492837945196,0.00022410781904452787,0.0002754322461514004,0.0002547644778831314,0.00025504471880880285,0.000285081450751224,0.0002492445808623302,0.00022928803009481823,0.00025492125602336713,0.00021674087955907405,0.0002583311805734952,0.000247248925785579,0.00017476843182782814,0.00020897966171499146,0.00025136761817802294,0.00019107335841234854,0.0001944362495204059,0.0002481550963613159,0.00022661300307704537,0.0002450834277235724,0.00026084243042691466,0.0002703688021534732
Fujian,0.0003421486937970454,0.00034214869379704544,0.0003011316128578613,0.0,0.00030372557845085316,0.00029742337434645125,0.00030944330394879843,0.00036227508754981284,0.00029988326691623394,0.0003421486937970454,0.0003168043461083754,0.00029787062754095723,0.0002910586173477129,0.00025996591930657864,0.00036227508754981284,0.0002717063156623596,0.0002817695125387433,0.0002932703089688961,0.0003197860340717483,0.00024654832347140035,0.0002817695125387433,0.0003104783237286113,0.00029183270941512696,0.0002951871083739215,0.00033064789736689265,0.0003773698828643883
Gansu,0.00027993984037940077,0.0002786483070904532,0.0002505492837945196,0.00030372557845085316,0.0,0.00022870901991781114,0.00027925371331964736,0.0002707914795826884,0.0002530436596370662,0.0002931134799266667,0.00025513761777498043,0.0002312705609408906,0.0002567170783569769,0.0002117845524438931,0.0002744508239013733,0.0002497502497502497,0.00019394524889030382,0.00021799236869880513,0.00025859366518707176,0.00020034910144800256,0.00020638701957383278,0.0002554227618693838,0.00023328320031616736,0.00024517606935189353,0.0002736666786902265,0.00028405660273792146
Guangdong,0.0002482255229507977,0.0002494094284656663,0.00022410781904452787,0.00029742337434645125,0.00022870901991781114,0.0,0.00025745012008748276,0.00022586286322550056,0.00023816232607441399,0.0002710354358706007,0.00022710523321023933,0.00020618372266723912,0.00023790429538527596,0.00019623233908948196,0.00023480792711561945,0.00023480792711561943,0.00014535728821443106,0.00018305434317993186,0.00022809912919803028,0.00016939714741912544,0.00016771994793972816,0.00022670118040451676,0.0002012639375276738,0.00023033539517055998,0.00023576632681813212,0.0002465483234714004
Guizhou,0.0003018959062915107,0.0003023398708595865,0.0002754322461514004,0.00030944330394879843,0.00027925371331964736,0.00025745012008748276,0.0,0.00029938010707241476,0.0002732157951938172,0.00030944330394879843,0.0002826081122784419,0.00026013363925451836,0.00027228688471292017,0.0002390009258141126,0.00030944330394879843,0.00026793261683371575,0.00022893772893772894,0.0002469077233598426,0.00028763971071663384,0.0002169876826470233,0.00023396932737592077,0.00027787828864910626,0.00024906412269049634,0.00025912731956687996,0.0002986613072955302,0.0003207644004347301
Hainan,0.0003018959062915107,0.0002734821739346626,0.0002547644778831314,0.00036227508754981284,0.0002707914795826884,0.00022586286322550056,0.00029938010707241476,0.0,0.0002757315944129131,0.00027774423378818983,0.00024822552295079766,0.00023614968669913726,0.0002848658808083998,0.00024654832347140035,0.00024151672503320852,0.0002515799219095922,0.00013417595835178253,0.00020126393752767377,0.00024151672503320854,0.00019623233908948196,0.00017711226502435294,0.000254525495926694,0.00024151672503320854,0.0002817695125387433,0.0002616431187859759,0.0002364851265950167
Hebei,0.00028378215191402005,0.00028378215191402005,0.00025504471880880285,0.00029988326691623394,0.0002530436596370662,0.00023816232607441399,0.0002732157951938172,0.0002757315944129131,0.0,0.0002958579881656805,0.00026052498579971106,0.000236283862657489,0.0002549859270062144,0.0002163587328422493,0.00028378215191402,0.00024755464315903876,0.00020327657690295052,0.00022685320958476375,0.00026701015712004726,0.00020377973674676973,0.00021132713440405747,0.0002604744800960138,0.00023245984784446325,0.00024352936440848527,0.00028205703244949714,0.0002958579881656805
Heilongjiang,0.00032604757879483155,0.0003040269362182743,0.000285081450751224,0.0003421486937970454,0.0002931134799266667,0.0002710354358706007,0.00030944330394879843,0.00027774423378818983,0.0002958579881656805,0.0,0.00028713655087281455,0.00027613412228796836,0.0003000380853297168,0.00026667471722416775,0.0003018959062915107,0.0002717063156623596,0.0002213903312804412,0.00024324184449773145,0.0002817695125387433,0.0002294408887815481,0.00023910155778287647,0.00028597847187921376,0.0002717063156623596,0.0002857947912892968,0.00030362102575603355,0.0002988769472285956
Henan,0.0002862420444838027,0.0002707197277333024,0.0002492445808623302,0.0003168043461083754,0.00025513761777498043,0.00022710523321023933,0.0002826081122784419,0.00024822552295079766,0.00026052498579971106,0.00028713655087281455,0.0,0.00023063356396689727,0.0002626752415425281,0.00022493108573694653,0.00024822552295079766,0.0002515799219095922,0.00017070163590310108,0.00020797273544526288,0.0002512072109141706,0.0001967914055826144,0.00019366063322107278,0.0002513908484472217,0.00023033539517055995,0.00025717058684091655,0.00026260151848848864,0.00026108405229284347
