,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Jiangsu,Jilin,Liaoning,Ningxia,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Xinjiang,Yunnan,Zhejiang
Hubei,0.00026164311878597594,0.0002540661234908164,0.00022928803009481823,0.00029787062754095723,0.0002312705609408906,0.00020618372266723912,0.00026013363925451836,0.00023614968669913726,0.000236283862657489,0.00027613412228796836,0.00023063356396689727,0.0,0.00024027817772534593,0.0001982449784647587,0.00024151672503320854,0.00023547880690737833,0.0001556441116880677,0.00019091322074053628,0.0002348079271156194,0.00017711226502435294,0.00017389204202391016,0.0002327802716583611,0.00020931449502878074,0.00022809912919803028,0.00024784216306979255,0.0002505736022219538
Hunan,0.00028796224907805636,0.00028167844288375343,0.00025492125602336713,0.0002910586173477129,0.0002567170783569769,0.00023790429538527596,0.00027228688471292017,0.0002848658808083998,0.0002549859270062144,0.0003000380853297168,0.0002626752415425281,0.00024027817772534593,0.0,0.00021868100904449175,0.0002879622490780564,0.0002531281060444205,0.00020745667406698684,0.0002295735902788191,0.0002699001008383933,0.0002043603057973303,0.0002136494106062999,0.00026101915027762853,0.00023222762022423902,0.0002446130933028651,0.00027933665175544175,0.0003007347681903895
Jiangsu,0.00024151672503320854,0.00024714027622883475,0.00021674087955907405,0.00025996591930657864,0.0002117845524438931,0.00019623233908948196,0.0002390009258141126,0.00024654832347140035,0.0002163587328422493,0.00026667471722416775,0.00022493108573694653,0.0001982449784647587,0.00021868100904449175,0.0,0.00024654832347140035,0.0002163587328422493,0.00016604274846033088,0.00018760674176686732,0.00023089446166369243,0.00016478484885078294,0.00017409330596143783,0.00022240682315264774,0.00019623233908948193,0.00020629553596586563,0.00024079792525632398,0.00025912731956687996
Jilin,0.0003018959062915107,0.0002734821739346626,0.0002583311805734952,0.00036227508754981284,0.0002744508239013733,0.00023480792711561945,0.00030944330394879843,0.00024151672503320852,0.00028378215191402,0.0003018959062915107,0.00024822552295079766,0.00024151672503320854,0.0002879622490780564,0.00024654832347140035,0.0,0.0002717063156623596,0.00016101115002213902,0.00020701433574275016,0.00025493432086838683,0.00021132713440405747,0.00019321338002656685,0.00025615595179605174,0.00024151672503320854,0.0002817695125387433,0.00024151672503320854,0.00024151672503320854
Liaoning,0.00028680111097693515,0.0002770338904792686,0.000247248925785579,0.0002717063156623596,0.0002497502497502497,0.00023480792711561943,0.00026793261683371575,0.0002515799219095922,0.00024755464315903876,0.0002717063156623596,0.0002515799219095922,0.00023547880690737833,0.0002531281060444205,0.0002163587328422493,0.0002717063156623596,0.0,0.0001912007406512901,0.00021563993306536477,0.00024822552295079766,0.00019245864026083806,0.00020528921627822725,0.00025104660880437453,0.00023396932737592077,0.00025157992190959227,0.00026308071833974506,0.00027925371331964736
Ningxia,0.00022139033128044117,0.00019534440995333044,0.00017476843182782814,0.0002817695125387433,0.00019394524889030382,0.00014535728821443106,0.00022893772893772894,0.00013417595835178253,0.00020327657690295052,0.0002213903312804412,0.00017070163590310108,0.0001556441116880677,0.00020745667406698684,0.00016604274846033088,0.00016101115002213902,0.0001912007406512901,0.0,0.00012650876073168067,0.00016995621391225789,0.0001106951656402206,9.660669001328343e-05,0.00017699601148643082,0.00016101115002213902,0.00020126393752767377,0.0001868879419899828,0.00017610594533671456
Shaanxi,0.0002501423223558231,0.00023086157539939053,0.00020897966171499146,0.0002932703089688961,0.00021799236869880513,0.00018305434317993186,0.0002469077233598426,0.00020126393752767377,0.00022685320958476375,0.00024324184449773145,0.00020797273544526288,0.00019091322074053628,0.0002295735902788191,0.00018760674176686732,0.00020701433574275016,0.00021563993306536477,0.00012650876073168067,0.0,0.00020797273544526294,0.00015741715113771628,0.0001518105128780168,0.00020949551839497376,0.0001854503424362137,0.00022426553038797935,0.00022303330219903438,0.00020917073507340382
Shandong,0.0002884783104563324,0.0002750607146211542,0.00025136761817802294,0.0003197860340717483,0.00025859366518707176,0.00022809912919803028,0.00028763971071663384,0.00024151672503320854,0.00026701015712004726,0.0002817695125387433,0.0002512072109141706,0.0002348079271156194,0.0002699001008383933,0.00023089446166369243,0.00025493432086838683,0.00024822552295079766,0.00016995621391225789,0.00020797273544526294,0.0,0.0001979095385688792,0.00019589689919360248,0.0002525898745202907,0.00023648512659501673,0.00026611565073103534,0.0002606847190834632,0.0002649975177447705
Shanghai,0.00021887453206134524,0.0002166547092209665,0.00019107335841234854,0.00024654832347140035,0.00020034910144800256,0.00016939714741912544,0.0002169876826470233,0.00019623233908948196,0.00020377973674676973,0.0002294408887815481,0.0001967914055826144,0.00017711226502435294,0.0002043603057973303,0.00016478484885078294,0.00021132713440405747,0.00019245864026083806,0.0001106951656402206,0.00015741715113771628,0.0001979095385688792,0.0,0.00013887211689409492,0.0001943250544829471,0.00017359014611761865,0.00019120074065129012,0.0002070143357427502,0.00022264823088998913
Shanxi,0.0002294408887815481,0.00021523402260312406,0.0001944362495204059,0.0002817695125387433,0.00020638701957383278,0.00016771994793972816,0.00023396932737592077,0.00017711226502435294,0.00021132713440405747,0.00023910155778287647,0.00019366063322107278,0.00017389204202391016,0.0002136494106062999,0.00017409330596143783,0.00019321338002656685,0.00020528921627822725,9.660669001328343e-05,0.0001518105128780168,0.00019589689919360248,0.00013887211689409492,0.0,0.00019686141604656303,0.0001750996256490762,0.00020126393752767377,0.00020528921627822723,0.00020227025721531217
Sichuan,0.0002801419630078336,0.0002714460274101737,0.0002481550963613159,0.0003104783237286113,0.0002554227618693838,0.00022670118040451676,0.00027787828864910626,0.000254525495926694,0.0002604744800960138,0.00028597847187921376,0.0002513908484472217,0.0002327802716583611,0.00026101915027762853,0.00022240682315264774,0.00025615595179605174,0.00025104660880437453,0.00017699601148643082,0.00020949551839497376,0.0002525898745202907,0.0001943250544829471,0.00019686141604656303,0.0,0.0002287826031230641,0.00025126458418797844,0.0002619628160152618,0.00026965516730264623
Tianjin,0.0002566115203477841,0.0002468442998501176,0.00022661300307704537,0.00029183270941512696,0.00023328320031616736,0.0002012639375276738,0.00024906412269049634,0.00024151672503320854,0.00023245984784446325,0.0002717063156623596,0.00023033539517055995,0.00020931449502878074,0.00023222762022423902,0.00019623233908948193,0.00024151672503320854,0.00023396932737592077,0.00016101115002213902,0.0001854503424362137,0.00023648512659501673,0.00017359014611761865,0.0001750996256490762,0.0002287826031230641,0.0,0.0002213903312804412,0.0002415167250332085,0.0002566115203477841
Xinjiang,0.0002616431187859759,0.00026874655187518796,0.0002450834277235724,0.0002951871083739215,0.00024517606935189353,0.00023033539517055998,0.00025912731956687996,0.0002817695125387433,0.00024352936440848527,0.0002857947912892968,0.00025717058684091655,0.00022809912919803028,0.0002446130933028651,0.00020629553596586563,0.0002817695125387433,0.00025157992190959227,0.00020126393752767377,0.00022426553038797935,0.00026611565073103534,0.00019120074065129012,0.00020126393752767377,0.00025126458418797844,0.0002213903312804412,0.0,0.00027314391521612874,0.00029686430785331883
Yunnan,0.00028464471164628153,0.0002831225474128789,0.00026084243042691466,0.00033064789736689265,0.0002736666786902265,0.00023576632681813212,0.0002986613072955302,0.0002616431187859759,0.00028205703244949714,0.00030362102575603355,0.00026260151848848864,0.00024784216306979255,0.00027933665175544175,0.00024079792525632398,0.00024151672503320854,0.00026308071833974506,0.0001868879419899828,0.00022303330219903438,0.0002606847190834632,0.0002070143357427502,0.00020528921627822723,0.0002619628160152618,0.0002415167250332085,0.00027314391521612874,0.0,0.00027386271499301324
Zhejiang,0.00031699070160608623,0.0002814735361600262,0.0002703688021534732,0.0003773698828643883,0.00028405660273792146,0.0002465483234714004,0.0003207644004347301,0.0002364851265950167,0.0002958579881656805,0.0002988769472285956,0.00026108405229284347,0.0002505736022219538,0.0003007347681903895,0.00025912731956687996,0.00024151672503320854,0.00027925371331964736,0.00017610594533671456,0.00020917073507340382,0.0002649975177447705,0.00022264823088998913,0.00020227025721531217,0.00026965516730264623,0.0002566115203477841,0.00029686430785331883,0.00027386271499301324,0.0
