"eigenvalue","component"
0.968918856795364,1
0.300882967312499,2
0.0380996466345211,3
0.0133181259671082,4
0.00514139794230406,5
-3.46944695195361e-17,6
-0.00131538196180147,7
-0.018421001136409,8
